ダウンロードした時刻：2017/07/24 15:38:16

,小名浜,小名浜,小名浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1988/1/1,5.7,12.8,-0.1
1988/1/2,7.9,15.1,0.3
1988/1/3,5.4,7.6,1.0
1988/1/4,7.6,13.0,1.2
1988/1/5,4.2,7.9,0.3
1988/1/6,2.9,8.1,-0.8
1988/1/7,4.0,9.7,-3.9
1988/1/8,8.9,15.0,5.1
1988/1/9,4.7,11.2,1.6
1988/1/10,1.1,5.0,-2.2
1988/1/11,3.0,7.3,-3.2
1988/1/12,6.8,11.2,3.3
1988/1/13,7.3,14.4,0.8
1988/1/14,7.0,14.3,-0.7
1988/1/15,9.3,17.3,1.6
1988/1/16,7.1,10.5,3.4
1988/1/17,4.5,9.1,0.9
1988/1/18,2.2,8.9,-2.2
1988/1/19,3.0,7.9,-1.3
1988/1/20,4.7,11.7,-2.2
1988/1/21,6.8,12.1,-1.3
1988/1/22,11.6,15.7,5.8
1988/1/23,7.9,13.0,2.9
1988/1/24,1.9,7.1,-1.4
1988/1/25,4.1,10.9,-2.4
1988/1/26,3.6,10.8,-1.8
1988/1/27,4.2,8.1,0.0
1988/1/28,3.3,7.1,-1.2
1988/1/29,6.7,14.9,-3.2
1988/1/30,3.4,7.1,0.6
1988/1/31,3.2,7.8,0.0
1988/2/1,2.4,7.4,-0.9
1988/2/2,6.0,12.2,-0.6
1988/2/3,-1.4,3.2,-4.4
1988/2/4,0.9,8.4,-5.4
1988/2/5,5.8,13.8,-3.1
1988/2/6,4.9,8.3,0.8
1988/2/7,0.3,3.6,-2.7
1988/2/8,0.7,5.1,-3.8
1988/2/9,2.5,8.0,-3.8
1988/2/10,1.5,6.9,-1.2
1988/2/11,1.8,5.7,-1.7
1988/2/12,1.8,5.6,-0.6
1988/2/13,3.5,7.2,0.7
1988/2/14,1.9,6.2,-0.6
1988/2/15,0.5,5.0,-3.1
1988/2/16,-0.7,3.0,-3.8
1988/2/17,-0.2,3.6,-4.1
1988/2/18,1.0,5.3,-3.0
1988/2/19,1.2,5.0,-1.8
1988/2/20,2.6,9.8,-5.2
1988/2/21,1.0,5.5,-3.1
1988/2/22,0.5,5.5,-5.5
1988/2/23,5.4,10.2,-1.6
1988/2/24,4.7,9.0,0.9
1988/2/25,2.9,5.9,-0.1
1988/2/26,4.0,7.9,0.9
1988/2/27,3.6,6.2,1.1
1988/2/28,3.9,9.0,0.4
1988/2/29,5.3,10.1,-0.3
1988/3/1,4.1,5.4,3.1
1988/3/2,4.6,6.1,3.0
1988/3/3,5.1,10.5,1.5
1988/3/4,2.7,7.3,-0.5
1988/3/5,3.9,7.1,-0.4
1988/3/6,4.7,9.4,0.4
1988/3/7,3.1,9.6,0.6
1988/3/8,2.3,6.9,-2.6
1988/3/9,3.6,8.6,-0.7
1988/3/10,5.0,9.7,-0.7
1988/3/11,8.8,13.5,-0.9
1988/3/12,11.8,19.4,7.9
1988/3/13,10.1,16.5,4.8
1988/3/14,10.6,15.3,3.0
1988/3/15,7.5,12.7,-0.4
1988/3/16,3.4,8.0,-1.4
1988/3/17,4.7,7.3,-0.1
1988/3/18,7.0,8.4,4.9
1988/3/19,9.2,15.3,4.8
1988/3/20,7.6,13.1,4.3
1988/3/21,6.0,8.0,2.0
1988/3/22,9.0,11.1,6.1
1988/3/23,10.7,15.9,7.1
1988/3/24,5.9,10.2,2.8
1988/3/25,5.6,7.7,2.1
1988/3/26,5.4,7.5,2.6
1988/3/27,6.3,12.3,2.5
1988/3/28,7.4,10.9,2.0
1988/3/29,7.0,8.9,5.6
1988/3/30,5.4,7.5,4.0
1988/3/31,4.7,7.3,3.3
1988/4/1,5.0,8.5,1.3
1988/4/2,8.1,13.0,3.1
1988/4/3,9.9,15.0,3.6
1988/4/4,9.1,14.1,4.0
1988/4/5,9.5,13.1,5.6
1988/4/6,11.1,17.0,7.3
1988/4/7,6.7,10.0,4.0
1988/4/8,2.5,4.0,1.4
1988/4/9,5.5,11.3,-0.6
1988/4/10,8.0,14.0,0.3
1988/4/11,10.6,15.5,1.6
1988/4/12,12.4,15.9,4.7
1988/4/13,13.7,15.4,11.6
1988/4/14,12.4,17.4,7.8
1988/4/15,12.1,17.3,6.7
1988/4/16,10.8,17.3,5.7
1988/4/17,11.5,16.7,3.0
1988/4/18,13.5,17.4,6.5
1988/4/19,14.0,18.1,9.6
1988/4/20,14.3,20.4,8.1
1988/4/21,12.6,16.4,10.3
1988/4/22,11.5,14.3,10.5
1988/4/23,11.8,17.9,7.9
1988/4/24,10.6,17.4,4.8
1988/4/25,11.4,15.4,5.3
1988/4/26,13.9,18.4,7.6
1988/4/27,15.1,19.1,10.5
1988/4/28,15.6,19.6,8.4
1988/4/29,16.2,17.2,15.0
1988/4/30,19.9,25.1,14.5
1988/5/1,17.6,22.0,11.8
