ダウンロードした時刻：2017/07/24 15:37:59

,仙台,仙台,仙台
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2012/1/1,1.5,6.0,-2.3
2012/1/2,3.4,10.4,-0.7
2012/1/3,2.4,6.4,-1.2
2012/1/4,0.2,4.3,-2.7
2012/1/5,0.7,3.2,-1.5
2012/1/6,1.9,4.1,-0.8
2012/1/7,1.7,5.3,-2.8
2012/1/8,1.6,4.9,-0.8
2012/1/9,1.7,5.6,-2.8
2012/1/10,2.3,5.5,-0.8
2012/1/11,-0.9,2.4,-3.7
2012/1/12,-1.5,1.7,-3.8
2012/1/13,-0.6,2.8,-3.5
2012/1/14,-0.7,2.2,-2.5
2012/1/15,0.4,3.8,-2.2
2012/1/16,-0.1,3.0,-3.0
2012/1/17,0.6,4.8,-2.0
2012/1/18,2.7,8.4,-2.7
2012/1/19,2.8,6.6,-0.8
2012/1/20,2.2,4.3,0.9
2012/1/21,0.6,2.6,-0.7
2012/1/22,2.6,5.0,0.4
2012/1/23,3.1,6.2,-0.5
2012/1/24,0.1,3.4,-2.7
2012/1/25,-1.4,1.6,-4.0
2012/1/26,-2.1,1.1,-4.7
2012/1/27,-2.7,-1.5,-3.4
2012/1/28,-3.0,0.5,-6.6
2012/1/29,-3.1,1.4,-7.0
2012/1/30,-1.8,2.8,-6.0
2012/1/31,-1.9,0.3,-4.7
2012/2/1,-0.3,5.9,-5.5
2012/2/2,-1.9,0.0,-3.5
2012/2/3,-2.0,1.9,-7.4
2012/2/4,-0.6,4.5,-4.5
2012/2/5,0.4,4.1,-4.0
2012/2/6,1.9,6.7,-3.4
2012/2/7,3.9,6.7,2.3
2012/2/8,-0.5,3.5,-3.1
2012/2/9,-1.7,1.0,-3.2
2012/2/10,-1.6,2.4,-4.8
2012/2/11,-1.8,2.1,-5.6
2012/2/12,-1.3,1.5,-4.6
2012/2/13,1.7,5.7,-2.3
2012/2/14,3.1,7.3,-0.4
2012/2/15,1.6,6.4,-1.5
2012/2/16,-0.2,3.3,-2.7
2012/2/17,-1.9,3.1,-4.9
2012/2/18,-1.9,2.0,-4.9
2012/2/19,-1.0,3.3,-4.7
2012/2/20,0.9,5.9,-4.2
2012/2/21,2.5,8.6,-1.5
2012/2/22,1.1,5.9,-2.5
2012/2/23,3.4,8.2,0.2
2012/2/24,4.8,8.2,1.2
2012/2/25,0.9,2.0,-0.2
2012/2/26,0.7,4.1,-2.9
2012/2/27,-1.2,2.5,-3.8
2012/2/28,-1.0,2.5,-3.9
2012/2/29,-0.1,2.2,-2.6
2012/3/1,4.1,10.6,-0.2
2012/3/2,1.2,5.3,-0.4
2012/3/3,1.5,5.6,-0.8
2012/3/4,0.9,3.8,-2.9
2012/3/5,1.8,7.3,-0.3
2012/3/6,7.4,12.1,4.8
2012/3/7,7.4,11.6,4.0
2012/3/8,4.5,6.7,1.8
2012/3/9,3.8,7.6,0.6
2012/3/10,1.8,3.1,0.6
2012/3/11,2.3,5.2,0.6
2012/3/12,2.9,8.0,-0.9
2012/3/13,2.0,6.9,-0.9
2012/3/14,2.6,6.8,-1.9
2012/3/15,3.7,7.4,0.1
2012/3/16,3.5,8.2,-0.4
2012/3/17,4.1,6.9,0.4
2012/3/18,7.1,10.0,5.2
2012/3/19,2.8,6.6,0.2
2012/3/20,3.5,7.8,-0.1
2012/3/21,4.1,7.9,0.7
2012/3/22,7.5,12.6,0.3
2012/3/23,5.6,10.6,0.4
2012/3/24,4.3,9.4,0.5
2012/3/25,4.7,10.2,0.0
2012/3/26,3.2,7.6,-0.2
2012/3/27,5.6,11.5,-0.1
2012/3/28,7.6,12.9,2.9
2012/3/29,7.2,12.5,1.3
2012/3/30,11.0,20.3,4.7
2012/3/31,9.3,16.8,2.3
2012/4/1,4.4,8.3,0.3
2012/4/2,6.4,11.2,3.1
2012/4/3,8.0,12.8,2.9
2012/4/4,5.4,8.9,3.3
2012/4/5,5.7,12.6,2.3
2012/4/6,4.4,8.9,0.5
2012/4/7,3.2,6.8,0.6
2012/4/8,4.9,10.1,-0.6
2012/4/9,10.5,18.1,1.7
2012/4/10,8.9,14.2,3.9
2012/4/11,10.6,14.2,6.1
2012/4/12,12.2,16.7,9.6
2012/4/13,12.0,18.9,6.3
2012/4/14,9.1,11.1,7.1
2012/4/15,8.5,13.6,4.4
2012/4/16,8.5,12.2,4.2
2012/4/17,10.6,16.0,7.0
2012/4/18,11.5,16.4,8.8
2012/4/19,11.4,15.7,9.6
2012/4/20,9.2,10.6,8.4
2012/4/21,8.9,12.4,7.4
2012/4/22,9.4,10.8,7.3
2012/4/23,12.3,15.8,10.0
2012/4/24,15.8,21.8,11.5
2012/4/25,12.4,16.2,9.6
2012/4/26,13.0,17.9,10.4
2012/4/27,13.9,16.9,12.0
2012/4/28,13.2,17.5,10.8
2012/4/29,13.5,18.1,8.4
2012/4/30,15.4,20.5,12.1
2012/5/1,16.6,22.0,12.3
