ダウンロードした時刻：2017/07/24 15:43:44

,浜田,浜田,浜田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/1/1,8.1,9.8,6.9
1999/1/2,8.7,10.8,5.7
1999/1/3,9.0,10.9,5.3
1999/1/4,7.5,12.7,3.4
1999/1/5,7.4,13.8,2.1
1999/1/6,11.2,13.9,6.5
1999/1/7,6.5,12.8,1.2
1999/1/8,1.1,2.5,-0.7
1999/1/9,1.6,4.3,-0.6
1999/1/10,4.0,5.3,1.9
1999/1/11,5.5,6.3,4.8
1999/1/12,5.5,7.1,3.7
1999/1/13,6.8,8.7,4.9
1999/1/14,7.4,9.0,5.7
1999/1/15,5.8,7.1,3.2
1999/1/16,6.8,8.8,5.3
1999/1/17,5.5,9.3,1.8
1999/1/18,7.1,12.6,1.1
1999/1/19,8.1,11.1,4.3
1999/1/20,8.3,10.7,5.9
1999/1/21,5.8,7.3,4.2
1999/1/22,8.2,11.1,4.1
1999/1/23,10.1,13.5,7.2
1999/1/24,8.2,13.5,4.4
1999/1/25,9.6,13.8,3.6
1999/1/26,8.2,11.8,1.9
1999/1/27,8.2,12.7,1.9
1999/1/28,7.8,12.0,1.1
1999/1/29,5.7,7.8,3.2
1999/1/30,4.9,7.6,2.3
1999/1/31,5.7,11.4,1.0
1999/2/1,8.1,11.1,4.8
1999/2/2,6.7,9.7,2.4
1999/2/3,-0.1,3.4,-2.1
1999/2/4,2.2,6.8,-1.4
1999/2/5,4.2,6.2,-0.3
1999/2/6,5.6,9.3,0.0
1999/2/7,7.9,10.7,3.8
1999/2/8,7.3,12.7,3.5
1999/2/9,9.1,13.8,2.3
1999/2/10,9.9,12.4,7.8
1999/2/11,6.8,8.7,4.6
1999/2/12,4.0,7.5,0.5
1999/2/13,2.8,4.9,0.9
1999/2/14,4.3,8.5,-1.5
1999/2/15,5.9,8.8,1.3
1999/2/16,9.5,13.9,4.7
1999/2/17,12.8,16.8,6.1
1999/2/18,9.4,14.7,6.5
1999/2/19,5.2,9.3,2.2
1999/2/20,3.8,5.1,2.7
1999/2/21,3.8,5.6,1.2
1999/2/22,5.8,8.2,-0.1
1999/2/23,7.3,11.1,3.9
1999/2/24,7.3,10.2,4.6
1999/2/25,9.0,12.5,4.5
1999/2/26,9.0,14.0,2.9
1999/2/27,7.8,10.9,4.9
1999/2/28,6.8,9.1,4.5
1999/3/1,9.3,11.0,6.2
1999/3/2,11.1,14.7,6.9
1999/3/3,9.3,15.7,3.1
1999/3/4,10.5,17.7,3.8
1999/3/5,14.8,21.1,8.5
1999/3/6,10.0,14.0,5.6
1999/3/7,8.8,10.2,7.4
1999/3/8,7.9,10.7,5.9
1999/3/9,7.7,9.8,4.6
1999/3/10,8.1,13.1,3.8
1999/3/11,7.1,10.1,5.1
1999/3/12,6.7,11.8,3.1
1999/3/13,10.8,16.9,4.2
1999/3/14,13.0,18.1,8.4
1999/3/15,11.3,13.0,9.2
1999/3/16,10.1,13.8,5.9
1999/3/17,12.2,19.1,5.0
1999/3/18,18.6,23.9,11.0
1999/3/19,11.2,15.7,5.4
1999/3/20,5.9,9.3,4.0
1999/3/21,8.4,11.6,4.4
1999/3/22,3.8,7.0,0.9
1999/3/23,5.2,10.7,0.0
1999/3/24,9.1,16.8,1.4
1999/3/25,13.1,16.6,9.0
1999/3/26,14.0,16.3,12.2
1999/3/27,8.8,12.2,4.8
1999/3/28,7.1,12.2,2.4
1999/3/29,6.8,10.8,3.9
1999/3/30,7.5,11.5,4.6
1999/3/31,10.2,14.7,7.0
1999/4/1,14.1,19.9,6.1
1999/4/2,13.3,21.0,8.7
1999/4/3,8.5,12.3,4.2
1999/4/4,10.3,15.3,3.6
1999/4/5,12.7,17.0,8.7
1999/4/6,11.6,15.7,8.1
1999/4/7,8.0,11.3,3.5
1999/4/8,9.3,14.6,3.6
1999/4/9,13.1,20.0,5.8
1999/4/10,14.9,20.7,12.1
1999/4/11,12.8,14.2,11.0
1999/4/12,14.8,20.2,9.2
1999/4/13,12.9,15.6,11.0
1999/4/14,11.5,14.0,8.0
1999/4/15,11.9,17.3,6.1
1999/4/16,13.5,17.6,8.3
1999/4/17,15.3,21.3,9.5
1999/4/18,15.8,21.1,12.6
1999/4/19,15.4,19.2,13.7
1999/4/20,15.5,19.6,13.0
1999/4/21,14.6,18.9,9.8
1999/4/22,17.6,24.0,10.6
1999/4/23,16.3,21.0,14.8
1999/4/24,15.1,17.1,13.6
1999/4/25,13.9,14.6,12.7
1999/4/26,14.3,18.1,10.6
1999/4/27,15.1,20.5,9.7
1999/4/28,12.5,16.1,7.9
1999/4/29,10.5,16.0,5.3
1999/4/30,12.4,19.6,4.6
1999/5/1,14.7,20.6,7.5
