ダウンロードした時刻：2017/07/24 15:37:36

,酒田,酒田,酒田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1995/1/1,0.3,2.2,-2.5
1995/1/2,1.8,5.3,-1.2
1995/1/3,4.1,6.7,-0.3
1995/1/4,5.7,8.0,4.5
1995/1/5,3.1,7.9,1.0
1995/1/6,1.3,3.2,-1.0
1995/1/7,4.5,6.5,0.6
1995/1/8,4.4,7.8,0.0
1995/1/9,6.0,14.0,-0.7
1995/1/10,1.3,6.2,-0.8
1995/1/11,-0.7,1.9,-4.3
1995/1/12,-2.0,1.2,-4.6
1995/1/13,-1.2,0.8,-2.7
1995/1/14,-1.3,-0.1,-3.6
1995/1/15,-1.4,-0.4,-3.3
1995/1/16,-1.5,0.4,-3.5
1995/1/17,-0.9,1.6,-3.1
1995/1/18,1.2,4.0,-0.6
1995/1/19,-0.4,1.8,-3.3
1995/1/20,2.0,4.6,0.4
1995/1/21,-0.4,3.7,-5.6
1995/1/22,3.2,5.4,1.3
1995/1/23,4.5,6.9,2.2
1995/1/24,3.2,5.8,0.9
1995/1/25,1.7,3.3,0.0
1995/1/26,2.3,5.6,-0.3
1995/1/27,-0.9,1.3,-2.9
1995/1/28,-0.7,2.9,-4.4
1995/1/29,0.4,2.1,-2.3
1995/1/30,-0.9,2.8,-4.0
1995/1/31,0.4,3.1,-3.9
1995/2/1,2.3,4.0,0.5
1995/2/2,0.8,2.3,-0.6
1995/2/3,0.4,2.4,-2.1
1995/2/4,1.0,5.0,-2.8
1995/2/5,-2.0,3.8,-5.9
1995/2/6,-0.7,4.2,-6.5
1995/2/7,3.3,5.2,1.6
1995/2/8,3.5,5.8,-1.4
1995/2/9,0.9,5.2,-3.0
1995/2/10,0.5,3.6,-1.8
1995/2/11,1.6,4.0,-1.4
1995/2/12,3.2,8.8,-2.0
1995/2/13,4.1,7.3,2.2
1995/2/14,2.8,5.7,-0.8
1995/2/15,0.4,3.0,-1.4
1995/2/16,1.0,4.7,-0.9
1995/2/17,0.7,3.0,-0.9
1995/2/18,1.4,3.5,-0.5
1995/2/19,2.6,4.3,1.4
1995/2/20,2.8,5.7,0.7
1995/2/21,2.3,5.1,0.5
1995/2/22,3.1,5.2,1.7
1995/2/23,3.7,7.1,0.2
1995/2/24,3.3,5.5,2.1
1995/2/25,1.9,5.6,-1.2
1995/2/26,3.6,8.6,-2.0
1995/2/27,4.2,7.7,2.1
1995/2/28,4.0,6.5,2.4
1995/3/1,5.2,8.9,3.1
1995/3/2,1.6,4.0,-0.6
1995/3/3,0.2,2.1,-1.6
1995/3/4,1.8,6.0,-0.5
1995/3/5,0.7,4.9,-1.8
1995/3/6,3.0,5.9,-1.0
1995/3/7,4.8,8.5,-0.2
1995/3/8,4.6,7.2,2.7
1995/3/9,5.7,8.8,1.5
1995/3/10,4.4,9.3,-0.5
1995/3/11,3.5,4.7,2.2
1995/3/12,4.7,9.4,0.4
1995/3/13,5.0,8.6,1.0
1995/3/14,4.6,7.8,2.4
1995/3/15,5.3,10.1,1.2
1995/3/16,8.0,11.9,1.2
1995/3/17,9.5,16.1,1.9
1995/3/18,2.6,4.7,-0.2
1995/3/19,2.5,8.6,-1.3
1995/3/20,5.4,10.3,0.8
1995/3/21,9.6,15.7,1.8
1995/3/22,4.6,9.1,1.5
1995/3/23,3.8,7.5,1.1
1995/3/24,4.9,6.9,2.8
1995/3/25,3.0,5.1,0.8
1995/3/26,2.2,6.4,-0.9
1995/3/27,4.3,9.0,-0.4
1995/3/28,5.2,8.3,2.2
1995/3/29,6.7,12.5,0.6
1995/3/30,9.6,14.2,5.6
1995/3/31,9.3,11.3,8.1
1995/4/1,6.6,10.3,3.0
1995/4/2,4.9,8.2,0.5
1995/4/3,5.0,7.7,0.8
1995/4/4,9.5,12.4,6.1
1995/4/5,10.1,15.9,4.4
1995/4/6,13.1,19.5,6.2
1995/4/7,10.8,14.1,6.8
1995/4/8,10.7,18.8,2.1
1995/4/9,12.1,20.9,7.6
1995/4/10,6.4,9.7,3.8
1995/4/11,5.8,9.1,2.2
1995/4/12,6.7,9.9,2.3
1995/4/13,8.7,12.2,5.5
1995/4/14,10.7,15.9,4.9
1995/4/15,10.0,14.1,6.1
1995/4/16,10.8,16.2,4.6
1995/4/17,9.2,11.3,4.4
1995/4/18,12.9,20.2,3.9
1995/4/19,10.2,13.0,5.9
1995/4/20,8.8,12.1,4.2
1995/4/21,11.0,17.7,2.8
1995/4/22,13.6,18.1,9.9
1995/4/23,13.4,20.4,8.6
1995/4/24,12.2,14.6,9.1
1995/4/25,14.0,18.8,10.3
1995/4/26,11.4,14.6,8.6
1995/4/27,11.7,15.1,9.5
1995/4/28,15.3,22.4,9.1
1995/4/29,17.6,24.8,10.1
1995/4/30,17.2,23.0,14.1
1995/5/1,17.2,21.3,14.1
