ダウンロードした時刻：2017/07/24 15:44:30

,神戸,神戸,神戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1993/1/1,5.7,10.5,1.7
1993/1/2,7.1,10.8,3.9
1993/1/3,9.0,13.6,5.0
1993/1/4,7.9,10.9,6.1
1993/1/5,5.6,10.2,2.3
1993/1/6,5.9,9.1,2.0
1993/1/7,9.8,12.0,7.9
1993/1/8,8.3,11.4,5.5
1993/1/9,5.9,8.2,2.4
1993/1/10,7.7,9.2,6.2
1993/1/11,8.2,10.9,6.6
1993/1/12,7.3,10.6,5.5
1993/1/13,7.5,9.2,5.0
1993/1/14,7.7,8.5,6.5
1993/1/15,8.7,9.8,7.9
1993/1/16,8.7,10.8,5.4
1993/1/17,5.3,9.5,2.9
1993/1/18,5.7,9.9,2.1
1993/1/19,3.4,6.8,0.9
1993/1/20,3.7,8.2,0.7
1993/1/21,3.7,8.8,0.5
1993/1/22,4.0,8.7,0.6
1993/1/23,4.7,7.8,1.1
1993/1/24,6.1,8.0,3.5
1993/1/25,7.5,10.3,5.7
1993/1/26,7.2,12.4,3.7
1993/1/27,6.7,11.8,3.2
1993/1/28,1.9,6.1,-0.4
1993/1/29,3.3,7.7,-0.4
1993/1/30,5.7,9.7,2.0
1993/1/31,7.0,10.9,2.9
1993/2/1,4.3,7.8,1.2
1993/2/2,1.8,5.0,-0.2
1993/2/3,4.4,8.2,0.5
1993/2/4,7.8,13.0,4.8
1993/2/5,7.4,11.5,2.4
1993/2/6,12.4,18.5,5.7
1993/2/7,13.2,18.1,6.1
1993/2/8,4.4,8.3,1.5
1993/2/9,4.6,9.0,1.9
1993/2/10,5.5,11.4,1.2
1993/2/11,6.6,11.7,2.1
1993/2/12,7.1,11.1,3.3
1993/2/13,7.5,12.0,3.8
1993/2/14,5.2,8.7,1.1
1993/2/15,5.6,11.6,-0.1
1993/2/16,10.4,15.5,4.9
1993/2/17,11.5,15.4,7.9
1993/2/18,8.5,12.1,5.7
1993/2/19,6.2,10.9,2.4
1993/2/20,6.7,11.5,1.3
1993/2/21,10.0,12.3,6.8
1993/2/22,11.0,15.0,7.7
1993/2/23,3.7,7.9,0.3
1993/2/24,2.3,5.9,-0.4
1993/2/25,3.1,7.3,-0.1
1993/2/26,4.3,8.1,0.0
1993/2/27,7.2,12.5,1.5
1993/2/28,8.0,11.5,6.2
1993/3/1,4.2,7.2,0.4
1993/3/2,2.8,6.8,-0.6
1993/3/3,5.2,10.5,0.4
1993/3/4,7.1,12.3,3.4
1993/3/5,8.7,15.5,2.5
1993/3/6,11.5,17.0,6.4
1993/3/7,10.5,15.1,5.2
1993/3/8,5.5,9.3,2.9
1993/3/9,5.9,9.0,3.8
1993/3/10,7.8,13.2,3.5
1993/3/11,7.6,12.5,3.2
1993/3/12,7.8,13.2,4.5
1993/3/13,6.3,11.6,2.5
1993/3/14,7.2,12.0,1.5
1993/3/15,6.3,7.7,5.2
1993/3/16,4.1,7.4,1.1
1993/3/17,3.7,8.5,0.6
1993/3/18,5.4,11.7,1.4
1993/3/19,6.1,12.4,1.6
1993/3/20,5.2,9.1,1.4
1993/3/21,6.5,12.7,1.5
1993/3/22,9.2,14.8,4.3
1993/3/23,12.0,17.9,6.0
1993/3/24,13.8,16.3,12.4
1993/3/25,12.6,16.2,10.1
1993/3/26,12.8,17.3,9.8
1993/3/27,13.3,17.8,8.6
1993/3/28,10.9,13.1,9.6
1993/3/29,5.3,9.6,1.2
1993/3/30,6.9,12.6,0.4
1993/3/31,13.3,18.3,7.9
1993/4/1,13.9,18.3,8.2
1993/4/2,12.4,19.4,6.5
1993/4/3,15.9,23.8,9.9
1993/4/4,13.6,19.0,8.7
1993/4/5,8.7,12.9,4.4
1993/4/6,8.7,13.9,3.0
1993/4/7,10.3,15.5,5.7
1993/4/8,7.8,12.3,4.3
1993/4/9,7.3,13.2,3.1
1993/4/10,8.2,14.4,4.3
1993/4/11,8.7,15.2,3.9
1993/4/12,8.4,13.6,4.6
1993/4/13,9.9,15.3,3.7
1993/4/14,12.8,18.6,7.2
1993/4/15,13.7,18.5,7.9
1993/4/16,15.2,20.4,11.6
1993/4/17,15.3,20.6,11.3
1993/4/18,17.4,22.6,13.1
1993/4/19,17.9,23.7,12.1
1993/4/20,19.3,26.8,13.9
1993/4/21,19.2,24.0,15.1
1993/4/22,16.0,18.1,14.3
1993/4/23,18.4,22.4,13.8
1993/4/24,19.2,22.4,16.9
1993/4/25,14.0,19.1,7.6
1993/4/26,13.3,18.6,6.5
1993/4/27,18.6,23.7,14.9
1993/4/28,16.7,21.1,15.1
1993/4/29,15.5,17.4,14.4
1993/4/30,14.9,19.2,11.4
1993/5/1,13.7,15.7,10.7
