ダウンロードした時刻：2017/07/24 15:42:58

,松江,松江,松江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/1/1,3.6,7.3,0.3
1990/1/2,4.2,7.1,2.0
1990/1/3,1.7,5.8,0.3
1990/1/4,2.4,7.6,0.1
1990/1/5,4.0,7.5,-1.4
1990/1/6,5.8,9.7,3.7
1990/1/7,4.0,6.2,1.2
1990/1/8,3.6,9.1,-0.7
1990/1/9,7.1,10.5,1.4
1990/1/10,10.5,15.8,7.1
1990/1/11,7.2,10.7,3.8
1990/1/12,6.9,11.3,3.3
1990/1/13,2.8,7.1,0.7
1990/1/14,4.2,7.2,0.9
1990/1/15,4.3,7.9,2.3
1990/1/16,4.2,8.1,0.7
1990/1/17,5.5,11.2,1.0
1990/1/18,7.9,11.0,0.1
1990/1/19,6.2,8.6,4.4
1990/1/20,1.5,4.5,0.3
1990/1/21,2.4,6.8,0.2
1990/1/22,2.6,5.9,-1.2
1990/1/23,-0.2,2.5,-2.1
1990/1/24,-1.3,0.7,-3.5
1990/1/25,-1.2,1.1,-2.8
1990/1/26,-0.3,3.5,-2.3
1990/1/27,0.4,3.8,-1.1
1990/1/28,2.2,5.3,-0.8
1990/1/29,6.5,9.1,1.8
1990/1/30,3.8,6.6,2.3
1990/1/31,1.9,3.2,0.5
1990/2/1,4.2,6.0,2.7
1990/2/2,4.1,8.6,0.7
1990/2/3,4.5,8.9,-0.5
1990/2/4,5.2,7.0,3.4
1990/2/5,4.4,9.5,1.9
1990/2/6,5.1,11.8,0.5
1990/2/7,6.0,12.8,-0.8
1990/2/8,5.9,7.7,4.3
1990/2/9,5.6,10.9,-0.1
1990/2/10,10.0,16.4,-0.2
1990/2/11,8.7,16.1,3.4
1990/2/12,5.9,10.1,2.0
1990/2/13,4.4,9.7,0.8
1990/2/14,5.4,7.1,2.3
1990/2/15,6.6,8.7,4.9
1990/2/16,6.0,9.3,3.8
1990/2/17,6.9,12.4,4.4
1990/2/18,8.8,12.1,4.6
1990/2/19,12.8,16.7,7.6
1990/2/20,10.6,13.8,7.1
1990/2/21,9.1,15.3,3.1
1990/2/22,10.1,13.0,6.8
1990/2/23,11.5,13.0,10.0
1990/2/24,8.1,10.0,6.9
1990/2/25,7.5,9.1,6.8
1990/2/26,6.9,11.1,5.6
1990/2/27,6.1,9.7,4.0
1990/2/28,5.8,8.6,3.2
1990/3/1,6.7,8.3,4.0
1990/3/2,7.5,8.1,7.0
1990/3/3,6.7,7.8,4.5
1990/3/4,6.0,12.3,2.2
1990/3/5,6.0,11.4,1.6
1990/3/6,6.7,10.7,1.6
1990/3/7,5.5,8.8,1.2
1990/3/8,4.7,10.4,0.2
1990/3/9,6.6,14.8,-1.8
1990/3/10,9.1,16.8,2.0
1990/3/11,10.2,17.9,2.1
1990/3/12,8.2,13.6,2.9
1990/3/13,5.9,12.4,0.8
1990/3/14,8.6,14.4,2.1
1990/3/15,11.6,14.9,6.9
1990/3/16,7.9,12.6,5.5
1990/3/17,8.2,14.9,3.3
1990/3/18,6.4,9.7,4.6
1990/3/19,8.9,14.4,0.7
1990/3/20,11.8,17.1,6.4
1990/3/21,9.1,13.8,4.6
1990/3/22,10.9,19.5,5.0
1990/3/23,14.4,23.7,6.0
1990/3/24,11.3,16.0,7.8
1990/3/25,6.9,9.7,5.4
1990/3/26,7.5,11.9,4.3
1990/3/27,8.8,16.5,0.1
1990/3/28,9.2,9.7,8.2
1990/3/29,10.4,13.6,7.8
1990/3/30,11.6,17.6,5.2
1990/3/31,12.7,17.0,9.8
1990/4/1,13.3,19.4,9.1
1990/4/2,13.0,20.7,6.8
1990/4/3,15.0,22.6,6.8
1990/4/4,9.3,15.7,4.8
1990/4/5,7.0,11.3,0.6
1990/4/6,12.5,17.0,7.5
1990/4/7,12.2,17.3,5.6
1990/4/8,12.8,16.5,8.7
1990/4/9,14.3,19.2,10.1
1990/4/10,14.8,21.6,10.3
1990/4/11,15.8,22.5,8.3
1990/4/12,16.5,19.6,14.8
1990/4/13,15.5,19.1,12.5
1990/4/14,13.7,19.5,11.8
1990/4/15,11.3,15.7,8.3
1990/4/16,9.4,13.4,6.5
1990/4/17,9.1,11.7,7.3
1990/4/18,8.8,12.6,6.5
1990/4/19,10.0,16.0,4.8
1990/4/20,11.6,15.6,8.3
1990/4/21,13.8,17.9,10.1
1990/4/22,14.2,15.6,12.4
1990/4/23,12.3,14.1,9.6
1990/4/24,10.9,15.3,5.6
1990/4/25,11.9,19.9,4.1
1990/4/26,14.7,21.0,8.6
1990/4/27,16.9,23.9,11.2
1990/4/28,16.6,23.5,12.2
1990/4/29,14.4,18.6,9.6
1990/4/30,13.2,20.2,7.3
1990/5/1,12.4,16.6,7.5
