ダウンロードした時刻：2017/07/24 15:38:50

,金沢,金沢,金沢
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/1/1,2.2,5.5,0.6
1985/1/2,2.1,3.9,0.6
1985/1/3,2.9,8.2,0.5
1985/1/4,0.6,3.0,-1.2
1985/1/5,-0.6,0.6,-1.7
1985/1/6,0.1,2.3,-1.7
1985/1/7,-0.6,0.4,-1.4
1985/1/8,0.8,3.8,-1.5
1985/1/9,3.6,6.4,-1.3
1985/1/10,4.0,7.6,1.3
1985/1/11,2.7,5.5,0.1
1985/1/12,3.6,8.1,-0.5
1985/1/13,0.9,2.8,-0.2
1985/1/14,-1.1,0.7,-2.3
1985/1/15,1.2,4.5,-3.3
1985/1/16,2.0,4.8,0.3
1985/1/17,-1.2,1.2,-2.9
1985/1/18,-1.0,3.1,-4.0
1985/1/19,0.7,9.0,-6.0
1985/1/20,4.7,8.7,2.3
1985/1/21,1.4,4.4,0.0
1985/1/22,3.2,7.4,-0.7
1985/1/23,1.9,5.6,0.3
1985/1/24,-0.4,2.0,-2.2
1985/1/25,-0.3,1.9,-2.4
1985/1/26,-0.5,2.4,-1.6
1985/1/27,2.3,8.0,-2.7
1985/1/28,2.9,7.2,-0.1
1985/1/29,-0.8,0.8,-1.8
1985/1/30,-2.6,0.2,-3.9
1985/1/31,1.0,3.7,-3.6
1985/2/1,4.7,6.7,3.5
1985/2/2,2.9,5.8,1.6
1985/2/3,3.7,7.0,1.5
1985/2/4,4.6,9.6,1.4
1985/2/5,4.6,7.6,2.4
1985/2/6,5.0,9.4,1.1
1985/2/7,5.6,9.9,1.3
1985/2/8,5.1,6.6,2.6
1985/2/9,8.6,17.1,4.4
1985/2/10,5.4,10.4,2.4
1985/2/11,3.7,6.7,1.6
1985/2/12,5.6,8.5,0.7
1985/2/13,3.3,8.0,0.5
1985/2/14,0.9,2.8,-1.1
1985/2/15,1.9,5.8,-0.7
1985/2/16,3.2,6.7,-0.3
1985/2/17,2.2,4.9,0.6
1985/2/18,3.9,6.8,0.6
1985/2/19,3.4,5.7,0.9
1985/2/20,6.5,10.3,2.0
1985/2/21,1.8,6.0,-1.6
1985/2/22,1.0,2.9,-1.1
1985/2/23,0.6,2.2,-1.4
1985/2/24,1.1,4.0,-1.9
1985/2/25,2.0,6.2,-0.9
1985/2/26,2.9,6.9,-0.9
1985/2/27,3.0,5.0,0.8
1985/2/28,3.6,5.1,1.6
1985/3/1,6.1,7.8,4.1
1985/3/2,6.4,8.9,4.6
1985/3/3,4.3,6.6,1.7
1985/3/4,5.2,8.9,0.0
1985/3/5,6.2,11.3,3.6
1985/3/6,4.8,8.1,1.0
1985/3/7,7.1,10.1,4.8
1985/3/8,10.8,20.2,3.8
1985/3/9,6.2,12.5,3.0
1985/3/10,2.5,5.0,1.0
1985/3/11,1.7,2.4,0.7
1985/3/12,3.7,7.3,1.1
1985/3/13,5.1,9.2,1.0
1985/3/14,5.7,8.3,3.2
1985/3/15,3.9,6.7,2.1
1985/3/16,6.3,13.0,-0.5
1985/3/17,7.2,9.2,5.1
1985/3/18,7.8,9.8,6.4
1985/3/19,4.8,7.4,2.8
1985/3/20,7.5,12.2,3.6
1985/3/21,6.5,9.4,4.7
1985/3/22,6.3,10.9,3.2
1985/3/23,5.6,10.3,2.1
1985/3/24,7.3,13.8,1.9
1985/3/25,14.0,20.2,3.8
1985/3/26,10.4,18.8,6.3
1985/3/27,6.6,8.7,4.3
1985/3/28,8.4,12.7,6.3
1985/3/29,9.0,13.3,5.9
1985/3/30,7.0,10.8,3.6
1985/3/31,4.1,7.3,1.6
1985/4/1,6.3,11.1,2.3
1985/4/2,10.6,18.0,2.0
1985/4/3,13.8,20.9,6.4
1985/4/4,12.6,16.1,9.7
1985/4/5,11.0,14.9,8.7
1985/4/6,9.8,14.3,4.0
1985/4/7,12.7,16.8,8.9
1985/4/8,13.8,19.7,8.5
1985/4/9,12.6,17.2,7.1
1985/4/10,15.2,22.6,7.2
1985/4/11,11.8,14.7,9.4
1985/4/12,10.9,12.5,9.5
1985/4/13,11.9,14.9,10.6
1985/4/14,13.5,18.2,9.1
1985/4/15,11.5,13.6,8.7
1985/4/16,10.1,13.1,6.8
1985/4/17,10.2,15.2,4.8
1985/4/18,10.0,14.9,5.7
1985/4/19,14.2,23.1,5.0
1985/4/20,13.3,17.6,10.7
1985/4/21,13.0,18.1,8.9
1985/4/22,17.0,25.7,9.1
1985/4/23,15.3,19.3,13.6
1985/4/24,11.8,14.3,8.1
1985/4/25,12.4,17.9,6.5
1985/4/26,19.1,26.1,10.6
1985/4/27,12.9,19.5,9.4
1985/4/28,11.9,16.4,6.6
1985/4/29,14.2,22.1,6.8
1985/4/30,17.4,24.6,9.1
1985/5/1,19.2,26.4,12.2
