ダウンロードした時刻：2017/07/24 15:44:02

,彦根,彦根,彦根
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2002/1/1,3.7,7.3,-0.2
2002/1/2,1.9,6.7,-3.5
2002/1/3,0.1,3.4,-3.5
2002/1/4,3.2,5.2,0.7
2002/1/5,3.9,7.3,0.6
2002/1/6,1.9,3.7,0.5
2002/1/7,3.2,7.3,-1.1
2002/1/8,4.1,7.0,1.5
2002/1/9,3.0,5.9,0.3
2002/1/10,6.2,9.9,2.7
2002/1/11,6.3,9.1,3.0
2002/1/12,7.0,11.9,2.6
2002/1/13,7.2,13.2,2.9
2002/1/14,6.2,10.7,2.0
2002/1/15,7.5,8.3,6.2
2002/1/16,8.4,10.9,7.4
2002/1/17,6.2,8.3,3.5
2002/1/18,4.6,7.6,3.4
2002/1/19,4.0,7.6,0.5
2002/1/20,5.2,10.5,-1.3
2002/1/21,9.4,12.2,7.4
2002/1/22,4.9,8.2,1.9
2002/1/23,3.5,7.0,0.9
2002/1/24,3.1,6.7,-0.1
2002/1/25,4.2,7.2,0.7
2002/1/26,3.4,8.1,-0.8
2002/1/27,6.6,9.7,3.6
2002/1/28,4.7,7.5,1.7
2002/1/29,1.9,4.1,0.3
2002/1/30,2.8,6.7,0.4
2002/1/31,1.4,3.5,0.4
2002/2/1,2.1,6.1,-0.9
2002/2/2,3.2,5.9,-0.9
2002/2/3,5.5,7.9,3.6
2002/2/4,6.2,9.8,3.4
2002/2/5,5.3,8.1,1.8
2002/2/6,5.9,9.4,2.4
2002/2/7,5.0,10.4,1.2
2002/2/8,6.5,9.7,2.4
2002/2/9,4.1,6.9,1.3
2002/2/10,2.3,5.4,0.7
2002/2/11,1.1,2.7,-0.2
2002/2/12,1.8,5.6,-0.1
2002/2/13,2.1,4.8,-0.5
2002/2/14,2.1,7.2,-1.2
2002/2/15,3.5,7.1,0.9
2002/2/16,3.5,8.5,-1.5
2002/2/17,4.4,7.0,2.0
2002/2/18,3.4,6.5,0.3
2002/2/19,1.7,3.8,-0.2
2002/2/20,5.2,9.4,2.1
2002/2/21,6.7,11.7,1.2
2002/2/22,7.9,11.4,6.2
2002/2/23,8.1,11.1,6.4
2002/2/24,6.6,11.0,2.1
2002/2/25,5.5,9.2,0.4
2002/2/26,7.5,11.2,4.2
2002/2/27,7.1,9.9,2.8
2002/2/28,8.5,9.6,7.6
2002/3/1,9.8,13.5,7.3
2002/3/2,7.4,11.7,3.9
2002/3/3,4.6,8.2,2.1
2002/3/4,5.3,11.6,-0.8
2002/3/5,6.3,9.4,3.5
2002/3/6,7.9,10.3,6.1
2002/3/7,4.8,8.0,2.6
2002/3/8,4.0,8.7,0.4
2002/3/9,5.5,11.8,-0.9
2002/3/10,8.1,15.2,1.3
2002/3/11,8.9,13.3,5.1
2002/3/12,8.4,14.7,2.5
2002/3/13,8.6,13.3,4.0
2002/3/14,9.4,17.3,1.7
2002/3/15,11.5,16.4,9.4
2002/3/16,9.7,13.9,6.7
2002/3/17,9.7,17.1,4.9
2002/3/18,8.6,13.4,5.2
2002/3/19,10.6,17.1,3.6
2002/3/20,11.1,16.5,7.7
2002/3/21,12.5,20.6,5.6
2002/3/22,9.5,12.5,7.3
2002/3/23,7.4,10.9,4.7
2002/3/24,5.5,9.9,3.9
2002/3/25,6.6,11.2,1.3
2002/3/26,10.9,16.8,3.5
2002/3/27,10.2,13.0,6.3
2002/3/28,9.3,14.2,4.9
2002/3/29,11.5,17.6,6.6
2002/3/30,11.0,13.9,7.7
2002/3/31,10.1,16.5,5.1
2002/4/1,13.3,20.6,9.7
2002/4/2,14.8,23.1,8.3
2002/4/3,12.7,21.5,8.9
2002/4/4,11.3,13.9,9.4
2002/4/5,11.1,14.3,7.6
2002/4/6,11.5,18.1,4.9
2002/4/7,13.6,17.1,11.3
2002/4/8,15.1,21.5,11.8
2002/4/9,12.1,15.0,10.3
2002/4/10,11.4,14.8,8.5
2002/4/11,11.6,15.3,9.7
2002/4/12,10.2,13.6,6.0
2002/4/13,9.9,16.5,4.0
2002/4/14,13.0,19.6,6.9
2002/4/15,17.4,24.8,11.0
2002/4/16,16.8,20.9,14.2
2002/4/17,13.0,18.1,7.7
2002/4/18,11.7,15.9,7.2
2002/4/19,13.6,19.4,6.9
2002/4/20,16.2,20.7,12.5
2002/4/21,14.8,16.6,13.1
2002/4/22,17.7,25.6,12.3
2002/4/23,19.2,24.2,15.5
2002/4/24,17.0,21.8,14.4
2002/4/25,12.7,15.9,10.3
2002/4/26,11.9,16.7,7.9
2002/4/27,12.8,18.8,7.2
2002/4/28,15.8,20.9,10.6
2002/4/29,16.7,19.9,14.2
2002/4/30,17.2,21.3,15.1
2002/5/1,14.5,16.6,13.1
