ダウンロードした時刻：2017/07/24 15:38:37

,相川,相川,相川
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/1/1,5.8,8.7,3.2
2000/1/2,5.9,10.7,1.6
2000/1/3,9.0,11.6,5.8
2000/1/4,7.4,8.4,5.5
2000/1/5,7.2,9.1,4.7
2000/1/6,11.4,14.5,5.0
2000/1/7,8.4,13.7,5.0
2000/1/8,6.9,9.6,3.8
2000/1/9,7.3,9.4,5.0
2000/1/10,7.5,11.1,4.4
2000/1/11,3.8,5.8,2.6
2000/1/12,4.6,8.2,1.0
2000/1/13,8.5,10.5,6.2
2000/1/14,8.3,11.9,4.6
2000/1/15,6.2,8.2,2.8
2000/1/16,6.0,8.3,3.1
2000/1/17,6.0,9.2,4.0
2000/1/18,4.1,5.9,1.3
2000/1/19,6.1,10.1,0.5
2000/1/20,4.2,7.7,0.6
2000/1/21,1.2,2.7,-1.0
2000/1/22,2.3,3.9,-1.1
2000/1/23,6.6,9.6,2.7
2000/1/24,4.4,6.8,1.2
2000/1/25,-0.4,2.1,-2.7
2000/1/26,-0.1,1.4,-2.9
2000/1/27,1.0,2.7,-1.7
2000/1/28,4.6,6.6,1.4
2000/1/29,5.7,8.1,3.3
2000/1/30,6.8,10.0,3.8
2000/1/31,2.5,4.8,0.5
2000/2/1,3.8,5.9,0.6
2000/2/2,6.3,7.5,4.6
2000/2/3,6.0,7.4,4.5
2000/2/4,3.9,5.9,0.3
2000/2/5,4.6,6.8,0.5
2000/2/6,4.9,8.7,0.0
2000/2/7,6.5,8.8,4.3
2000/2/8,3.9,6.2,2.3
2000/2/9,2.7,6.4,0.0
2000/2/10,3.3,6.1,-0.1
2000/2/11,4.9,7.1,2.6
2000/2/12,5.6,8.2,3.9
2000/2/13,3.4,4.6,2.6
2000/2/14,5.2,8.8,1.3
2000/2/15,1.3,4.7,-0.5
2000/2/16,-0.2,1.1,-2.0
2000/2/17,0.9,2.1,-1.1
2000/2/18,1.9,3.5,-0.4
2000/2/19,2.5,4.2,1.0
2000/2/20,3.7,6.4,1.7
2000/2/21,1.1,2.8,-0.8
2000/2/22,0.8,2.2,-0.8
2000/2/23,2.4,5.8,-0.1
2000/2/24,0.5,3.9,-2.7
2000/2/25,0.3,2.8,-2.4
2000/2/26,2.5,4.8,1.1
2000/2/27,3.1,5.6,0.2
2000/2/28,0.8,3.4,-1.9
2000/2/29,1.2,2.4,-0.9
2000/3/1,2.6,5.0,-0.1
2000/3/2,7.1,9.5,1.2
2000/3/3,8.2,11.5,3.9
2000/3/4,9.3,12.5,6.4
2000/3/5,6.1,9.6,1.1
2000/3/6,4.8,8.4,0.3
2000/3/7,4.0,9.6,0.2
2000/3/8,1.7,3.0,-0.4
2000/3/9,0.6,2.5,-1.6
2000/3/10,1.8,4.2,-1.4
2000/3/11,6.3,8.3,3.5
2000/3/12,5.1,8.0,0.2
2000/3/13,3.8,8.2,0.1
2000/3/14,2.6,3.9,0.5
2000/3/15,4.4,6.5,3.1
2000/3/16,6.1,8.7,2.4
2000/3/17,5.5,7.4,3.2
2000/3/18,8.8,11.7,4.6
2000/3/19,10.0,14.1,6.7
2000/3/20,5.0,7.5,3.4
2000/3/21,4.4,6.1,1.8
2000/3/22,5.1,7.1,0.9
2000/3/23,8.3,15.9,1.2
2000/3/24,6.4,9.0,3.2
2000/3/25,4.5,6.1,1.7
2000/3/26,3.3,4.7,0.7
2000/3/27,6.1,9.6,2.7
2000/3/28,14.5,18.4,6.8
2000/3/29,9.0,12.8,5.6
2000/3/30,7.7,9.1,5.8
2000/3/31,10.3,13.2,6.7
2000/4/1,8.2,10.4,6.2
2000/4/2,7.0,9.1,4.3
2000/4/3,7.1,10.8,3.3
2000/4/4,9.6,15.1,3.0
2000/4/5,11.6,13.5,8.0
2000/4/6,7.7,10.1,3.9
2000/4/7,12.1,18.0,3.4
2000/4/8,8.5,12.4,3.8
2000/4/9,10.1,17.4,3.2
2000/4/10,15.4,20.7,8.0
2000/4/11,7.0,10.1,3.9
2000/4/12,11.1,12.1,9.8
2000/4/13,12.4,16.3,10.1
2000/4/14,11.8,16.4,7.9
2000/4/15,8.2,11.2,5.3
2000/4/16,7.7,9.7,6.3
2000/4/17,8.2,11.1,6.3
2000/4/18,11.3,14.0,6.4
2000/4/19,13.0,15.9,10.9
2000/4/20,13.4,16.8,10.1
2000/4/21,16.5,21.5,11.9
2000/4/22,12.5,14.1,11.3
2000/4/23,12.7,18.5,10.0
2000/4/24,11.7,14.9,10.4
2000/4/25,12.6,15.9,9.9
2000/4/26,14.1,19.9,10.0
2000/4/27,12.5,14.7,10.6
2000/4/28,9.0,10.8,8.2
2000/4/29,11.4,13.4,8.8
2000/4/30,12.8,18.3,7.7
2000/5/1,14.1,18.0,10.3
