ダウンロードした時刻：2017/07/24 15:46:43

,佐賀,佐賀,佐賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/1/1,3.4,10.5,-1.6
1984/1/2,6.0,10.8,1.9
1984/1/3,5.3,8.4,3.1
1984/1/4,3.3,6.3,1.3
1984/1/5,2.6,6.6,-0.7
1984/1/6,2.2,6.1,-2.8
1984/1/7,2.2,7.4,-1.5
1984/1/8,3.0,8.4,-0.3
1984/1/9,6.3,10.4,1.9
1984/1/10,5.9,10.3,0.2
1984/1/11,4.5,9.9,0.1
1984/1/12,2.4,8.0,-2.1
1984/1/13,3.4,6.6,0.2
1984/1/14,6.3,11.2,1.7
1984/1/15,5.3,8.8,2.9
1984/1/16,0.0,2.9,-2.0
1984/1/17,0.2,4.0,-3.1
1984/1/18,0.3,4.5,-2.8
1984/1/19,2.0,4.7,0.3
1984/1/20,2.9,7.8,-2.9
1984/1/21,4.7,8.0,2.6
1984/1/22,3.1,7.1,0.2
1984/1/23,2.1,6.8,-0.6
1984/1/24,1.6,6.4,-1.5
1984/1/25,1.9,4.5,-0.5
1984/1/26,0.9,4.3,-1.3
1984/1/27,0.8,4.8,-1.7
1984/1/28,0.3,4.3,-4.1
1984/1/29,1.5,5.4,-1.2
1984/1/30,2.1,4.1,0.3
1984/1/31,3.3,6.8,0.3
1984/2/1,3.1,8.3,-1.9
1984/2/2,3.0,8.1,0.2
1984/2/3,0.6,3.5,-1.1
1984/2/4,1.2,4.2,-2.4
1984/2/5,3.0,7.2,-1.3
1984/2/6,0.4,3.7,-3.2
1984/2/7,-0.6,2.6,-3.5
1984/2/8,0.3,3.2,-1.9
1984/2/9,0.1,4.5,-3.1
1984/2/10,1.6,7.1,-4.3
1984/2/11,5.0,8.3,1.1
1984/2/12,4.6,7.5,1.3
1984/2/13,4.4,10.4,0.1
1984/2/14,3.9,9.6,0.8
1984/2/15,3.7,9.3,-1.8
1984/2/16,5.2,10.3,-0.1
1984/2/17,4.9,7.2,2.6
1984/2/18,5.0,10.1,1.0
1984/2/19,4.5,10.2,-0.9
1984/2/20,5.7,12.4,-0.3
1984/2/21,7.2,13.6,0.9
1984/2/22,6.2,9.7,2.4
1984/2/23,9.7,13.3,5.9
1984/2/24,8.1,11.6,5.2
1984/2/25,7.2,10.6,4.1
1984/2/26,7.6,10.6,4.0
1984/2/27,3.4,6.7,0.7
1984/2/28,2.9,6.9,-0.7
1984/2/29,0.9,4.7,-1.3
1984/3/1,1.8,6.2,-2.2
1984/3/2,4.5,11.5,0.1
1984/3/3,4.1,9.4,1.3
1984/3/4,3.6,7.6,0.1
1984/3/5,4.6,10.3,0.1
1984/3/6,4.7,11.6,1.0
1984/3/7,4.1,9.8,-0.2
1984/3/8,4.7,10.4,-1.1
1984/3/9,7.1,12.6,2.1
1984/3/10,5.8,10.8,2.8
1984/3/11,5.3,10.6,0.9
1984/3/12,7.6,14.7,-0.3
1984/3/13,8.5,11.9,5.4
1984/3/14,7.3,10.1,5.4
1984/3/15,7.5,10.7,3.0
1984/3/16,10.1,14.7,7.1
1984/3/17,7.2,12.1,3.1
1984/3/18,8.0,14.2,1.4
1984/3/19,6.6,9.7,3.8
1984/3/20,8.9,14.2,4.9
1984/3/21,5.4,8.5,3.2
1984/3/22,5.1,10.1,0.9
1984/3/23,8.2,15.2,0.3
1984/3/24,10.5,16.9,6.9
1984/3/25,10.9,16.3,6.0
1984/3/26,11.0,17.5,6.3
1984/3/27,10.5,15.2,5.5
1984/3/28,10.7,17.0,5.0
1984/3/29,11.1,18.7,2.6
1984/3/30,14.4,20.1,8.1
1984/3/31,14.2,19.6,11.1
1984/4/1,11.5,17.5,8.6
1984/4/2,11.8,19.4,5.5
1984/4/3,14.7,19.7,8.0
1984/4/4,15.0,16.5,13.6
1984/4/5,15.2,18.8,11.9
1984/4/6,11.2,15.9,6.8
1984/4/7,10.7,18.2,4.9
1984/4/8,11.5,19.5,2.8
1984/4/9,14.9,19.7,10.0
1984/4/10,13.9,15.7,12.5
1984/4/11,14.8,20.9,10.2
1984/4/12,13.5,19.0,8.2
1984/4/13,14.6,20.9,9.6
1984/4/14,14.8,23.2,6.6
1984/4/15,15.4,22.3,8.6
1984/4/16,17.4,23.3,11.4
1984/4/17,18.1,23.6,12.0
1984/4/18,19.4,25.3,15.1
1984/4/19,13.0,17.6,10.3
1984/4/20,12.9,18.4,9.8
1984/4/21,12.4,17.4,8.9
1984/4/22,13.5,20.0,8.8
1984/4/23,14.3,22.9,6.7
1984/4/24,16.4,24.1,7.9
1984/4/25,17.7,23.5,12.2
1984/4/26,17.5,21.3,14.7
1984/4/27,18.9,25.8,12.8
1984/4/28,18.4,23.5,13.3
1984/4/29,17.4,21.0,14.3
1984/4/30,17.6,22.0,14.6
1984/5/1,16.5,23.5,11.4
