ダウンロードした時刻：2017/07/24 15:37:15

,盛岡,盛岡,盛岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1983/1/1,-1.5,1.5,-3.5
1983/1/2,-1.7,2.9,-5.7
1983/1/3,-1.6,3.9,-6.6
1983/1/4,-0.1,4.7,-5.8
1983/1/5,1.8,4.6,-0.4
1983/1/6,1.1,5.7,-4.4
1983/1/7,-0.8,2.9,-7.4
1983/1/8,2.0,7.7,-3.5
1983/1/9,-3.6,-0.8,-5.0
1983/1/10,-4.7,-1.8,-6.0
1983/1/11,-3.0,-0.3,-6.3
1983/1/12,-1.0,1.8,-4.4
1983/1/13,-1.2,2.1,-3.9
1983/1/14,-2.4,1.2,-6.7
1983/1/15,-1.8,2.4,-5.9
1983/1/16,-0.9,3.5,-3.5
1983/1/17,-0.2,4.1,-4.8
1983/1/18,-2.0,0.3,-4.1
1983/1/19,-1.9,2.3,-6.1
1983/1/20,-3.9,0.2,-7.0
1983/1/21,-4.6,-1.4,-8.3
1983/1/22,-4.9,-1.4,-8.8
1983/1/23,-4.2,0.1,-10.6
1983/1/24,-1.2,2.2,-3.7
1983/1/25,1.5,4.2,-2.5
1983/1/26,1.4,4.1,0.0
1983/1/27,2.8,5.8,0.1
1983/1/28,5.9,10.0,2.3
1983/1/29,6.7,10.2,1.7
1983/1/30,0.9,5.0,-2.6
1983/1/31,-1.5,0.7,-4.2
1983/2/1,2.7,6.6,-0.3
1983/2/2,0.6,2.8,-0.3
1983/2/3,-0.3,4.1,-2.6
1983/2/4,-1.2,2.2,-5.9
1983/2/5,-0.3,3.3,-3.0
1983/2/6,-1.0,3.2,-3.6
1983/2/7,-1.3,3.4,-5.1
1983/2/8,-2.0,1.9,-5.2
1983/2/9,-2.7,-0.5,-6.9
1983/2/10,-4.9,0.3,-8.1
1983/2/11,-5.9,-2.3,-9.5
1983/2/12,-6.4,-1.1,-10.6
1983/2/13,-8.2,-4.9,-11.1
1983/2/14,-6.1,-1.7,-12.1
1983/2/15,-3.3,3.2,-9.2
1983/2/16,-2.1,2.5,-6.7
1983/2/17,-3.9,0.1,-9.7
1983/2/18,1.9,4.9,0.0
1983/2/19,-0.2,1.7,-1.3
1983/2/20,-1.1,1.7,-2.4
1983/2/21,-2.1,1.8,-4.7
1983/2/22,-2.5,1.6,-6.2
1983/2/23,-2.1,3.5,-7.7
1983/2/24,-2.4,3.1,-7.7
1983/2/25,-2.3,3.0,-6.2
1983/2/26,-4.1,0.5,-6.9
1983/2/27,-3.4,0.7,-9.1
1983/2/28,1.7,6.8,-4.4
1983/3/1,3.2,8.4,-1.3
1983/3/2,-0.1,1.8,-1.3
1983/3/3,-0.5,1.2,-3.8
1983/3/4,-1.0,2.9,-4.9
1983/3/5,-0.8,2.9,-5.0
1983/3/6,-1.5,2.0,-4.0
1983/3/7,-1.6,3.0,-6.6
1983/3/8,-1.4,3.4,-6.6
1983/3/9,-0.5,4.5,-5.0
1983/3/10,-0.9,2.7,-6.9
1983/3/11,2.9,9.5,-2.6
1983/3/12,1.5,7.2,-5.7
1983/3/13,-0.2,2.6,-2.1
1983/3/14,-0.9,2.3,-3.2
1983/3/15,-2.1,2.8,-5.6
1983/3/16,-0.7,4.7,-8.7
1983/3/17,1.1,2.2,0.1
1983/3/18,1.2,3.5,-1.1
1983/3/19,0.8,4.4,-2.3
1983/3/20,1.9,7.7,-4.4
1983/3/21,3.2,8.6,-2.3
1983/3/22,6.0,11.6,1.7
1983/3/23,5.9,12.1,0.6
1983/3/24,3.5,8.2,0.7
1983/3/25,3.7,9.0,-1.4
1983/3/26,3.3,9.5,-1.7
1983/3/27,3.2,9.9,-3.0
1983/3/28,4.5,12.5,-1.1
1983/3/29,5.9,14.5,-2.4
1983/3/30,6.0,14.3,-0.8
1983/3/31,5.9,15.1,-2.3
1983/4/1,8.0,14.3,-2.0
1983/4/2,8.4,11.2,4.4
1983/4/3,6.7,11.8,2.5
1983/4/4,4.7,9.5,0.2
1983/4/5,6.9,13.9,0.0
1983/4/6,10.0,18.3,1.0
1983/4/7,11.4,20.6,2.6
1983/4/8,11.6,19.7,4.1
1983/4/9,8.3,15.3,0.8
1983/4/10,9.2,12.4,2.9
1983/4/11,12.4,18.9,8.6
1983/4/12,10.8,17.4,4.9
1983/4/13,10.0,19.5,0.9
1983/4/14,11.1,21.0,1.7
1983/4/15,12.2,13.1,9.4
1983/4/16,10.4,15.4,6.6
1983/4/17,7.2,10.2,4.8
1983/4/18,12.2,20.5,5.1
1983/4/19,10.0,12.7,6.5
1983/4/20,11.2,16.7,4.2
1983/4/21,11.0,17.8,3.6
1983/4/22,11.0,13.9,7.0
1983/4/23,11.8,16.1,5.9
1983/4/24,13.6,22.5,4.1
1983/4/25,16.2,25.4,7.4
1983/4/26,18.1,27.5,6.8
1983/4/27,16.8,24.8,12.1
1983/4/28,17.5,24.4,10.4
1983/4/29,12.9,15.3,10.8
1983/4/30,9.1,13.6,3.8
1983/5/1,10.3,17.0,2.1
