ダウンロードした時刻：2017/07/24 15:46:36

,長崎,長崎,長崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/1/1,7.6,12.0,3.1
1994/1/2,9.4,13.7,6.5
1994/1/3,8.6,11.5,6.2
1994/1/4,8.4,13.4,5.0
1994/1/5,7.9,12.2,3.2
1994/1/6,10.4,13.8,8.7
1994/1/7,7.6,10.6,4.1
1994/1/8,7.5,9.6,3.8
1994/1/9,8.8,13.7,4.0
1994/1/10,9.4,14.7,4.4
1994/1/11,10.0,15.1,5.5
1994/1/12,9.5,12.9,5.6
1994/1/13,8.4,9.6,7.3
1994/1/14,7.3,9.6,3.9
1994/1/15,6.3,12.9,1.4
1994/1/16,9.6,14.3,3.6
1994/1/17,14.6,17.9,10.7
1994/1/18,7.3,11.1,4.2
1994/1/19,2.5,4.3,0.2
1994/1/20,3.6,6.3,0.1
1994/1/21,3.7,5.4,1.8
1994/1/22,4.7,7.6,1.6
1994/1/23,4.2,6.9,1.1
1994/1/24,3.5,7.9,-1.5
1994/1/25,8.4,13.2,5.0
1994/1/26,11.3,15.7,7.0
1994/1/27,7.2,10.5,4.5
1994/1/28,5.7,9.6,2.1
1994/1/29,5.0,7.7,2.2
1994/1/30,4.4,8.5,0.3
1994/1/31,7.4,11.0,2.6
1994/2/1,11.0,16.1,8.0
1994/2/2,6.6,8.4,5.6
1994/2/3,6.3,9.5,2.9
1994/2/4,6.4,9.3,2.7
1994/2/5,8.4,11.1,6.7
1994/2/6,9.0,13.8,3.9
1994/2/7,9.6,13.3,5.3
1994/2/8,8.6,12.1,3.7
1994/2/9,5.8,11.7,2.8
1994/2/10,4.8,8.2,2.5
1994/2/11,6.0,9.2,3.2
1994/2/12,6.5,8.9,4.1
1994/2/13,6.1,11.7,1.5
1994/2/14,8.3,13.2,2.6
1994/2/15,7.3,9.4,6.0
1994/2/16,7.2,10.0,4.1
1994/2/17,7.3,12.4,2.8
1994/2/18,9.1,15.5,3.0
1994/2/19,10.3,14.1,6.8
1994/2/20,11.6,13.8,9.9
1994/2/21,8.7,12.2,6.6
1994/2/22,7.0,11.1,2.2
1994/2/23,8.3,13.5,5.1
1994/2/24,6.4,9.6,5.0
1994/2/25,6.8,8.7,5.0
1994/2/26,7.3,10.6,5.0
1994/2/27,7.6,11.4,5.1
1994/2/28,8.1,13.3,2.9
1994/3/1,7.9,12.2,5.1
1994/3/2,6.9,11.1,3.6
1994/3/3,6.5,10.8,2.4
1994/3/4,7.7,12.7,3.0
1994/3/5,11.3,15.3,6.2
1994/3/6,10.9,17.3,5.5
1994/3/7,14.0,16.9,11.7
1994/3/8,14.6,17.0,12.3
1994/3/9,11.2,14.0,7.8
1994/3/10,6.3,8.7,3.2
1994/3/11,7.2,12.2,1.6
1994/3/12,8.3,10.4,6.9
1994/3/13,9.4,12.9,6.9
1994/3/14,6.0,8.4,4.4
1994/3/15,7.0,10.3,3.6
1994/3/16,7.3,10.5,2.9
1994/3/17,8.8,13.8,3.8
1994/3/18,9.5,14.7,4.6
1994/3/19,10.5,15.7,5.1
1994/3/20,11.2,15.6,8.4
1994/3/21,10.3,15.0,6.7
1994/3/22,10.4,13.6,9.2
1994/3/23,10.7,14.6,7.1
1994/3/24,7.7,12.4,4.9
1994/3/25,7.3,9.6,4.3
1994/3/26,6.2,9.1,4.2
1994/3/27,7.6,12.2,3.4
1994/3/28,10.6,14.7,5.3
1994/3/29,12.5,16.1,9.6
1994/3/30,12.0,17.4,7.8
1994/3/31,12.6,17.8,7.4
1994/4/1,11.4,12.9,10.2
1994/4/2,13.2,17.9,8.4
1994/4/3,14.7,20.0,9.3
1994/4/4,17.5,21.5,14.2
1994/4/5,18.0,22.2,15.1
1994/4/6,16.2,17.9,15.6
1994/4/7,16.9,20.3,13.7
1994/4/8,13.6,18.0,10.1
1994/4/9,12.0,17.1,8.7
1994/4/10,13.4,19.4,7.8
1994/4/11,16.2,19.6,12.6
1994/4/12,15.9,20.1,12.6
1994/4/13,13.6,17.1,10.1
1994/4/14,13.8,18.6,9.0
1994/4/15,14.3,20.1,8.4
1994/4/16,17.2,21.9,13.5
1994/4/17,18.8,23.9,14.2
1994/4/18,16.5,18.1,15.4
1994/4/19,18.8,23.9,15.2
1994/4/20,17.7,19.9,17.0
1994/4/21,18.6,21.3,17.0
1994/4/22,17.8,21.0,16.5
1994/4/23,16.7,19.2,13.5
1994/4/24,16.8,20.9,12.9
1994/4/25,17.1,20.0,14.5
1994/4/26,19.6,26.1,14.1
1994/4/27,18.7,24.4,14.5
1994/4/28,17.7,21.9,14.6
1994/4/29,17.9,23.6,12.4
1994/4/30,19.7,25.5,13.9
1994/5/1,21.0,25.5,16.8
