ダウンロードした時刻：2017/07/24 15:46:57

,大分,大分,大分
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/1/1,6.3,10.5,2.2
1994/1/2,6.4,13.8,0.2
1994/1/3,5.7,8.6,3.0
1994/1/4,9.0,14.2,3.7
1994/1/5,5.9,10.9,0.5
1994/1/6,9.1,13.7,5.8
1994/1/7,7.7,10.2,1.9
1994/1/8,4.6,8.6,1.1
1994/1/9,5.8,12.4,0.1
1994/1/10,6.8,13.1,1.3
1994/1/11,8.6,15.0,2.0
1994/1/12,9.3,11.5,6.1
1994/1/13,6.3,8.2,3.0
1994/1/14,6.5,10.2,2.5
1994/1/15,4.7,9.3,0.6
1994/1/16,6.0,11.8,-0.5
1994/1/17,11.8,14.9,8.4
1994/1/18,8.6,11.8,4.2
1994/1/19,3.2,5.3,1.5
1994/1/20,3.7,7.6,-0.1
1994/1/21,3.1,5.9,1.3
1994/1/22,4.2,7.6,-0.1
1994/1/23,4.0,7.9,0.7
1994/1/24,2.4,7.5,-1.4
1994/1/25,4.8,11.0,-0.2
1994/1/26,6.4,11.8,0.1
1994/1/27,7.5,10.0,2.4
1994/1/28,5.4,13.3,0.5
1994/1/29,3.7,5.3,2.1
1994/1/30,3.4,6.0,0.7
1994/1/31,4.9,9.6,-1.4
1994/2/1,9.7,15.3,6.6
1994/2/2,6.8,10.3,3.8
1994/2/3,5.7,9.8,0.9
1994/2/4,4.5,9.2,-1.5
1994/2/5,8.4,12.3,4.5
1994/2/6,7.3,11.6,1.7
1994/2/7,9.6,15.0,3.9
1994/2/8,5.7,10.9,0.4
1994/2/9,6.5,10.4,2.9
1994/2/10,4.6,9.8,2.0
1994/2/11,2.9,5.8,0.4
1994/2/12,4.9,8.0,2.0
1994/2/13,7.1,12.3,3.6
1994/2/14,7.5,13.5,-0.2
1994/2/15,5.5,9.9,2.2
1994/2/16,4.8,7.8,1.0
1994/2/17,5.9,11.0,1.0
1994/2/18,5.9,11.3,0.1
1994/2/19,8.9,13.3,4.6
1994/2/20,10.7,12.7,9.4
1994/2/21,9.4,12.1,5.8
1994/2/22,7.8,13.7,3.6
1994/2/23,7.6,11.4,4.5
1994/2/24,5.5,9.1,3.9
1994/2/25,5.7,8.4,4.4
1994/2/26,6.2,8.0,5.3
1994/2/27,7.2,11.4,4.7
1994/2/28,6.7,11.7,1.5
1994/3/1,8.1,12.1,4.6
1994/3/2,7.1,11.4,2.9
1994/3/3,4.8,9.5,-0.5
1994/3/4,7.1,13.2,0.6
1994/3/5,8.8,15.6,2.7
1994/3/6,7.1,11.3,2.5
1994/3/7,7.9,10.1,4.4
1994/3/8,11.0,13.1,9.7
1994/3/9,11.3,16.3,7.7
1994/3/10,7.2,10.5,2.5
1994/3/11,5.3,11.2,-1.6
1994/3/12,6.5,7.8,4.9
1994/3/13,8.8,11.8,5.3
1994/3/14,6.2,10.0,3.6
1994/3/15,6.1,10.7,2.0
1994/3/16,5.3,8.7,-0.2
1994/3/17,8.2,13.6,1.8
1994/3/18,8.1,13.3,1.9
1994/3/19,9.9,15.5,3.0
1994/3/20,10.8,15.7,7.4
1994/3/21,8.4,12.5,4.4
1994/3/22,7.4,10.2,4.8
1994/3/23,8.9,10.9,7.3
1994/3/24,7.7,15.6,2.5
1994/3/25,7.5,13.3,3.6
1994/3/26,6.0,9.4,3.6
1994/3/27,7.3,13.9,0.6
1994/3/28,8.4,13.8,1.0
1994/3/29,12.5,17.3,9.1
1994/3/30,9.8,13.9,5.8
1994/3/31,11.2,17.3,4.2
1994/4/1,10.1,13.4,7.1
1994/4/2,16.3,23.2,10.1
1994/4/3,15.4,21.0,8.7
1994/4/4,15.0,18.4,11.1
1994/4/5,16.7,20.1,12.8
1994/4/6,15.4,17.5,13.4
1994/4/7,16.2,20.4,14.4
1994/4/8,13.2,17.1,9.5
1994/4/9,9.2,13.4,6.6
1994/4/10,9.9,14.2,3.7
1994/4/11,15.7,20.1,11.4
1994/4/12,18.3,22.1,14.2
1994/4/13,14.5,18.0,11.7
1994/4/14,14.4,19.5,9.4
1994/4/15,13.9,20.2,6.4
1994/4/16,16.6,22.3,11.3
1994/4/17,17.3,22.2,12.0
1994/4/18,14.4,15.7,13.1
1994/4/19,15.7,20.2,13.0
1994/4/20,14.5,15.8,12.9
1994/4/21,14.5,16.4,12.8
1994/4/22,16.6,19.8,14.3
1994/4/23,15.5,16.6,14.4
1994/4/24,16.6,22.4,12.8
1994/4/25,15.7,18.9,12.7
1994/4/26,18.2,26.0,10.8
1994/4/27,15.8,20.1,10.1
1994/4/28,18.0,24.1,13.5
1994/4/29,18.0,25.3,10.8
1994/4/30,17.7,24.2,11.4
1994/5/1,19.3,25.9,12.1
