ダウンロードした時刻：2017/07/24 15:46:54

,大分,大分,大分
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/1/1,4.9,5.9,4.1
1986/1/2,2.4,5.1,-2.1
1986/1/3,3.0,8.3,-3.4
1986/1/4,5.3,8.8,0.7
1986/1/5,-0.3,2.7,-2.2
1986/1/6,2.1,6.0,-0.3
1986/1/7,2.2,6.0,-2.5
1986/1/8,3.8,7.7,-0.6
1986/1/9,3.6,6.7,1.6
1986/1/10,3.0,5.8,1.2
1986/1/11,2.5,6.0,-1.4
1986/1/12,1.3,7.6,-4.5
1986/1/13,4.8,10.2,-0.8
1986/1/14,5.3,11.1,0.0
1986/1/15,4.4,9.0,-1.1
1986/1/16,7.6,12.3,3.9
1986/1/17,8.0,14.0,3.3
1986/1/18,4.7,9.0,2.6
1986/1/19,5.8,7.8,2.8
1986/1/20,5.8,11.8,-0.3
1986/1/21,6.9,14.1,0.1
1986/1/22,4.9,7.4,2.3
1986/1/23,5.6,8.9,2.9
1986/1/24,6.3,10.1,1.5
1986/1/25,3.4,6.2,-0.1
1986/1/26,3.5,7.4,0.9
1986/1/27,2.9,6.8,-0.5
1986/1/28,3.8,9.8,-2.4
1986/1/29,4.5,11.8,-0.8
1986/1/30,4.7,8.9,-0.4
1986/1/31,6.7,11.9,2.6
1986/2/1,5.2,8.3,1.6
1986/2/2,3.8,8.1,-0.6
1986/2/3,3.8,10.3,-1.7
1986/2/4,2.7,5.9,0.6
1986/2/5,2.6,6.8,-1.5
1986/2/6,2.0,4.9,-1.1
1986/2/7,2.2,6.5,-2.7
1986/2/8,2.0,5.7,-1.7
1986/2/9,3.7,8.0,-1.7
1986/2/10,2.9,6.7,-1.8
1986/2/11,5.7,9.7,2.4
1986/2/12,5.5,11.0,0.0
1986/2/13,5.2,11.6,-2.0
1986/2/14,8.3,10.5,5.2
1986/2/15,5.6,9.7,2.8
1986/2/16,3.7,7.1,-0.4
1986/2/17,2.6,5.8,-1.5
1986/2/18,6.0,9.2,1.7
1986/2/19,7.3,11.5,2.8
1986/2/20,5.1,11.0,0.0
1986/2/21,5.3,9.4,1.9
1986/2/22,4.3,10.6,-1.2
1986/2/23,5.4,10.3,-0.6
1986/2/24,2.9,5.1,0.4
1986/2/25,3.7,8.7,-1.2
1986/2/26,4.9,12.0,-2.2
1986/2/27,3.1,6.4,0.4
1986/2/28,3.4,8.2,-0.4
1986/3/1,3.4,8.0,-0.2
1986/3/2,3.8,7.4,0.9
1986/3/3,6.2,12.2,1.0
1986/3/4,5.9,9.9,-0.3
1986/3/5,11.1,18.5,6.5
1986/3/6,5.3,10.2,-0.3
1986/3/7,5.9,12.3,-0.9
1986/3/8,7.3,13.9,0.3
1986/3/9,12.1,19.0,2.1
1986/3/10,12.4,16.8,8.8
1986/3/11,8.3,10.8,5.6
1986/3/12,8.4,14.5,2.2
1986/3/13,8.7,13.0,3.2
1986/3/14,9.2,9.9,8.3
1986/3/15,10.9,12.1,9.5
1986/3/16,10.0,13.3,6.3
1986/3/17,7.0,11.2,4.4
1986/3/18,7.7,12.2,3.7
1986/3/19,10.1,12.4,7.7
1986/3/20,9.1,13.6,6.5
1986/3/21,7.6,11.8,3.4
1986/3/22,5.9,7.7,4.1
1986/3/23,7.2,10.3,3.4
1986/3/24,8.4,13.1,3.2
1986/3/25,7.5,14.6,0.0
1986/3/26,8.2,14.5,2.8
1986/3/27,7.8,10.3,4.7
1986/3/28,10.6,12.1,8.6
1986/3/29,13.4,17.6,10.4
1986/3/30,11.5,16.4,7.9
1986/3/31,11.7,16.2,6.9
1986/4/1,9.3,15.1,3.1
1986/4/2,11.1,19.1,2.4
1986/4/3,12.3,17.0,8.6
1986/4/4,13.2,16.2,10.9
1986/4/5,13.1,18.3,6.7
1986/4/6,13.6,21.5,3.7
1986/4/7,10.4,15.7,5.2
1986/4/8,11.2,15.0,4.5
1986/4/9,14.8,17.5,11.8
1986/4/10,18.3,25.0,14.4
1986/4/11,14.0,16.7,10.0
1986/4/12,11.4,16.1,7.1
1986/4/13,11.6,17.9,3.6
1986/4/14,14.6,22.3,7.3
1986/4/15,15.8,19.8,11.4
1986/4/16,13.3,18.4,8.6
1986/4/17,13.3,16.4,7.9
1986/4/18,12.4,16.8,11.7
1986/4/19,13.3,14.3,12.1
1986/4/20,16.1,20.2,12.9
1986/4/21,16.5,20.2,14.9
1986/4/22,15.0,16.4,12.8
1986/4/23,15.6,21.5,9.5
1986/4/24,16.4,21.8,9.7
1986/4/25,17.9,23.5,11.3
1986/4/26,19.5,24.1,14.3
1986/4/27,21.4,28.0,16.7
1986/4/28,16.0,20.0,13.0
1986/4/29,15.9,21.0,10.8
1986/4/30,16.6,23.0,10.2
1986/5/1,18.0,19.9,16.5
