ダウンロードした時刻：2017/07/24 15:40:05

,前橋,前橋,前橋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/1/1,3.5,6.9,0.3
1996/1/2,3.0,7.8,-0.5
1996/1/3,4.1,10.6,-1.4
1996/1/4,3.2,6.3,0.8
1996/1/5,5.3,11.3,-1.0
1996/1/6,5.6,9.9,1.7
1996/1/7,5.8,12.2,1.3
1996/1/8,3.6,9.6,-0.1
1996/1/9,-0.2,3.4,-3.1
1996/1/10,2.6,7.1,-1.6
1996/1/11,4.5,9.4,0.4
1996/1/12,4.2,10.5,-0.7
1996/1/13,4.9,12.1,-0.6
1996/1/14,4.2,9.2,-1.2
1996/1/15,10.4,19.5,3.1
1996/1/16,10.2,14.8,5.9
1996/1/17,4.1,7.6,1.1
1996/1/18,3.9,10.5,0.0
1996/1/19,1.6,5.3,-1.8
1996/1/20,2.8,6.3,0.3
1996/1/21,3.6,10.4,-2.2
1996/1/22,4.0,7.8,0.2
1996/1/23,4.3,10.5,0.3
1996/1/24,1.7,9.6,-2.3
1996/1/25,0.2,6.3,-6.3
1996/1/26,0.4,5.1,-3.2
1996/1/27,1.2,7.5,-4.4
1996/1/28,3.0,10.1,-3.3
1996/1/29,4.8,13.1,0.2
1996/1/30,1.7,9.6,-2.3
1996/1/31,0.1,5.0,-3.9
1996/2/1,0.3,6.2,-3.1
1996/2/2,-1.9,2.3,-4.1
1996/2/3,0.8,5.7,-3.2
1996/2/4,2.6,10.0,-4.3
1996/2/5,4.3,9.7,-0.3
1996/2/6,2.3,6.9,-0.4
1996/2/7,2.9,7.2,-0.4
1996/2/8,2.5,7.8,-2.9
1996/2/9,4.6,10.0,-0.3
1996/2/10,1.1,6.3,-2.2
1996/2/11,2.8,9.6,-3.0
1996/2/12,5.5,13.6,-1.0
1996/2/13,8.7,16.8,3.2
1996/2/14,12.6,21.2,5.4
1996/2/15,10.9,19.6,3.7
1996/2/16,2.9,5.2,0.9
1996/2/17,0.8,3.3,-1.1
1996/2/18,0.0,2.0,-1.3
1996/2/19,-0.4,4.0,-4.6
1996/2/20,-0.7,5.8,-6.1
1996/2/21,-0.3,5.4,-5.2
1996/2/22,1.3,7.4,-5.1
1996/2/23,2.8,9.3,-3.0
1996/2/24,2.5,9.2,-1.8
1996/2/25,3.2,8.1,-0.6
1996/2/26,6.7,12.0,0.7
1996/2/27,6.5,9.2,2.6
1996/2/28,5.6,11.0,1.4
1996/2/29,5.7,12.0,-0.2
1996/3/1,6.2,14.4,3.4
1996/3/2,4.3,10.7,0.2
1996/3/3,2.5,7.9,-1.5
1996/3/4,3.5,10.9,-3.3
1996/3/5,1.6,5.8,-1.6
1996/3/6,3.1,9.8,-3.0
1996/3/7,3.1,7.8,-1.4
1996/3/8,4.2,8.8,0.5
1996/3/9,6.1,12.2,2.1
1996/3/10,4.5,9.5,0.8
1996/3/11,5.4,10.7,-0.2
1996/3/12,2.7,6.9,-1.1
1996/3/13,4.7,9.8,-1.8
1996/3/14,8.9,16.9,1.8
1996/3/15,5.9,7.4,3.7
1996/3/16,10.0,16.1,4.7
1996/3/17,10.4,16.9,5.2
1996/3/18,8.0,14.5,2.5
1996/3/19,5.3,11.2,-1.1
1996/3/20,6.2,11.2,1.9
1996/3/21,9.2,15.5,1.9
1996/3/22,10.7,19.7,8.0
1996/3/23,6.0,8.9,3.5
1996/3/24,6.7,12.1,0.9
1996/3/25,9.3,16.4,5.3
1996/3/26,9.7,15.7,4.9
1996/3/27,8.4,12.8,3.3
1996/3/28,10.6,17.9,5.5
1996/3/29,9.2,14.9,3.6
1996/3/30,9.5,12.4,6.2
1996/3/31,14.5,19.4,10.3
1996/4/1,9.9,14.2,6.0
1996/4/2,6.0,11.0,2.0
1996/4/3,5.0,10.8,-0.1
1996/4/4,6.7,13.7,0.7
1996/4/5,7.1,13.3,1.1
1996/4/6,10.1,18.7,1.0
1996/4/7,11.4,16.8,6.7
1996/4/8,11.6,19.0,5.6
1996/4/9,10.3,18.4,3.1
1996/4/10,10.3,16.3,5.3
1996/4/11,7.7,13.6,3.9
1996/4/12,3.7,9.1,0.5
1996/4/13,5.5,12.0,0.8
1996/4/14,10.3,19.9,0.5
1996/4/15,12.9,20.1,6.5
1996/4/16,9.8,11.8,7.3
1996/4/17,14.4,22.6,7.5
1996/4/18,11.8,21.4,8.3
1996/4/19,12.0,15.4,8.6
1996/4/20,8.3,13.8,5.1
1996/4/21,8.8,14.7,3.5
1996/4/22,9.2,14.1,5.4
1996/4/23,12.7,20.4,4.3
1996/4/24,16.5,24.4,8.6
1996/4/25,17.8,26.2,9.9
1996/4/26,17.2,23.7,10.0
1996/4/27,19.1,28.0,11.8
1996/4/28,18.2,25.6,11.4
1996/4/29,19.7,28.7,9.7
1996/4/30,18.7,23.9,14.4
1996/5/1,15.6,17.4,14.5
