ダウンロードした時刻：2017/07/24 15:45:56

,高知,高知,高知
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1992/1/1,8.0,11.8,5.7
1992/1/2,9.1,15.7,4.8
1992/1/3,8.6,15.0,3.6
1992/1/4,7.0,13.6,2.0
1992/1/5,6.7,11.6,0.6
1992/1/6,8.7,11.6,6.6
1992/1/7,11.5,18.7,7.4
1992/1/8,10.3,16.8,4.0
1992/1/9,10.4,15.8,8.2
1992/1/10,7.5,12.1,3.1
1992/1/11,6.0,13.3,0.5
1992/1/12,8.1,16.7,2.5
1992/1/13,7.9,14.7,2.4
1992/1/14,6.1,10.3,3.5
1992/1/15,5.3,10.2,1.5
1992/1/16,6.0,12.6,-0.5
1992/1/17,6.6,11.4,3.0
1992/1/18,4.7,9.6,0.5
1992/1/19,4.1,10.3,-1.2
1992/1/20,5.1,11.3,0.0
1992/1/21,5.1,7.4,2.4
1992/1/22,6.1,13.5,0.6
1992/1/23,5.0,11.4,0.1
1992/1/24,4.4,10.9,-1.1
1992/1/25,5.4,11.4,0.0
1992/1/26,7.9,14.8,1.8
1992/1/27,8.3,15.7,2.5
1992/1/28,7.6,14.6,0.9
1992/1/29,10.3,18.0,3.1
1992/1/30,11.7,15.7,9.5
1992/1/31,7.9,10.7,5.5
1992/2/1,5.0,8.4,1.7
1992/2/2,4.2,10.2,-1.4
1992/2/3,6.5,8.7,3.8
1992/2/4,10.4,14.4,4.9
1992/2/5,6.7,12.6,2.6
1992/2/6,7.4,13.3,1.1
1992/2/7,7.7,12.4,2.3
1992/2/8,7.1,11.8,3.7
1992/2/9,5.2,10.9,0.1
1992/2/10,6.2,13.4,1.1
1992/2/11,6.3,11.8,0.9
1992/2/12,5.1,8.7,1.7
1992/2/13,7.0,13.3,1.3
1992/2/14,6.5,11.9,1.6
1992/2/15,4.7,9.3,1.1
1992/2/16,6.5,12.9,2.1
1992/2/17,5.1,10.3,-0.9
1992/2/18,8.0,14.8,2.9
1992/2/19,7.7,13.3,2.1
1992/2/20,6.6,9.3,4.0
1992/2/21,4.2,9.3,0.4
1992/2/22,4.4,10.7,-1.2
1992/2/23,5.1,11.1,-1.3
1992/2/24,5.8,10.5,2.9
1992/2/25,6.6,12.7,0.6
1992/2/26,6.2,13.0,-0.5
1992/2/27,8.7,17.1,0.5
1992/2/28,10.0,13.9,5.0
1992/2/29,14.5,18.4,10.9
1992/3/1,16.0,19.4,14.2
1992/3/2,13.9,19.8,8.8
1992/3/3,9.8,14.0,6.9
1992/3/4,8.9,13.8,2.0
1992/3/5,11.0,13.3,8.7
1992/3/6,10.2,13.8,6.4
1992/3/7,7.9,14.3,3.6
1992/3/8,8.2,13.8,1.6
1992/3/9,10.1,12.1,7.4
1992/3/10,13.7,20.1,8.2
1992/3/11,11.7,18.0,5.6
1992/3/12,11.4,17.2,5.4
1992/3/13,12.3,18.7,6.5
1992/3/14,14.4,18.9,9.1
1992/3/15,14.8,16.6,13.3
1992/3/16,12.4,13.8,9.4
1992/3/17,9.7,11.8,7.7
1992/3/18,11.5,15.6,8.7
1992/3/19,12.0,15.8,8.2
1992/3/20,11.5,14.0,10.0
1992/3/21,11.1,14.1,6.7
1992/3/22,10.2,16.4,4.9
1992/3/23,9.9,11.2,7.9
1992/3/24,12.5,15.9,8.2
1992/3/25,13.8,19.3,9.0
1992/3/26,12.3,14.6,10.7
1992/3/27,11.3,13.1,10.3
1992/3/28,12.6,13.8,11.1
1992/3/29,14.5,15.4,13.1
1992/3/30,16.1,21.1,11.4
1992/3/31,14.5,19.4,8.7
1992/4/1,14.4,17.9,11.8
1992/4/2,16.7,23.5,11.8
1992/4/3,15.6,21.9,9.4
1992/4/4,14.3,18.3,12.7
1992/4/5,16.2,20.7,12.0
1992/4/6,15.4,21.2,9.4
1992/4/7,17.3,22.9,11.6
1992/4/8,18.0,22.8,13.9
1992/4/9,17.5,23.0,13.2
1992/4/10,19.3,22.5,16.4
1992/4/11,15.1,18.8,9.8
1992/4/12,10.7,17.7,5.7
1992/4/13,10.9,16.8,5.5
1992/4/14,11.3,16.9,4.4
1992/4/15,13.3,20.7,7.4
1992/4/16,12.3,18.7,6.1
1992/4/17,11.6,17.6,4.4
1992/4/18,16.2,21.2,8.8
1992/4/19,18.0,24.3,11.8
1992/4/20,16.6,24.5,8.4
1992/4/21,17.5,23.0,9.6
1992/4/22,19.8,25.2,12.1
1992/4/23,16.5,23.6,9.0
1992/4/24,15.5,19.3,11.7
1992/4/25,18.1,24.2,13.1
1992/4/26,17.4,21.9,12.7
1992/4/27,18.5,24.0,12.7
1992/4/28,19.4,23.9,14.5
1992/4/29,19.6,26.6,13.7
1992/4/30,18.4,24.5,13.7
1992/5/1,16.0,21.0,10.9
