ダウンロードした時刻：2017/07/24 15:40:01

,松本,松本,松本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2007/1/1,-0.9,8.4,-7.1
2007/1/2,1.6,5.3,-2.0
2007/1/3,3.1,8.0,0.4
2007/1/4,0.9,6.1,-3.0
2007/1/5,1.0,7.5,-4.5
2007/1/6,-0.1,1.3,-1.9
2007/1/7,-1.0,1.4,-2.5
2007/1/8,-1.1,2.7,-4.8
2007/1/9,-3.6,1.8,-8.4
2007/1/10,-3.8,3.1,-9.3
2007/1/11,-0.9,3.6,-4.7
2007/1/12,0.0,5.1,-4.9
2007/1/13,0.3,4.4,-4.6
2007/1/14,-3.0,2.9,-6.9
2007/1/15,-3.4,3.3,-8.8
2007/1/16,-0.3,6.2,-7.6
2007/1/17,1.5,3.5,0.2
2007/1/18,2.6,7.5,-0.4
2007/1/19,0.1,4.5,-2.7
2007/1/20,-1.3,3.4,-5.1
2007/1/21,0.0,4.6,-5.3
2007/1/22,2.1,8.1,-1.9
2007/1/23,-0.1,5.6,-4.4
2007/1/24,-0.3,5.5,-3.7
2007/1/25,0.7,7.2,-2.8
2007/1/26,1.7,9.7,-6.0
2007/1/27,3.9,8.2,0.4
2007/1/28,2.2,8.2,-1.9
2007/1/29,2.3,8.4,-1.4
2007/1/30,3.4,11.5,-4.4
2007/1/31,6.4,11.6,2.0
2007/2/1,0.9,5.3,-2.5
2007/2/2,-1.5,4.6,-5.8
2007/2/3,0.7,9.4,-7.8
2007/2/4,1.6,8.0,-4.3
2007/2/5,3.5,15.5,-7.6
2007/2/6,5.7,15.6,-1.1
2007/2/7,2.4,8.5,-2.4
2007/2/8,2.0,9.1,-5.2
2007/2/9,5.5,12.3,0.8
2007/2/10,7.1,13.7,2.8
2007/2/11,1.5,7.4,-2.9
2007/2/12,0.8,10.1,-5.9
2007/2/13,2.4,9.8,-3.2
2007/2/14,8.5,12.9,1.0
2007/2/15,2.4,8.0,-2.3
2007/2/16,0.2,6.5,-4.9
2007/2/17,2.0,11.4,-4.8
2007/2/18,2.1,5.6,-0.5
2007/2/19,2.4,6.7,-0.4
2007/2/20,2.4,12.1,-2.9
2007/2/21,3.3,12.1,-2.5
2007/2/22,5.7,14.0,-3.2
2007/2/23,5.5,8.1,1.5
2007/2/24,-0.1,4.0,-3.4
2007/2/25,0.0,6.6,-4.7
2007/2/26,2.3,12.3,-5.4
2007/2/27,5.5,14.6,-3.5
2007/2/28,3.0,7.8,-1.3
2007/3/1,2.5,10.3,-1.9
2007/3/2,2.9,12.4,-4.4
2007/3/3,7.6,18.2,-0.6
2007/3/4,10.8,20.3,1.5
2007/3/5,12.7,15.5,8.8
2007/3/6,5.4,11.4,-1.9
2007/3/7,0.8,6.4,-3.7
2007/3/8,1.0,6.8,-2.6
2007/3/9,1.2,9.8,-4.6
2007/3/10,4.3,14.4,-4.6
2007/3/11,2.4,6.3,-0.8
2007/3/12,1.5,6.3,-1.9
2007/3/13,1.5,9.8,-3.1
2007/3/14,0.9,9.1,-5.2
2007/3/15,0.1,6.6,-5.7
2007/3/16,0.8,9.3,-4.9
2007/3/17,0.8,7.6,-4.2
2007/3/18,-1.2,6.4,-7.1
2007/3/19,-0.1,7.7,-6.7
2007/3/20,0.4,9.3,-5.5
2007/3/21,1.7,11.5,-5.5
2007/3/22,4.5,12.9,-3.8
2007/3/23,6.5,15.4,0.2
2007/3/24,7.4,15.4,-1.0
2007/3/25,9.6,13.2,3.9
2007/3/26,7.9,16.1,0.0
2007/3/27,9.5,14.5,2.5
2007/3/28,9.8,18.0,2.5
2007/3/29,12.6,17.5,7.5
2007/3/30,9.8,15.3,3.7
2007/3/31,8.5,14.9,1.4
2007/4/1,15.4,21.5,9.9
2007/4/2,8.9,14.4,5.6
2007/4/3,4.6,8.8,0.1
2007/4/4,2.5,10.2,-2.5
2007/4/5,3.4,12.1,-1.8
2007/4/6,6.4,16.7,-1.6
2007/4/7,7.5,15.7,-0.3
2007/4/8,8.9,17.1,1.2
2007/4/9,8.1,15.7,2.8
2007/4/10,8.8,18.6,0.4
2007/4/11,7.6,15.8,1.7
2007/4/12,9.7,18.7,1.1
2007/4/13,13.1,19.4,5.3
2007/4/14,11.6,18.5,5.2
2007/4/15,9.9,21.6,1.6
2007/4/16,7.2,11.6,4.8
2007/4/17,7.3,13.3,3.7
2007/4/18,5.3,9.7,2.6
2007/4/19,7.4,14.1,2.5
2007/4/20,11.5,20.1,1.3
2007/4/21,15.5,19.2,11.9
2007/4/22,17.2,21.2,14.5
2007/4/23,11.9,15.2,7.2
2007/4/24,12.5,20.4,4.5
2007/4/25,12.5,16.9,8.0
2007/4/26,10.2,17.9,3.3
2007/4/27,8.8,16.9,-0.1
2007/4/28,9.3,17.3,2.4
2007/4/29,10.8,23.0,-0.5
2007/4/30,15.5,27.1,3.7
2007/5/1,12.9,15.4,10.1
