ダウンロードした時刻：2017/07/24 15:44:22

,岡山,岡山,岡山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2002/1/1,4.0,7.2,1.0
2002/1/2,1.0,3.9,-2.7
2002/1/3,1.3,4.7,-2.7
2002/1/4,7.2,11.2,2.9
2002/1/5,6.8,10.7,1.9
2002/1/6,4.5,8.5,1.2
2002/1/7,6.1,13.7,-0.4
2002/1/8,3.7,6.2,1.5
2002/1/9,4.9,8.5,2.0
2002/1/10,6.2,11.7,-0.2
2002/1/11,9.0,15.1,3.3
2002/1/12,9.1,15.3,2.6
2002/1/13,9.4,14.6,4.6
2002/1/14,9.2,12.4,4.8
2002/1/15,11.5,14.5,9.7
2002/1/16,11.5,14.3,10.0
2002/1/17,8.3,11.2,5.3
2002/1/18,6.1,8.7,4.4
2002/1/19,5.3,9.2,1.6
2002/1/20,5.3,10.2,0.1
2002/1/21,8.6,11.8,5.2
2002/1/22,4.8,7.7,2.6
2002/1/23,3.1,6.9,1.1
2002/1/24,4.2,8.2,0.8
2002/1/25,4.9,9.8,-0.2
2002/1/26,4.1,7.5,1.8
2002/1/27,7.1,10.8,4.2
2002/1/28,6.0,9.9,2.4
2002/1/29,2.8,7.0,-0.1
2002/1/30,3.4,7.5,-0.5
2002/1/31,3.4,8.2,-0.9
2002/2/1,4.1,9.3,-1.0
2002/2/2,4.5,7.4,1.2
2002/2/3,6.4,10.9,3.3
2002/2/4,5.9,10.8,0.1
2002/2/5,6.7,9.8,3.8
2002/2/6,8.1,13.5,3.0
2002/2/7,7.9,15.4,2.6
2002/2/8,6.5,12.2,0.5
2002/2/9,6.7,12.4,3.4
2002/2/10,4.1,8.2,1.4
2002/2/11,2.6,6.2,0.8
2002/2/12,3.6,8.5,-1.6
2002/2/13,4.9,9.5,1.0
2002/2/14,4.2,8.8,0.3
2002/2/15,4.1,9.6,-0.9
2002/2/16,4.9,10.8,-1.1
2002/2/17,5.4,6.7,3.3
2002/2/18,5.5,11.0,1.0
2002/2/19,3.6,6.7,0.1
2002/2/20,7.1,11.3,1.9
2002/2/21,8.3,14.5,1.2
2002/2/22,10.8,15.3,7.7
2002/2/23,9.7,14.3,4.9
2002/2/24,8.3,12.8,4.6
2002/2/25,6.4,12.1,0.4
2002/2/26,8.6,12.7,5.1
2002/2/27,9.9,13.4,7.6
2002/2/28,10.7,12.9,9.0
2002/3/1,11.7,15.9,6.9
2002/3/2,10.3,15.5,6.6
2002/3/3,7.7,12.3,3.5
2002/3/4,7.8,13.7,1.3
2002/3/5,7.6,8.8,6.4
2002/3/6,9.2,12.0,6.9
2002/3/7,6.8,11.0,3.9
2002/3/8,6.1,11.6,1.2
2002/3/9,8.0,14.8,0.9
2002/3/10,10.8,16.8,3.3
2002/3/11,11.7,15.7,7.2
2002/3/12,11.8,17.6,4.9
2002/3/13,11.3,16.3,6.1
2002/3/14,11.4,17.7,4.9
2002/3/15,15.7,21.1,12.8
2002/3/16,13.3,17.5,9.7
2002/3/17,13.7,20.1,7.3
2002/3/18,10.8,16.2,7.2
2002/3/19,11.0,16.7,3.7
2002/3/20,14.3,19.8,9.9
2002/3/21,13.4,19.5,8.8
2002/3/22,11.3,13.1,9.8
2002/3/23,9.1,12.6,5.6
2002/3/24,8.4,14.1,4.7
2002/3/25,8.2,13.7,3.1
2002/3/26,11.7,16.4,5.6
2002/3/27,12.3,15.8,6.8
2002/3/28,9.6,14.6,3.1
2002/3/29,13.3,19.0,8.4
2002/3/30,15.5,20.7,10.5
2002/3/31,14.4,20.5,9.5
2002/4/1,15.1,22.4,7.8
2002/4/2,17.5,25.0,9.5
2002/4/3,16.2,25.1,11.4
2002/4/4,14.8,21.3,9.1
2002/4/5,14.6,21.9,7.0
2002/4/6,12.6,16.1,8.4
2002/4/7,15.4,19.6,12.6
2002/4/8,18.3,25.1,12.9
2002/4/9,15.7,20.6,10.9
2002/4/10,12.8,17.8,7.6
2002/4/11,12.1,16.6,9.2
2002/4/12,13.0,18.5,8.0
2002/4/13,14.2,19.6,7.8
2002/4/14,15.8,23.0,8.4
2002/4/15,17.2,22.8,13.9
2002/4/16,18.6,24.2,14.3
2002/4/17,16.8,19.0,13.4
2002/4/18,14.4,18.4,10.9
2002/4/19,14.2,20.1,7.6
2002/4/20,16.8,21.6,10.7
2002/4/21,15.9,17.3,14.9
2002/4/22,19.2,24.6,13.9
2002/4/23,18.4,22.2,16.4
2002/4/24,19.4,23.9,17.0
2002/4/25,15.1,18.1,11.3
2002/4/26,14.2,20.5,8.2
2002/4/27,14.9,20.2,8.5
2002/4/28,18.1,22.0,14.6
2002/4/29,18.6,22.0,15.4
2002/4/30,20.0,25.0,17.1
2002/5/1,17.7,22.0,14.0
