ダウンロードした時刻：2017/07/24 15:42:25

,横浜,横浜,横浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/1/1,3.6,5.8,1.4
2006/1/2,3.8,4.7,2.7
2006/1/3,4.4,11.1,1.3
2006/1/4,3.2,5.9,0.5
2006/1/5,3.2,6.1,0.8
2006/1/6,2.2,3.7,0.9
2006/1/7,2.5,6.9,-0.9
2006/1/8,3.6,8.2,0.1
2006/1/9,3.5,6.5,0.1
2006/1/10,4.2,7.7,0.7
2006/1/11,5.7,10.5,1.1
2006/1/12,5.8,10.0,2.4
2006/1/13,4.0,5.3,2.0
2006/1/14,6.9,11.4,4.5
2006/1/15,10.4,14.3,8.0
2006/1/16,8.8,10.9,7.2
2006/1/17,7.7,10.8,4.5
2006/1/18,5.1,7.6,3.1
2006/1/19,4.1,7.7,2.3
2006/1/20,4.0,6.5,1.5
2006/1/21,0.9,4.9,-0.3
2006/1/22,2.2,4.8,1.0
2006/1/23,2.4,5.6,-1.1
2006/1/24,4.0,9.4,-1.3
2006/1/25,5.0,9.5,1.8
2006/1/26,5.3,11.4,0.8
2006/1/27,5.7,10.5,2.1
2006/1/28,5.4,9.8,3.0
2006/1/29,5.8,9.3,1.8
2006/1/30,8.1,13.3,2.4
2006/1/31,7.0,9.6,5.2
2006/2/1,5.4,8.0,4.4
2006/2/2,7.3,9.9,5.2
2006/2/3,5.9,13.4,1.0
2006/2/4,1.5,5.7,-1.1
2006/2/5,1.8,6.8,-2.2
2006/2/6,2.3,5.4,0.1
2006/2/7,4.6,12.3,0.4
2006/2/8,7.9,12.7,4.3
2006/2/9,4.7,8.4,2.0
2006/2/10,5.4,11.8,-0.7
2006/2/11,7.3,12.8,2.0
2006/2/12,4.3,8.4,1.0
2006/2/13,5.4,10.8,-0.6
2006/2/14,11.1,18.2,2.2
2006/2/15,14.4,18.5,9.6
2006/2/16,7.2,11.8,6.0
2006/2/17,6.4,9.0,2.8
2006/2/18,3.8,6.3,0.6
2006/2/19,6.4,9.1,3.8
2006/2/20,5.7,7.4,3.5
2006/2/21,7.7,10.5,3.9
2006/2/22,10.3,15.6,6.7
2006/2/23,10.8,15.4,8.2
2006/2/24,6.2,8.5,3.8
2006/2/25,7.5,12.4,4.0
2006/2/26,7.2,9.3,5.3
2006/2/27,8.7,11.2,5.9
2006/2/28,4.5,5.9,3.0
2006/3/1,5.4,8.0,2.6
2006/3/2,7.9,10.6,6.1
2006/3/3,5.9,9.4,3.3
2006/3/4,6.3,9.9,2.7
2006/3/5,8.3,13.8,2.5
2006/3/6,11.8,16.2,6.3
2006/3/7,10.0,12.7,8.3
2006/3/8,11.6,19.0,5.7
2006/3/9,8.8,11.1,7.7
2006/3/10,7.1,8.1,5.3
2006/3/11,11.5,16.3,6.2
2006/3/12,14.4,18.4,6.6
2006/3/13,5.4,9.3,3.2
2006/3/14,5.5,11.3,1.6
2006/3/15,7.6,13.3,1.7
2006/3/16,11.7,17.3,5.5
2006/3/17,13.3,18.3,9.5
2006/3/18,11.7,16.9,6.7
2006/3/19,9.9,16.1,4.8
2006/3/20,8.3,14.0,4.1
2006/3/21,11.2,16.8,5.7
2006/3/22,9.7,13.2,6.7
2006/3/23,9.8,13.7,6.8
2006/3/24,10.7,14.1,7.8
2006/3/25,10.6,15.3,7.3
2006/3/26,13.1,17.4,9.6
2006/3/27,12.2,16.1,9.3
2006/3/28,12.4,17.5,9.1
2006/3/29,9.6,13.7,6.0
2006/3/30,7.7,13.1,3.8
2006/3/31,7.7,12.7,2.7
2006/4/1,10.1,15.8,4.8
2006/4/2,13.1,16.3,10.2
2006/4/3,14.0,20.0,9.1
2006/4/4,14.4,20.0,8.1
2006/4/5,11.0,13.6,8.0
2006/4/6,11.1,16.3,7.2
2006/4/7,9.8,12.8,8.1
2006/4/8,12.8,18.4,8.3
2006/4/9,13.0,17.5,9.8
2006/4/10,10.5,12.2,9.6
2006/4/11,11.1,13.9,9.2
2006/4/12,14.5,17.3,11.7
2006/4/13,16.6,19.6,13.3
2006/4/14,12.9,16.2,9.5
2006/4/15,10.3,14.0,8.3
2006/4/16,8.8,11.3,6.7
2006/4/17,13.1,17.5,9.4
2006/4/18,16.1,22.3,10.2
2006/4/19,17.1,21.1,14.2
2006/4/20,16.0,20.2,10.2
2006/4/21,13.1,19.1,9.3
2006/4/22,13.0,18.0,8.2
2006/4/23,13.8,15.5,12.4
2006/4/24,16.1,21.3,12.8
2006/4/25,11.9,14.2,8.2
2006/4/26,13.2,16.8,7.9
2006/4/27,12.7,14.8,10.4
2006/4/28,15.3,19.8,10.3
2006/4/29,15.2,19.0,13.1
2006/4/30,17.5,22.2,12.6
2006/5/1,22.1,27.1,18.0
