ダウンロードした時刻：2017/07/24 15:42:38

,大島,大島,大島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/1/1,9.3,12.9,5.6
1996/1/2,7.3,8.9,5.2
1996/1/3,10.4,13.6,5.0
1996/1/4,6.8,10.8,2.1
1996/1/5,5.8,10.4,2.0
1996/1/6,7.6,11.9,2.3
1996/1/7,9.9,13.7,4.3
1996/1/8,11.2,14.1,5.6
1996/1/9,3.8,6.0,2.6
1996/1/10,5.3,7.5,2.9
1996/1/11,5.7,12.1,0.1
1996/1/12,6.8,11.7,1.9
1996/1/13,6.0,11.7,1.2
1996/1/14,10.4,14.4,2.3
1996/1/15,14.7,16.5,13.3
1996/1/16,14.2,18.7,8.9
1996/1/17,7.6,10.7,6.3
1996/1/18,6.8,8.6,5.4
1996/1/19,4.7,6.3,3.5
1996/1/20,3.7,5.0,0.9
1996/1/21,5.4,9.6,0.4
1996/1/22,6.0,8.3,3.0
1996/1/23,7.3,10.5,4.8
1996/1/24,5.4,8.2,3.1
1996/1/25,4.8,7.9,-0.3
1996/1/26,4.3,6.2,2.3
1996/1/27,3.7,6.7,-0.5
1996/1/28,5.9,10.1,-0.9
1996/1/29,8.6,10.9,6.9
1996/1/30,6.4,8.8,3.7
1996/1/31,4.4,7.2,2.4
1996/2/1,4.1,6.8,2.4
1996/2/2,1.6,5.3,-3.8
1996/2/3,2.6,8.1,-4.0
1996/2/4,5.0,9.3,0.9
1996/2/5,8.0,11.8,0.9
1996/2/6,5.4,8.1,3.5
1996/2/7,4.9,9.7,-2.2
1996/2/8,7.9,10.8,1.6
1996/2/9,9.8,13.4,5.1
1996/2/10,3.9,8.0,-0.4
1996/2/11,5.3,9.5,-2.0
1996/2/12,11.2,13.5,7.8
1996/2/13,13.4,16.3,11.9
1996/2/14,14.3,19.3,6.5
1996/2/15,13.4,16.4,9.4
1996/2/16,5.5,9.5,2.6
1996/2/17,1.6,3.0,0.8
1996/2/18,1.7,2.9,0.7
1996/2/19,2.7,4.7,1.6
1996/2/20,2.2,5.3,-0.5
1996/2/21,3.2,6.7,0.2
1996/2/22,2.8,6.7,-0.6
1996/2/23,4.3,10.4,-0.4
1996/2/24,5.5,8.9,1.6
1996/2/25,5.8,7.3,4.3
1996/2/26,8.2,10.5,4.7
1996/2/27,8.5,9.9,6.6
1996/2/28,6.6,11.7,1.5
1996/2/29,8.0,12.5,1.1
1996/3/1,11.7,14.9,5.7
1996/3/2,7.7,11.9,3.9
1996/3/3,5.6,10.3,1.0
1996/3/4,7.2,11.1,-0.3
1996/3/5,5.4,8.4,2.4
1996/3/6,6.1,9.9,2.4
1996/3/7,6.5,10.8,1.5
1996/3/8,7.8,12.3,4.5
1996/3/9,7.1,11.0,3.4
1996/3/10,6.8,10.8,4.6
1996/3/11,8.2,11.2,3.2
1996/3/12,6.7,10.0,3.5
1996/3/13,8.4,12.2,4.2
1996/3/14,10.5,14.9,4.3
1996/3/15,9.8,15.2,8.0
1996/3/16,11.2,16.0,5.1
1996/3/17,13.9,17.3,10.7
1996/3/18,11.6,16.2,6.6
1996/3/19,7.6,11.3,4.5
1996/3/20,7.7,9.8,6.2
1996/3/21,10.7,13.7,7.6
1996/3/22,11.1,15.4,9.3
1996/3/23,10.5,13.4,8.1
1996/3/24,8.0,9.3,6.4
1996/3/25,11.1,15.9,8.0
1996/3/26,11.0,14.4,7.1
1996/3/27,11.6,15.4,6.3
1996/3/28,12.0,15.6,9.6
1996/3/29,10.5,12.6,8.7
1996/3/30,14.9,17.5,10.4
1996/3/31,15.8,19.2,11.2
1996/4/1,12.2,14.9,8.6
1996/4/2,6.6,8.6,5.5
1996/4/3,6.9,12.4,0.7
1996/4/4,8.4,12.4,2.2
1996/4/5,9.2,14.1,4.7
1996/4/6,11.0,15.4,2.2
1996/4/7,10.5,13.5,7.2
1996/4/8,11.4,15.3,6.9
1996/4/9,10.9,15.3,8.0
1996/4/10,10.7,14.2,7.7
1996/4/11,8.3,10.9,4.4
1996/4/12,6.4,11.9,2.3
1996/4/13,7.2,12.3,1.7
1996/4/14,10.3,14.9,2.1
1996/4/15,12.5,15.4,10.0
1996/4/16,11.4,12.0,10.7
1996/4/17,13.3,17.8,8.0
1996/4/18,16.3,19.3,12.3
1996/4/19,10.6,13.9,7.3
1996/4/20,8.9,11.4,7.4
1996/4/21,10.3,13.3,7.3
1996/4/22,9.1,12.5,6.1
1996/4/23,11.7,17.4,4.4
1996/4/24,13.8,19.5,8.9
1996/4/25,15.3,21.0,7.2
1996/4/26,16.0,21.7,14.0
1996/4/27,16.9,21.0,12.7
1996/4/28,17.1,22.5,12.0
1996/4/29,18.2,22.1,15.1
1996/4/30,18.3,21.1,16.4
1996/5/1,18.3,20.8,16.6
