É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2017/07/24 15:39:30

,âFìsã{,âFìsã{,âFìsã{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1994/1/1,3.1,8.1,-1.5
1994/1/2,3.1,8.9,-1.4
1994/1/3,2.7,8.7,-2.7
1994/1/4,4.6,12.3,-1.1
1994/1/5,2.9,7.9,-1.1
1994/1/6,2.9,8.0,0.0
1994/1/7,1.3,7.9,-3.4
1994/1/8,-0.9,4.1,-5.8
1994/1/9,2.1,10.4,-4.7
1994/1/10,4.9,11.0,-1.9
1994/1/11,4.8,6.1,3.8
1994/1/12,5.3,10.4,0.1
1994/1/13,3.6,5.6,1.7
1994/1/14,3.4,7.0,0.1
1994/1/15,1.4,6.9,-3.5
1994/1/16,1.5,7.7,-4.7
1994/1/17,4.3,10.1,-3.0
1994/1/18,3.8,7.6,0.3
1994/1/19,0.0,3.5,-3.5
1994/1/20,-0.6,5.6,-6.4
1994/1/21,-0.2,1.6,-1.9
1994/1/22,-0.9,4.0,-5.9
1994/1/23,0.2,6.8,-5.8
1994/1/24,0.8,5.3,-3.8
1994/1/25,1.2,9.0,-5.3
1994/1/26,3.4,11.1,-3.3
1994/1/27,3.5,9.8,-1.5
1994/1/28,0.1,3.3,-3.1
1994/1/29,0.3,4.2,-3.1
1994/1/30,-1.8,2.6,-5.4
1994/1/31,-1.3,4.4,-7.4
1994/2/1,-0.3,2.4,-4.2
1994/2/2,1.7,6.6,-1.7
1994/2/3,-0.9,4.1,-5.1
1994/2/4,1.8,8.9,-5.2
1994/2/5,3.3,9.8,-2.5
1994/2/6,5.1,13.0,-2.4
1994/2/7,6.6,12.9,1.9
1994/2/8,4.6,8.8,-1.5
1994/2/9,5.7,11.6,1.8
1994/2/10,3.0,8.9,-0.7
1994/2/11,1.8,7.7,-2.6
1994/2/12,-0.8,1.8,-1.8
1994/2/13,-0.8,3.2,-5.6
1994/2/14,1.2,7.1,-6.0
1994/2/15,3.8,10.5,-3.7
1994/2/16,5.4,10.4,0.7
1994/2/17,3.1,10.1,-2.1
1994/2/18,3.6,11.5,-3.8
1994/2/19,6.0,13.8,-2.0
1994/2/20,7.0,13.9,-1.1
1994/2/21,7.6,10.6,4.9
1994/2/22,3.1,6.4,0.5
1994/2/23,2.1,8.2,-2.0
1994/2/24,2.5,8.7,-3.4
1994/2/25,3.9,10.5,-3.4
1994/2/26,4.5,10.9,-1.2
1994/2/27,3.5,9.1,-2.9
1994/2/28,4.3,9.4,-2.7
1994/3/1,5.7,10.6,3.1
1994/3/2,4.1,9.0,0.5
1994/3/3,3.9,9.7,-2.4
1994/3/4,5.7,11.5,2.1
1994/3/5,3.6,9.0,-1.6
1994/3/6,3.0,9.7,-2.6
1994/3/7,3.7,8.3,-2.3
1994/3/8,6.6,8.1,4.4
1994/3/9,9.4,16.3,5.7
1994/3/10,3.5,6.5,0.0
1994/3/11,4.4,11.5,-2.4
1994/3/12,4.7,10.9,-0.3
1994/3/13,4.2,9.8,1.1
1994/3/14,3.2,8.2,0.5
1994/3/15,3.8,9.5,0.2
1994/3/16,4.3,10.2,-2.0
1994/3/17,6.6,14.1,0.1
1994/3/18,4.8,10.2,-1.7
1994/3/19,6.6,11.4,3.0
1994/3/20,7.2,12.6,2.7
1994/3/21,5.4,11.6,1.4
1994/3/22,4.1,8.9,-1.9
1994/3/23,4.8,6.6,2.1
1994/3/24,8.4,15.8,2.8
1994/3/25,6.9,12.5,2.4
1994/3/26,5.6,11.5,-0.6
1994/3/27,5.5,12.0,-1.2
1994/3/28,7.7,13.7,0.7
1994/3/29,8.0,16.3,1.3
1994/3/30,6.4,13.7,-1.7
1994/3/31,11.0,19.6,4.2
1994/4/1,12.5,19.6,3.5
1994/4/2,14.5,22.0,10.3
1994/4/3,11.5,16.2,4.3
1994/4/4,10.7,18.5,2.9
1994/4/5,15.6,23.3,7.9
1994/4/6,16.3,25.4,9.0
1994/4/7,16.4,24.5,10.8
1994/4/8,11.4,16.6,3.7
1994/4/9,4.7,10.6,0.7
1994/4/10,6.3,12.9,-0.6
1994/4/11,11.8,19.0,4.7
1994/4/12,13.7,20.7,6.9
1994/4/13,14.3,20.2,7.8
1994/4/14,11.8,19.0,5.7
1994/4/15,13.3,21.4,4.5
1994/4/16,15.9,23.7,8.0
1994/4/17,16.5,25.3,8.0
1994/4/18,12.6,17.2,6.8
1994/4/19,15.6,21.9,10.3
1994/4/20,13.2,17.3,10.5
1994/4/21,15.1,23.8,8.9
1994/4/22,16.9,24.8,8.9
1994/4/23,14.7,20.5,10.4
1994/4/24,16.5,22.2,11.1
1994/4/25,17.3,22.6,11.4
1994/4/26,15.6,21.8,10.8
1994/4/27,14.4,20.2,7.7
1994/4/28,15.3,19.7,11.8
1994/4/29,15.4,22.8,7.8
1994/4/30,15.0,22.3,10.1
1994/5/1,12.1,16.1,9.0
