É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2017/07/24 15:39:28

,âFìsã{,âFìsã{,âFìsã{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1990/1/1,1.6,8.7,-3.7
1990/1/2,2.3,8.0,-4.2
1990/1/3,3.0,9.4,-1.5
1990/1/4,1.4,7.6,-3.9
1990/1/5,1.7,8.8,-5.1
1990/1/6,3.8,13.7,-3.6
1990/1/7,2.2,8.0,-2.1
1990/1/8,1.6,8.7,-4.6
1990/1/9,2.8,10.4,-3.9
1990/1/10,4.9,8.1,0.3
1990/1/11,7.0,12.4,2.2
1990/1/12,4.4,9.8,1.4
1990/1/13,3.2,8.1,-2.4
1990/1/14,-0.4,4.5,-5.4
1990/1/15,1.6,7.4,-5.4
1990/1/16,-0.5,1.6,-1.5
1990/1/17,-0.7,4.4,-5.6
1990/1/18,1.7,6.8,-4.0
1990/1/19,2.6,5.0,-1.1
1990/1/20,2.2,6.0,-2.1
1990/1/21,0.3,5.3,-4.0
1990/1/22,1.8,7.8,-4.2
1990/1/23,0.5,4.7,-1.7
1990/1/24,0.7,6.6,-4.1
1990/1/25,-0.5,4.9,-4.7
1990/1/26,-2.0,3.9,-7.6
1990/1/27,-2.2,4.2,-8.5
1990/1/28,-0.8,5.4,-8.1
1990/1/29,1.0,5.2,-2.5
1990/1/30,3.3,10.7,-2.1
1990/1/31,-0.2,1.6,-1.2
1990/2/1,-0.8,0.5,-2.5
1990/2/2,-1.4,3.1,-7.3
1990/2/3,1.2,5.4,-4.1
1990/2/4,2.8,4.7,1.5
1990/2/5,3.0,6.8,0.3
1990/2/6,3.0,5.7,1.0
1990/2/7,4.9,10.0,-0.8
1990/2/8,4.7,10.4,-0.9
1990/2/9,2.8,6.1,-0.8
1990/2/10,3.1,6.8,-3.2
1990/2/11,6.1,8.4,3.6
1990/2/12,7.4,15.5,2.6
1990/2/13,4.0,10.4,-0.2
1990/2/14,2.2,6.3,-1.5
1990/2/15,3.3,4.8,0.8
1990/2/16,4.6,5.7,2.8
1990/2/17,5.2,11.1,-0.5
1990/2/18,6.2,12.3,-0.2
1990/2/19,5.6,6.4,4.2
1990/2/20,9.4,14.3,6.3
1990/2/21,9.3,17.0,3.2
1990/2/22,9.7,15.8,2.5
1990/2/23,9.0,9.9,8.0
1990/2/24,12.5,18.3,8.7
1990/2/25,9.0,11.0,7.8
1990/2/26,7.1,8.0,6.3
1990/2/27,6.7,8.6,5.0
1990/2/28,6.1,10.8,3.0
1990/3/1,7.2,9.6,3.6
1990/3/2,5.3,8.1,3.6
1990/3/3,6.0,8.2,3.9
1990/3/4,9.3,14.9,5.7
1990/3/5,7.5,11.4,4.8
1990/3/6,7.0,11.7,1.8
1990/3/7,8.0,13.7,4.6
1990/3/8,4.5,9.3,0.3
1990/3/9,6.5,13.4,-2.0
1990/3/10,8.4,15.7,0.6
1990/3/11,9.8,16.7,1.8
1990/3/12,8.9,13.9,4.3
1990/3/13,4.2,9.4,0.6
1990/3/14,6.9,13.3,-1.9
1990/3/15,10.4,18.8,6.2
1990/3/16,8.8,15.5,2.3
1990/3/17,7.4,13.7,0.4
1990/3/18,5.8,8.5,3.9
1990/3/19,8.5,14.8,2.2
1990/3/20,9.8,18.9,2.4
1990/3/21,7.4,14.7,1.1
1990/3/22,8.0,15.2,-0.4
1990/3/23,10.9,17.9,4.0
1990/3/24,13.9,22.2,8.3
1990/3/25,7.4,11.6,2.1
1990/3/26,4.4,9.7,-1.4
1990/3/27,7.4,15.2,-2.3
1990/3/28,11.6,16.9,4.8
1990/3/29,8.2,10.5,7.3
1990/3/30,9.4,13.9,5.8
1990/3/31,10.0,11.5,8.1
1990/4/1,16.1,22.4,11.2
1990/4/2,13.4,18.8,9.8
1990/4/3,14.5,21.6,5.9
1990/4/4,14.1,17.6,10.3
1990/4/5,7.9,11.7,4.0
1990/4/6,6.9,13.9,0.8
1990/4/7,10.4,16.5,1.5
1990/4/8,11.4,16.4,7.5
1990/4/9,12.8,20.2,4.5
1990/4/10,14.4,22.9,5.9
1990/4/11,13.9,21.0,7.9
1990/4/12,14.4,22.4,6.2
1990/4/13,14.1,16.1,11.9
1990/4/14,12.7,14.9,11.1
1990/4/15,10.3,14.3,6.7
1990/4/16,7.3,8.8,6.1
1990/4/17,8.9,13.5,6.7
1990/4/18,8.1,11.3,5.8
1990/4/19,8.6,14.1,3.2
1990/4/20,10.2,14.0,5.3
1990/4/21,10.7,12.0,9.3
1990/4/22,14.0,15.9,11.1
1990/4/23,16.3,19.8,12.5
1990/4/24,11.8,18.6,5.4
1990/4/25,11.4,17.6,3.0
1990/4/26,13.8,18.1,10.0
1990/4/27,16.1,22.3,11.8
1990/4/28,17.5,23.9,11.8
1990/4/29,14.3,18.9,10.2
1990/4/30,12.3,18.0,5.2
1990/5/1,14.5,20.7,8.7
