ダウンロードした時刻：2017/07/24 15:42:27

,横浜,横浜,横浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2015/1/1,3.8,9.0,0.6
2015/1/2,3.2,7.7,-0.8
2015/1/3,4.5,8.5,0.3
2015/1/4,5.0,9.5,1.0
2015/1/5,7.8,13.3,2.7
2015/1/6,11.7,16.6,6.5
2015/1/7,5.9,9.6,3.6
2015/1/8,6.5,11.7,2.7
2015/1/9,6.7,11.6,3.3
2015/1/10,6.5,11.7,2.3
2015/1/11,6.8,11.8,1.3
2015/1/12,6.1,10.4,3.1
2015/1/13,6.6,11.1,2.9
2015/1/14,7.0,10.0,2.7
2015/1/15,5.9,8.6,4.0
2015/1/16,8.4,11.7,4.4
2015/1/17,6.6,11.4,2.7
2015/1/18,5.1,10.1,0.8
2015/1/19,5.9,10.5,1.0
2015/1/20,6.7,12.0,3.2
2015/1/21,3.0,5.2,1.7
2015/1/22,4.9,5.5,3.8
2015/1/23,7.5,13.6,4.6
2015/1/24,5.8,8.4,3.5
2015/1/25,7.2,11.6,2.2
2015/1/26,10.0,13.8,6.5
2015/1/27,10.0,15.3,6.7
2015/1/28,5.4,8.2,2.0
2015/1/29,4.4,8.0,1.4
2015/1/30,2.5,6.0,0.8
2015/1/31,5.8,11.1,2.6
2015/2/1,4.9,9.0,1.7
2015/2/2,5.3,9.8,2.3
2015/2/3,5.4,9.0,2.8
2015/2/4,5.8,8.7,3.6
2015/2/5,2.9,5.8,1.4
2015/2/6,5.7,11.4,1.0
2015/2/7,5.8,9.0,3.1
2015/2/8,4.9,7.0,2.4
2015/2/9,2.6,4.7,1.2
2015/2/10,4.3,8.8,-0.7
2015/2/11,6.4,11.6,1.4
2015/2/12,8.3,13.9,3.6
2015/2/13,5.3,10.3,1.9
2015/2/14,5.2,10.4,0.5
2015/2/15,6.2,11.7,1.8
2015/2/16,6.9,11.4,2.4
2015/2/17,4.7,6.4,3.1
2015/2/18,3.6,4.4,2.9
2015/2/19,6.7,13.5,2.2
2015/2/20,6.7,10.4,3.5
2015/2/21,6.6,10.3,3.0
2015/2/22,7.9,14.2,4.7
2015/2/23,14.3,20.7,8.2
2015/2/24,10.8,14.1,9.2
2015/2/25,9.5,12.2,8.2
2015/2/26,7.1,8.7,6.0
2015/2/27,8.6,14.2,5.2
2015/2/28,7.9,12.1,4.5
2015/3/1,7.1,9.2,5.8
2015/3/2,9.7,14.1,6.6
2015/3/3,6.3,8.7,4.5
2015/3/4,10.0,17.8,3.4
2015/3/5,9.6,13.8,6.3
2015/3/6,7.8,12.0,5.5
2015/3/7,6.1,7.9,4.0
2015/3/8,8.5,10.8,5.9
2015/3/9,9.3,10.6,8.4
2015/3/10,8.3,14.6,3.2
2015/3/11,5.9,10.7,2.1
2015/3/12,8.5,13.4,4.1
2015/3/13,9.7,14.4,4.1
2015/3/14,9.4,12.8,7.1
2015/3/15,9.4,13.2,6.2
2015/3/16,10.6,13.6,7.9
2015/3/17,14.1,20.7,9.9
2015/3/18,15.0,20.9,11.6
2015/3/19,13.7,20.4,10.8
2015/3/20,11.8,15.4,10.0
2015/3/21,10.3,13.0,9.1
2015/3/22,13.0,18.6,7.4
2015/3/23,11.3,16.1,6.1
2015/3/24,8.3,14.5,3.9
2015/3/25,8.7,14.0,4.7
2015/3/26,9.6,13.8,5.2
2015/3/27,12.4,18.4,6.3
2015/3/28,14.2,20.4,9.6
2015/3/29,14.6,19.7,11.8
2015/3/30,15.7,21.8,11.2
2015/3/31,16.3,21.2,11.2
2015/4/1,14.9,20.2,9.1
2015/4/2,11.8,16.6,7.7
2015/4/3,16.9,20.1,12.8
2015/4/4,13.8,19.8,10.3
2015/4/5,10.4,11.2,9.6
2015/4/6,15.4,21.1,11.0
2015/4/7,10.4,13.8,7.4
2015/4/8,4.6,7.6,2.8
2015/4/9,8.0,12.2,4.2
2015/4/10,8.4,11.5,6.3
2015/4/11,11.6,15.5,8.5
2015/4/12,12.9,17.7,9.8
2015/4/13,10.1,11.8,8.6
2015/4/14,12.3,13.9,9.7
2015/4/15,15.2,19.5,11.3
2015/4/16,16.2,21.6,10.1
2015/4/17,17.5,23.7,11.1
2015/4/18,14.2,18.5,8.9
2015/4/19,14.9,17.0,12.0
2015/4/20,18.7,21.1,15.6
2015/4/21,17.3,20.2,14.3
2015/4/22,16.0,21.1,13.1
2015/4/23,17.6,23.6,12.9
2015/4/24,18.0,22.8,14.3
2015/4/25,17.5,22.2,14.9
2015/4/26,17.9,23.6,13.5
2015/4/27,19.4,25.0,14.6
2015/4/28,20.1,25.4,15.8
2015/4/29,18.8,23.0,16.3
2015/4/30,18.6,23.1,15.4
2015/5/1,19.8,26.3,15.3
