ダウンロードした時刻：2017/07/24 15:46:44

,佐賀,佐賀,佐賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/1/1,8.2,12.4,4.8
1987/1/2,12.1,16.1,8.0
1987/1/3,10.5,15.0,4.7
1987/1/4,6.7,12.6,1.8
1987/1/5,6.9,9.7,5.3
1987/1/6,6.5,12.5,2.6
1987/1/7,6.7,11.1,1.1
1987/1/8,7.8,12.7,3.5
1987/1/9,7.5,12.9,2.3
1987/1/10,5.0,9.1,0.5
1987/1/11,4.0,10.3,-1.4
1987/1/12,4.4,8.6,-0.7
1987/1/13,-0.2,2.4,-2.5
1987/1/14,1.6,5.6,-1.9
1987/1/15,4.6,11.1,-0.4
1987/1/16,8.7,14.0,1.8
1987/1/17,7.9,11.7,4.3
1987/1/18,4.5,8.4,1.8
1987/1/19,4.3,8.1,2.1
1987/1/20,4.5,9.5,1.0
1987/1/21,4.8,10.5,-0.7
1987/1/22,6.6,13.3,0.9
1987/1/23,10.4,14.8,6.1
1987/1/24,4.7,9.5,1.3
1987/1/25,2.3,5.3,-0.5
1987/1/26,2.8,8.2,-1.6
1987/1/27,4.8,9.5,0.8
1987/1/28,5.5,12.1,0.1
1987/1/29,7.0,13.8,1.5
1987/1/30,9.0,15.4,4.4
1987/1/31,4.3,8.0,0.9
1987/2/1,4.0,8.8,-1.5
1987/2/2,2.8,5.1,0.0
1987/2/3,0.4,2.9,-2.4
1987/2/4,3.5,8.0,-0.1
1987/2/5,4.4,10.9,-0.5
1987/2/6,5.8,11.9,0.7
1987/2/7,8.0,15.4,2.6
1987/2/8,7.3,15.3,2.0
1987/2/9,7.7,15.5,1.0
1987/2/10,12.6,19.2,4.5
1987/2/11,15.7,19.0,13.7
1987/2/12,13.1,18.0,8.2
1987/2/13,9.5,15.1,5.6
1987/2/14,10.9,15.7,7.1
1987/2/15,7.1,11.6,2.8
1987/2/16,7.2,12.9,0.8
1987/2/17,8.2,9.3,7.2
1987/2/18,9.2,11.8,6.7
1987/2/19,6.5,8.3,4.5
1987/2/20,8.1,13.8,4.8
1987/2/21,6.6,10.0,4.0
1987/2/22,6.0,12.6,2.7
1987/2/23,7.5,14.3,1.0
1987/2/24,8.9,15.9,4.7
1987/2/25,3.3,6.8,0.5
1987/2/26,3.3,5.9,1.4
1987/2/27,1.4,5.1,-1.1
1987/2/28,3.9,9.4,-1.0
1987/3/1,4.3,8.2,1.3
1987/3/2,3.3,8.4,0.3
1987/3/3,5.2,11.9,-1.5
1987/3/4,7.2,9.9,2.5
1987/3/5,10.8,18.7,3.6
1987/3/6,12.5,19.4,7.1
1987/3/7,7.8,11.1,6.1
1987/3/8,8.6,12.6,4.1
1987/3/9,7.7,13.1,5.1
1987/3/10,6.6,10.0,4.1
1987/3/11,8.8,15.1,5.1
1987/3/12,9.7,16.5,2.8
1987/3/13,13.1,15.0,9.7
1987/3/14,11.6,13.6,7.3
1987/3/15,8.8,14.9,3.3
1987/3/16,8.8,14.2,2.1
1987/3/17,9.7,13.0,7.2
1987/3/18,12.1,17.9,8.3
1987/3/19,11.7,15.9,6.1
1987/3/20,13.1,17.4,10.2
1987/3/21,14.6,22.6,8.4
1987/3/22,14.1,16.7,12.0
1987/3/23,15.8,17.4,13.6
1987/3/24,13.4,17.1,11.0
1987/3/25,5.9,11.3,4.0
1987/3/26,5.6,11.2,2.1
1987/3/27,6.7,13.4,-0.7
1987/3/28,8.0,13.4,2.3
1987/3/29,10.5,15.3,6.1
1987/3/30,12.5,13.6,10.3
1987/3/31,9.1,13.5,4.3
1987/4/1,6.6,10.9,3.5
1987/4/2,9.6,14.9,4.8
1987/4/3,11.9,18.4,8.3
1987/4/4,12.4,19.8,4.8
1987/4/5,15.3,24.1,6.5
1987/4/6,14.5,15.7,12.8
1987/4/7,16.7,20.1,14.0
1987/4/8,18.1,24.7,12.8
1987/4/9,15.3,16.8,13.0
1987/4/10,17.9,22.6,16.1
1987/4/11,12.3,16.1,9.4
1987/4/12,10.2,14.1,8.0
1987/4/13,8.8,13.7,5.4
1987/4/14,10.3,16.4,3.6
1987/4/15,13.5,20.6,8.3
1987/4/16,13.5,20.4,6.9
1987/4/17,16.6,23.9,9.3
1987/4/18,18.4,24.9,12.5
1987/4/19,18.0,24.1,13.1
1987/4/20,19.4,26.1,13.9
1987/4/21,16.4,19.5,12.1
1987/4/22,14.8,19.2,9.6
1987/4/23,16.1,22.8,10.3
1987/4/24,17.4,25.4,9.7
1987/4/25,15.4,18.6,14.5
1987/4/26,13.9,16.3,11.1
1987/4/27,13.6,21.4,6.9
1987/4/28,15.6,24.2,7.7
1987/4/29,17.9,26.4,9.8
1987/4/30,16.3,22.9,12.4
1987/5/1,17.7,20.6,14.6
