ダウンロードした時刻：2017/07/24 15:47:14

,福江,福江,福江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2008/1/1,5.3,7.0,3.5
2008/1/2,6.4,7.5,5.2
2008/1/3,9.0,11.3,6.0
2008/1/4,7.9,12.6,2.7
2008/1/5,8.8,12.6,3.1
2008/1/6,8.7,15.7,2.5
2008/1/7,10.7,14.6,6.1
2008/1/8,9.5,14.9,4.9
2008/1/9,8.9,15.6,3.6
2008/1/10,12.0,17.0,6.6
2008/1/11,17.3,20.9,13.7
2008/1/12,13.4,19.3,11.1
2008/1/13,10.3,11.8,8.5
2008/1/14,9.4,12.8,6.8
2008/1/15,8.6,12.7,5.1
2008/1/16,6.6,8.5,4.7
2008/1/17,6.2,9.2,3.6
2008/1/18,7.0,8.9,4.1
2008/1/19,9.1,12.2,5.2
2008/1/20,9.2,10.2,7.6
2008/1/21,10.4,12.9,8.3
2008/1/22,10.1,12.7,8.1
2008/1/23,8.9,11.3,5.4
2008/1/24,4.5,6.0,3.3
2008/1/25,5.4,7.5,4.0
2008/1/26,6.7,9.6,4.4
2008/1/27,8.6,11.4,5.9
2008/1/28,8.1,9.7,6.6
2008/1/29,7.7,8.8,6.2
2008/1/30,7.5,8.3,5.2
2008/1/31,5.7,6.9,4.5
2008/2/1,6.7,9.1,5.3
2008/2/2,6.2,7.5,5.5
2008/2/3,7.3,9.0,5.7
2008/2/4,6.7,9.4,5.4
2008/2/5,6.3,8.4,4.3
2008/2/6,6.2,7.9,4.4
2008/2/7,5.7,6.8,4.5
2008/2/8,6.5,10.3,3.9
2008/2/9,5.1,6.5,3.4
2008/2/10,7.5,11.9,4.2
2008/2/11,8.7,12.7,1.7
2008/2/12,5.0,9.5,2.7
2008/2/13,3.0,4.9,1.7
2008/2/14,5.7,8.0,3.3
2008/2/15,6.1,8.7,4.2
2008/2/16,4.9,7.5,2.9
2008/2/17,5.5,8.8,2.8
2008/2/18,5.1,9.9,-0.9
2008/2/19,7.0,10.1,2.8
2008/2/20,8.2,12.5,2.3
2008/2/21,7.2,14.0,0.3
2008/2/22,10.7,15.1,5.6
2008/2/23,8.6,13.1,4.5
2008/2/24,6.1,8.9,4.1
2008/2/25,8.1,11.6,5.5
2008/2/26,9.2,14.6,5.1
2008/2/27,7.2,10.2,4.1
2008/2/28,7.7,12.5,2.2
2008/2/29,10.1,15.2,2.1
2008/3/1,8.3,12.1,2.5
2008/3/2,10.2,16.8,1.7
2008/3/3,9.7,12.9,7.2
2008/3/4,7.4,10.2,5.7
2008/3/5,6.3,12.1,1.4
2008/3/6,8.1,14.8,0.3
2008/3/7,8.4,11.9,3.3
2008/3/8,7.5,13.4,1.1
2008/3/9,10.0,13.6,5.2
2008/3/10,10.9,15.5,5.0
2008/3/11,10.5,17.3,2.8
2008/3/12,11.9,18.9,6.7
2008/3/13,13.8,19.4,6.2
2008/3/14,14.0,17.5,9.2
2008/3/15,11.3,17.8,5.6
2008/3/16,11.2,16.5,4.6
2008/3/17,11.9,18.7,6.7
2008/3/18,12.1,16.7,4.8
2008/3/19,13.0,13.9,12.0
2008/3/20,11.6,14.4,9.3
2008/3/21,12.3,18.7,6.9
2008/3/22,13.4,19.1,5.3
2008/3/23,14.4,16.6,11.4
2008/3/24,12.6,16.9,7.4
2008/3/25,12.2,18.2,6.7
2008/3/26,9.7,13.5,4.0
2008/3/27,10.1,15.2,3.8
2008/3/28,10.3,14.2,5.8
2008/3/29,11.6,15.7,5.2
2008/3/30,12.6,14.8,11.3
2008/3/31,11.4,14.1,9.1
2008/4/1,12.1,16.0,8.0
2008/4/2,11.8,16.1,6.7
2008/4/3,13.9,17.9,11.2
2008/4/4,13.3,18.2,7.0
2008/4/5,11.4,15.6,5.3
2008/4/6,14.1,18.3,9.0
2008/4/7,16.0,18.6,13.6
2008/4/8,15.0,19.6,10.9
2008/4/9,15.4,17.2,13.3
2008/4/10,13.9,16.0,12.5
2008/4/11,14.6,18.3,12.4
2008/4/12,15.8,20.9,11.4
2008/4/13,14.6,18.8,11.2
2008/4/14,15.5,20.0,12.3
2008/4/15,15.3,20.6,9.2
2008/4/16,15.4,16.8,12.9
2008/4/17,15.7,17.6,14.3
2008/4/18,15.2,18.9,9.7
2008/4/19,15.0,20.2,8.6
2008/4/20,15.7,19.8,13.1
2008/4/21,16.5,21.4,11.7
2008/4/22,17.8,23.4,13.1
2008/4/23,16.1,18.8,12.2
2008/4/24,13.3,16.5,10.4
2008/4/25,14.8,19.5,9.5
2008/4/26,15.8,18.9,12.6
2008/4/27,14.4,17.9,10.7
2008/4/28,14.3,19.1,9.8
2008/4/29,17.1,23.0,10.5
2008/4/30,17.7,22.9,12.2
2008/5/1,18.6,21.4,16.1
