ダウンロードした時刻：2017/07/24 15:36:41

,函館,函館,函館
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/1/1,-0.5,3.5,-3.6
2001/1/2,-2.8,0.2,-4.7
2001/1/3,-4.6,-2.7,-5.7
2001/1/4,-1.5,1.0,-5.0
2001/1/5,-2.3,0.3,-7.0
2001/1/6,-3.8,0.8,-8.1
2001/1/7,-3.8,-0.8,-7.5
2001/1/8,-4.2,-1.1,-9.0
2001/1/9,-2.6,2.9,-9.0
2001/1/10,0.3,7.3,-5.6
2001/1/11,-4.7,0.8,-8.8
2001/1/12,-10.3,-8.8,-11.2
2001/1/13,-9.2,-6.9,-11.7
2001/1/14,-9.2,-4.5,-13.4
2001/1/15,-6.8,-2.4,-11.3
2001/1/16,-7.5,-4.8,-9.4
2001/1/17,-7.7,-3.7,-11.4
2001/1/18,-7.4,-3.6,-11.4
2001/1/19,-5.8,-0.8,-12.2
2001/1/20,-3.1,1.0,-8.3
2001/1/21,-3.4,0.4,-6.9
2001/1/22,-4.9,-1.2,-9.6
2001/1/23,-5.1,-1.1,-8.0
2001/1/24,-4.0,0.0,-9.8
2001/1/25,-0.2,3.0,-4.2
2001/1/26,-2.9,-0.9,-5.4
2001/1/27,-2.8,-1.6,-5.7
2001/1/28,-0.4,3.9,-3.0
2001/1/29,-3.0,-0.7,-4.3
2001/1/30,-3.0,1.5,-7.9
2001/1/31,-4.6,-2.0,-6.9
2001/2/1,0.8,4.6,-4.0
2001/2/2,-7.1,-3.4,-8.6
2001/2/3,-10.4,-8.0,-12.6
2001/2/4,-8.3,-5.8,-10.6
2001/2/5,-4.9,-3.1,-6.9
2001/2/6,-5.9,-2.5,-8.8
2001/2/7,-7.4,-4.1,-10.5
2001/2/8,-7.6,-4.9,-10.4
2001/2/9,-5.9,-2.5,-9.4
2001/2/10,-5.5,-2.3,-8.6
2001/2/11,-9.0,-6.4,-11.1
2001/2/12,-9.2,-7.2,-10.9
2001/2/13,-8.3,-6.3,-10.3
2001/2/14,-9.0,-5.4,-12.8
2001/2/15,-7.5,-4.9,-11.0
2001/2/16,-6.3,-3.0,-10.3
2001/2/17,-3.0,0.8,-8.2
2001/2/18,0.4,3.1,-5.3
2001/2/19,-5.2,-1.0,-9.6
2001/2/20,-3.8,-0.2,-8.8
2001/2/21,2.8,5.3,-4.0
2001/2/22,3.2,5.3,0.0
2001/2/23,-0.2,3.3,-3.8
2001/2/24,-2.9,-0.1,-6.5
2001/2/25,-4.8,-1.1,-7.8
2001/2/26,-5.1,-2.5,-9.5
2001/2/27,-0.8,4.3,-8.0
2001/2/28,2.9,5.3,1.0
2001/3/1,-0.1,2.9,-4.0
2001/3/2,-0.7,1.8,-4.5
2001/3/3,-0.4,2.9,-6.7
2001/3/4,3.4,6.1,0.9
2001/3/5,-1.5,1.2,-3.1
2001/3/6,-2.6,0.8,-5.7
2001/3/7,-3.2,-0.5,-5.8
2001/3/8,-4.2,0.0,-7.8
2001/3/9,-4.7,-0.5,-9.5
2001/3/10,-4.0,-0.8,-7.8
2001/3/11,-4.4,-0.3,-7.8
2001/3/12,-2.1,1.6,-7.5
2001/3/13,-0.3,2.6,-2.3
2001/3/14,3.7,7.7,-3.1
2001/3/15,2.0,7.2,-3.4
2001/3/16,0.1,3.5,-4.7
2001/3/17,3.5,8.2,-3.4
2001/3/18,4.5,8.0,1.9
2001/3/19,3.8,6.7,1.5
2001/3/20,8.7,12.6,2.2
2001/3/21,2.0,6.4,-0.8
2001/3/22,4.6,10.1,-2.4
2001/3/23,3.8,7.3,0.0
2001/3/24,3.8,8.1,-1.0
2001/3/25,6.3,11.7,1.3
2001/3/26,4.2,8.3,1.2
2001/3/27,1.3,3.7,-1.4
2001/3/28,3.2,7.3,-0.6
2001/3/29,3.1,6.8,-1.1
2001/3/30,1.8,5.3,0.3
2001/3/31,2.5,7.3,-1.2
2001/4/1,2.9,7.5,-1.0
2001/4/2,4.5,7.6,-1.0
2001/4/3,4.3,8.7,1.1
2001/4/4,2.6,7.4,-1.1
2001/4/5,5.2,9.6,-0.7
2001/4/6,5.8,10.7,0.6
2001/4/7,6.8,11.8,1.6
2001/4/8,8.0,12.7,5.0
2001/4/9,9.2,14.5,5.2
2001/4/10,10.3,15.6,5.8
2001/4/11,8.8,15.1,6.1
2001/4/12,9.8,14.0,5.6
2001/4/13,7.6,10.7,4.5
2001/4/14,10.4,14.9,7.1
2001/4/15,8.1,12.4,5.9
2001/4/16,8.5,13.3,2.7
2001/4/17,11.8,17.7,6.7
2001/4/18,14.0,21.6,6.2
2001/4/19,11.8,18.1,6.5
2001/4/20,5.2,8.6,1.1
2001/4/21,5.4,11.4,-0.9
2001/4/22,4.4,9.0,-0.1
2001/4/23,7.2,11.6,-0.9
2001/4/24,8.6,13.1,2.2
2001/4/25,6.2,11.3,0.5
2001/4/26,8.0,13.8,1.2
2001/4/27,10.9,18.7,3.1
2001/4/28,12.0,19.0,6.3
2001/4/29,10.1,14.8,5.8
2001/4/30,7.4,12.7,4.5
2001/5/1,5.6,8.9,4.1
