ダウンロードした時刻：2017/07/24 15:46:13

,徳島,徳島,徳島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2014/1/1,8.5,14.1,2.4
2014/1/2,9.7,13.9,6.0
2014/1/3,7.2,11.2,2.1
2014/1/4,7.5,13.3,4.0
2014/1/5,5.2,7.9,1.4
2014/1/6,5.3,9.2,1.2
2014/1/7,4.9,9.8,-0.5
2014/1/8,6.7,8.5,4.0
2014/1/9,6.8,10.2,3.2
2014/1/10,3.6,7.0,1.1
2014/1/11,4.5,8.4,0.6
2014/1/12,5.1,9.6,0.3
2014/1/13,5.0,7.1,3.3
2014/1/14,4.7,7.9,2.9
2014/1/15,5.9,9.7,2.5
2014/1/16,6.5,10.9,3.3
2014/1/17,6.5,10.9,3.0
2014/1/18,5.6,9.4,3.3
2014/1/19,3.7,6.9,1.7
2014/1/20,5.0,11.7,-1.7
2014/1/21,5.1,8.6,2.3
2014/1/22,4.7,7.8,2.4
2014/1/23,5.4,10.5,1.7
2014/1/24,5.1,10.2,-0.6
2014/1/25,8.7,15.0,1.7
2014/1/26,8.1,12.1,3.0
2014/1/27,3.3,7.0,0.1
2014/1/28,5.9,11.2,-1.6
2014/1/29,7.7,11.7,4.4
2014/1/30,9.7,13.9,4.1
2014/1/31,11.7,14.6,5.0
2014/2/1,8.4,14.0,2.5
2014/2/2,11.9,17.4,8.1
2014/2/3,11.9,15.3,7.3
2014/2/4,6.2,11.4,2.6
2014/2/5,3.3,6.7,1.7
2014/2/6,2.1,4.6,1.0
2014/2/7,3.0,5.4,0.4
2014/2/8,2.6,4.8,0.5
2014/2/9,5.9,9.7,3.0
2014/2/10,4.4,6.0,2.6
2014/2/11,2.8,5.2,1.0
2014/2/12,4.6,8.1,2.1
2014/2/13,4.6,7.4,2.3
2014/2/14,1.8,4.2,0.4
2014/2/15,5.9,10.0,2.5
2014/2/16,6.8,10.7,4.1
2014/2/17,6.6,12.9,2.5
2014/2/18,3.8,5.3,2.3
2014/2/19,4.2,6.3,3.1
2014/2/20,5.1,8.7,2.9
2014/2/21,4.7,9.3,0.9
2014/2/22,5.0,9.3,1.8
2014/2/23,5.7,9.8,2.2
2014/2/24,5.7,11.2,0.7
2014/2/25,8.4,14.2,2.4
2014/2/26,8.5,12.3,2.9
2014/2/27,12.6,16.0,9.0
2014/2/28,12.9,15.6,10.2
2014/3/1,9.7,11.3,8.4
2014/3/2,9.6,13.1,7.9
2014/3/3,7.1,10.2,4.0
2014/3/4,6.7,11.7,0.7
2014/3/5,7.9,9.9,5.4
2014/3/6,4.8,7.4,3.1
2014/3/7,4.7,8.9,0.7
2014/3/8,6.1,10.6,1.6
2014/3/9,7.5,12.1,4.2
2014/3/10,4.4,8.3,2.0
2014/3/11,6.2,11.7,2.4
2014/3/12,9.3,15.6,1.5
2014/3/13,13.0,17.6,7.7
2014/3/14,6.7,10.5,4.3
2014/3/15,6.9,11.8,2.8
2014/3/16,9.5,15.7,2.0
2014/3/17,12.4,18.4,5.9
2014/3/18,12.6,16.1,7.7
2014/3/19,11.9,15.4,8.0
2014/3/20,11.2,13.7,9.1
2014/3/21,7.2,10.6,5.0
2014/3/22,8.2,13.2,3.8
2014/3/23,10.7,15.7,5.6
2014/3/24,12.0,17.2,5.4
2014/3/25,14.6,18.9,11.1
2014/3/26,15.0,20.4,12.2
2014/3/27,15.6,19.4,10.9
2014/3/28,13.8,20.4,8.4
2014/3/29,15.6,21.7,11.4
2014/3/30,17.4,21.4,13.9
2014/3/31,14.3,18.4,10.8
2014/4/1,12.8,18.1,8.5
2014/4/2,14.2,18.9,8.6
2014/4/3,15.1,20.2,10.1
2014/4/4,11.6,14.7,6.8
2014/4/5,7.6,11.4,4.5
2014/4/6,7.7,11.4,5.2
2014/4/7,9.0,13.5,4.2
2014/4/8,12.6,18.1,5.1
2014/4/9,15.3,20.4,10.7
2014/4/10,15.7,24.0,10.2
2014/4/11,12.2,17.3,8.4
2014/4/12,12.4,16.5,6.8
2014/4/13,11.6,13.6,9.9
2014/4/14,14.5,20.6,9.2
2014/4/15,13.3,18.5,6.9
2014/4/16,15.3,19.6,10.5
2014/4/17,17.1,22.3,11.5
2014/4/18,15.2,18.0,12.7
2014/4/19,14.5,18.7,10.1
2014/4/20,12.1,14.6,9.5
2014/4/21,14.8,18.7,12.4
2014/4/22,15.5,17.0,13.2
2014/4/23,16.4,22.5,10.7
2014/4/24,15.9,22.3,10.0
2014/4/25,16.1,22.7,8.9
2014/4/26,17.4,23.0,10.9
2014/4/27,18.1,22.1,15.0
2014/4/28,16.8,18.2,15.5
2014/4/29,16.6,18.9,15.2
2014/4/30,18.3,22.5,14.9
2014/5/1,18.7,23.6,15.0
