É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2017/07/24 15:36:12

,éDñy,éDñy,éDñy
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2000/1/1,-3.3,-0.7,-5.0
2000/1/2,-3.8,0.2,-6.4
2000/1/3,-2.4,-0.1,-6.7
2000/1/4,-0.7,0.3,-1.3
2000/1/5,-1.7,2.0,-4.3
2000/1/6,-2.0,1.5,-7.6
2000/1/7,2.4,6.5,-2.1
2000/1/8,-2.8,-1.5,-5.4
2000/1/9,-2.3,2.0,-7.5
2000/1/10,-0.2,1.9,-2.5
2000/1/11,-4.4,-0.4,-6.8
2000/1/12,-5.1,-1.3,-7.3
2000/1/13,-2.8,0.5,-7.2
2000/1/14,2.2,3.2,-0.2
2000/1/15,-0.3,1.7,-2.6
2000/1/16,-2.1,0.2,-5.3
2000/1/17,-1.7,1.8,-6.8
2000/1/18,-3.8,-0.1,-6.8
2000/1/19,-3.1,0.5,-7.8
2000/1/20,-1.0,1.1,-3.1
2000/1/21,-4.4,-1.8,-7.1
2000/1/22,-4.2,-1.3,-7.7
2000/1/23,-2.5,0.3,-4.2
2000/1/24,-5.3,-1.0,-9.0
2000/1/25,-8.9,-6.9,-11.2
2000/1/26,-10.3,-9.1,-12.3
2000/1/27,-9.4,-4.3,-14.7
2000/1/28,-2.8,1.5,-9.0
2000/1/29,-1.3,3.8,-4.9
2000/1/30,-1.0,4.2,-4.7
2000/1/31,-6.4,-3.1,-11.1
2000/2/1,-1.5,1.4,-5.7
2000/2/2,-1.5,1.1,-4.0
2000/2/3,-2.5,1.3,-8.4
2000/2/4,-2.4,-0.6,-4.8
2000/2/5,-2.3,2.6,-7.2
2000/2/6,-2.3,0.0,-5.6
2000/2/7,-3.3,0.9,-8.4
2000/2/8,-3.8,-0.5,-6.6
2000/2/9,-5.8,-2.6,-9.4
2000/2/10,-4.3,-0.3,-8.6
2000/2/11,-3.0,-0.6,-5.8
2000/2/12,-4.2,-0.5,-7.8
2000/2/13,-4.5,-1.6,-6.8
2000/2/14,-4.1,-2.2,-7.0
2000/2/15,-5.8,-2.6,-9.1
2000/2/16,-6.4,-1.9,-11.8
2000/2/17,-2.0,0.9,-4.4
2000/2/18,-1.4,1.8,-4.3
2000/2/19,-1.4,1.8,-4.5
2000/2/20,-1.3,2.1,-4.5
2000/2/21,-2.7,1.2,-8.0
2000/2/22,-6.4,-2.9,-10.9
2000/2/23,-5.1,-0.5,-7.7
2000/2/24,-5.6,-3.3,-9.9
2000/2/25,-6.2,-3.7,-8.7
2000/2/26,-4.5,-1.4,-8.9
2000/2/27,-5.1,-0.3,-10.0
2000/2/28,-6.6,-4.8,-9.6
2000/2/29,-4.6,-0.6,-7.2
2000/3/1,-2.3,2.1,-9.7
2000/3/2,1.1,4.0,-3.5
2000/3/3,1.7,6.9,-4.9
2000/3/4,6.3,11.2,0.9
2000/3/5,0.8,4.6,-1.2
2000/3/6,0.1,3.5,-4.9
2000/3/7,-1.2,3.9,-5.0
2000/3/8,-3.2,-0.3,-5.1
2000/3/9,-3.9,-0.7,-6.4
2000/3/10,-4.4,-1.9,-6.3
2000/3/11,-0.7,2.9,-4.1
2000/3/12,-1.9,1.3,-5.7
2000/3/13,-3.1,-1.1,-4.6
2000/3/14,-1.2,1.4,-4.3
2000/3/15,0.5,3.6,-3.4
2000/3/16,1.1,3.6,-2.0
2000/3/17,-0.5,1.6,-2.2
2000/3/18,0.3,4.1,-4.8
2000/3/19,1.5,3.2,0.5
2000/3/20,0.7,3.4,-0.6
2000/3/21,-1.1,2.0,-4.5
2000/3/22,-1.6,1.0,-4.3
2000/3/23,-1.0,1.8,-5.8
2000/3/24,3.7,7.3,0.4
2000/3/25,0.1,3.5,-2.2
2000/3/26,-1.5,0.8,-3.0
2000/3/27,-0.7,1.4,-2.9
2000/3/28,1.6,5.1,-3.6
2000/3/29,6.2,8.6,1.8
2000/3/30,3.3,6.0,0.8
2000/3/31,6.0,11.0,0.7
2000/4/1,1.9,4.4,0.2
2000/4/2,2.6,5.4,-0.2
2000/4/3,5.5,9.6,2.0
2000/4/4,5.5,12.5,-1.0
2000/4/5,6.7,10.4,4.0
2000/4/6,4.5,7.5,1.1
2000/4/7,6.6,10.5,1.4
2000/4/8,5.7,9.5,2.2
2000/4/9,6.4,11.7,-1.1
2000/4/10,8.8,13.0,4.8
2000/4/11,4.6,9.3,1.1
2000/4/12,4.2,7.5,1.2
2000/4/13,6.6,10.3,3.2
2000/4/14,8.7,14.1,5.4
2000/4/15,6.1,8.7,4.0
2000/4/16,3.4,5.4,1.9
2000/4/17,3.4,5.4,1.5
2000/4/18,5.9,11.3,1.1
2000/4/19,5.6,8.9,1.2
2000/4/20,6.3,10.0,3.0
2000/4/21,8.5,11.4,4.7
2000/4/22,10.1,11.8,7.7
2000/4/23,9.6,14.5,6.6
2000/4/24,8.2,10.9,6.0
2000/4/25,6.6,9.1,5.2
2000/4/26,6.1,9.5,4.4
2000/4/27,6.7,8.8,5.3
2000/4/28,5.5,8.1,3.2
2000/4/29,5.2,8.5,3.2
2000/4/30,8.2,15.2,2.7
2000/5/1,11.6,18.1,5.3
