É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2017/07/24 15:36:14

,éDñy,éDñy,éDñy
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2007/1/1,0.5,5.0,-5.0
2007/1/2,1.2,2.8,-0.2
2007/1/3,-0.3,3.4,-3.8
2007/1/4,0.6,3.0,-3.1
2007/1/5,-0.6,3.3,-4.4
2007/1/6,0.9,4.2,-5.2
2007/1/7,2.1,3.9,0.3
2007/1/8,-0.6,1.4,-3.1
2007/1/9,-4.0,-2.2,-6.7
2007/1/10,-5.0,-2.5,-6.7
2007/1/11,-5.3,-3.3,-6.9
2007/1/12,-3.7,-0.8,-7.5
2007/1/13,-3.2,-0.5,-6.3
2007/1/14,-3.8,-1.7,-5.6
2007/1/15,-3.3,-0.6,-5.8
2007/1/16,-3.3,-0.5,-6.6
2007/1/17,-2.0,1.0,-4.5
2007/1/18,-2.1,1.1,-5.3
2007/1/19,-1.7,0.4,-3.6
2007/1/20,-2.8,-0.4,-5.2
2007/1/21,-2.1,2.0,-6.6
2007/1/22,-0.4,3.5,-4.6
2007/1/23,-1.1,0.9,-2.9
2007/1/24,-2.0,-0.3,-3.3
2007/1/25,-2.8,-1.3,-5.2
2007/1/26,-4.7,-0.4,-9.4
2007/1/27,-3.8,-2.8,-5.0
2007/1/28,-4.5,-2.5,-6.8
2007/1/29,-2.2,0.2,-5.4
2007/1/30,1.1,2.5,-0.6
2007/1/31,2.3,6.0,-1.6
2007/2/1,-1.9,1.2,-5.9
2007/2/2,-3.8,-1.6,-5.8
2007/2/3,-0.2,4.2,-7.4
2007/2/4,-2.9,3.9,-4.8
2007/2/5,-0.2,3.9,-7.5
2007/2/6,1.8,5.6,-1.6
2007/2/7,-2.7,-0.6,-4.5
2007/2/8,-1.9,-0.1,-5.4
2007/2/9,-0.3,2.1,-4.3
2007/2/10,-3.3,-0.2,-7.7
2007/2/11,-1.0,2.8,-3.5
2007/2/12,-4.6,-2.2,-6.1
2007/2/13,-5.0,-3.3,-7.3
2007/2/14,-2.4,2.4,-9.2
2007/2/15,0.8,2.5,-1.3
2007/2/16,0.3,1.5,-0.7
2007/2/17,0.6,3.7,-3.5
2007/2/18,0.9,2.7,-0.9
2007/2/19,-1.7,1.1,-3.8
2007/2/20,-1.3,1.8,-4.9
2007/2/21,-3.2,1.8,-7.1
2007/2/22,1.0,6.8,-7.0
2007/2/23,2.7,8.9,-3.2
2007/2/24,-3.9,-1.8,-5.9
2007/2/25,-2.7,1.6,-7.4
2007/2/26,-3.7,0.2,-7.9
2007/2/27,-0.7,2.2,-4.8
2007/2/28,-2.4,0.6,-5.4
2007/3/1,-2.8,0.5,-7.4
2007/3/2,-0.7,2.4,-3.6
2007/3/3,2.1,5.5,-2.7
2007/3/4,2.0,3.9,0.8
2007/3/5,4.7,8.4,1.7
2007/3/6,1.9,8.5,-3.9
2007/3/7,-3.9,-1.5,-6.2
2007/3/8,-2.8,1.0,-5.2
2007/3/9,-1.2,2.2,-4.7
2007/3/10,0.4,4.7,-5.1
2007/3/11,0.4,4.9,-4.4
2007/3/12,-3.7,-1.4,-5.0
2007/3/13,-0.9,1.5,-2.3
2007/3/14,-0.6,2.3,-2.1
2007/3/15,-0.5,2.5,-4.6
2007/3/16,-0.6,3.5,-5.4
2007/3/17,-0.7,2.5,-3.6
2007/3/18,-0.1,2.1,-2.6
2007/3/19,0.9,4.1,-2.4
2007/3/20,0.7,3.2,-1.4
2007/3/21,0.8,3.9,-2.9
2007/3/22,2.1,6.0,-1.6
2007/3/23,1.8,6.4,-2.1
2007/3/24,3.5,7.6,-2.4
2007/3/25,8.1,13.8,5.2
2007/3/26,3.9,6.4,0.9
2007/3/27,2.9,6.1,0.1
2007/3/28,1.8,5.1,-0.8
2007/3/29,2.3,6.2,-2.2
2007/3/30,2.5,6.6,0.3
2007/3/31,4.0,6.6,2.0
2007/4/1,2.9,5.7,0.4
2007/4/2,3.1,3.9,1.8
2007/4/3,2.4,5.4,0.3
2007/4/4,2.6,7.1,-0.4
2007/4/5,2.6,6.5,-0.8
2007/4/6,5.1,10.5,-0.6
2007/4/7,5.5,10.7,0.4
2007/4/8,6.9,10.2,4.7
2007/4/9,6.2,8.9,4.5
2007/4/10,5.1,8.1,2.8
2007/4/11,4.3,7.5,1.5
2007/4/12,3.5,8.7,0.5
2007/4/13,4.6,7.6,1.3
2007/4/14,1.7,3.2,0.5
2007/4/15,3.0,6.7,-0.1
2007/4/16,4.3,7.2,0.3
2007/4/17,4.7,8.6,0.9
2007/4/18,5.7,11.3,0.9
2007/4/19,7.9,13.6,2.6
2007/4/20,7.8,11.0,5.7
2007/4/21,11.8,17.0,7.2
2007/4/22,9.3,14.9,5.8
2007/4/23,8.3,13.3,4.0
2007/4/24,10.8,18.0,4.9
2007/4/25,11.9,17.6,8.0
2007/4/26,6.7,10.0,3.0
2007/4/27,7.9,11.9,4.1
2007/4/28,12.2,17.7,5.7
2007/4/29,11.6,19.6,6.4
2007/4/30,9.5,14.6,4.5
2007/5/1,10.1,12.9,6.6
