ダウンロードした時刻：2017/07/24 15:40:14

,前橋,前橋,前橋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2013/1/1,3.5,10.5,-1.3
2013/1/2,5.6,13.2,-0.3
2013/1/3,2.0,5.1,-1.9
2013/1/4,0.3,4.5,-2.4
2013/1/5,0.1,5.3,-3.7
2013/1/6,2.7,9.6,-2.1
2013/1/7,3.2,8.6,-1.5
2013/1/8,3.8,10.2,-0.8
2013/1/9,5.3,11.3,1.9
2013/1/10,2.5,7.1,-0.6
2013/1/11,2.0,6.0,-0.9
2013/1/12,2.2,7.9,-2.8
2013/1/13,6.9,13.9,1.1
2013/1/14,3.3,6.4,0.5
2013/1/15,2.2,5.7,-0.6
2013/1/16,2.0,8.1,-2.5
2013/1/17,2.2,7.8,-0.8
2013/1/18,0.8,4.0,-2.6
2013/1/19,3.0,9.3,-2.4
2013/1/20,3.6,8.7,-0.2
2013/1/21,3.7,8.1,-0.3
2013/1/22,5.3,12.7,2.0
2013/1/23,5.2,9.0,1.5
2013/1/24,5.4,10.0,1.0
2013/1/25,2.6,7.9,-1.4
2013/1/26,0.2,4.8,-3.4
2013/1/27,1.9,6.4,-2.3
2013/1/28,3.3,7.9,-1.1
2013/1/29,3.8,8.5,-1.0
2013/1/30,4.4,10.4,-0.2
2013/1/31,2.9,8.2,-1.1
2013/2/1,4.4,10.4,-1.3
2013/2/2,9.8,18.6,4.7
2013/2/3,5.7,9.3,3.5
2013/2/4,7.2,10.7,3.4
2013/2/5,5.7,9.2,2.8
2013/2/6,1.8,4.4,0.3
2013/2/7,4.5,10.4,0.7
2013/2/8,1.7,5.0,-1.3
2013/2/9,1.2,5.8,-2.7
2013/2/10,3.0,11.3,-3.2
2013/2/11,2.3,5.6,-0.6
2013/2/12,2.0,6.2,-3.2
2013/2/13,4.6,10.3,-0.1
2013/2/14,4.4,10.8,-0.7
2013/2/15,2.6,5.1,0.5
2013/2/16,0.4,3.5,-1.9
2013/2/17,1.3,6.3,-3.2
2013/2/18,3.1,7.2,-0.6
2013/2/19,2.6,5.9,-1.0
2013/2/20,1.8,10.4,-3.6
2013/2/21,1.1,6.6,-4.1
2013/2/22,3.1,10.0,-3.2
2013/2/23,2.9,7.9,-0.4
2013/2/24,-0.1,4.9,-2.6
2013/2/25,0.3,6.3,-4.5
2013/2/26,2.8,9.4,-3.1
2013/2/27,6.7,11.9,2.2
2013/2/28,9.6,16.6,3.8
2013/3/1,9.3,15.0,4.8
2013/3/2,5.4,8.8,2.3
2013/3/3,4.0,8.4,0.2
2013/3/4,4.8,10.4,-0.1
2013/3/5,5.8,12.8,-0.2
2013/3/6,9.0,18.9,1.2
2013/3/7,10.0,16.5,3.5
2013/3/8,13.4,21.8,6.2
2013/3/9,16.3,25.7,8.2
2013/3/10,8.3,25.1,2.3
2013/3/11,3.9,8.2,1.2
2013/3/12,7.8,16.4,-0.6
2013/3/13,11.8,21.1,4.1
2013/3/14,5.3,9.3,1.3
2013/3/15,6.6,13.8,0.8
2013/3/16,9.9,20.7,3.0
2013/3/17,11.2,17.6,4.2
2013/3/18,15.0,23.3,8.5
2013/3/19,17.4,24.7,11.6
2013/3/20,15.0,18.5,11.8
2013/3/21,6.9,13.2,3.7
2013/3/22,11.3,19.0,2.6
2013/3/23,11.7,15.7,8.0
2013/3/24,9.4,13.2,6.3
2013/3/25,8.5,10.6,4.7
2013/3/26,6.6,12.0,2.3
2013/3/27,7.9,10.6,3.9
2013/3/28,14.0,20.7,7.6
2013/3/29,15.6,22.2,9.7
2013/3/30,7.9,10.2,6.0
2013/3/31,6.8,9.4,5.4
2013/4/1,11.0,16.0,5.0
2013/4/2,9.5,11.0,7.9
2013/4/3,12.1,15.8,9.9
2013/4/4,16.0,23.7,8.3
2013/4/5,15.7,21.3,9.4
2013/4/6,15.3,20.0,13.4
2013/4/7,14.0,21.9,7.6
2013/4/8,11.1,15.7,7.2
2013/4/9,12.8,19.9,5.4
2013/4/10,10.5,17.0,5.0
2013/4/11,8.6,14.3,4.4
2013/4/12,8.7,15.9,2.9
2013/4/13,10.5,17.6,2.6
2013/4/14,13.7,21.1,6.2
2013/4/15,15.5,23.0,10.6
2013/4/16,14.7,20.2,8.6
2013/4/17,18.2,25.4,11.7
2013/4/18,18.4,24.7,12.2
2013/4/19,10.9,16.9,7.0
2013/4/20,7.6,12.2,3.1
2013/4/21,6.1,11.9,2.8
2013/4/22,8.7,14.2,2.2
2013/4/23,11.5,17.5,3.1
2013/4/24,12.2,14.1,10.2
2013/4/25,18.0,24.8,12.8
2013/4/26,14.3,21.4,9.6
2013/4/27,12.5,18.2,7.3
2013/4/28,13.0,18.7,5.5
2013/4/29,15.7,23.0,7.2
2013/4/30,15.6,20.8,12.0
2013/5/1,14.1,19.3,10.1
