ダウンロードした時刻：2017/07/24 15:44:12

,広島,広島,広島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/1/1,8.2,14.8,4.0
2000/1/2,7.8,12.1,4.2
2000/1/3,9.7,15.6,5.4
2000/1/4,7.1,13.2,2.2
2000/1/5,8.5,14.3,3.1
2000/1/6,11.6,15.0,8.8
2000/1/7,9.5,12.5,4.9
2000/1/8,6.6,11.3,4.1
2000/1/9,5.8,8.8,3.2
2000/1/10,8.6,13.6,5.8
2000/1/11,7.3,10.7,5.0
2000/1/12,6.7,7.7,5.8
2000/1/13,9.2,11.4,7.0
2000/1/14,9.3,12.1,6.1
2000/1/15,8.2,13.3,3.2
2000/1/16,6.4,7.7,5.6
2000/1/17,8.7,12.6,4.3
2000/1/18,9.2,12.5,7.1
2000/1/19,6.5,11.2,2.9
2000/1/20,1.6,5.1,-1.0
2000/1/21,2.1,6.8,-1.0
2000/1/22,4.3,7.9,1.3
2000/1/23,5.2,7.5,3.1
2000/1/24,8.5,12.9,6.5
2000/1/25,6.6,10.8,4.4
2000/1/26,3.5,6.7,0.9
2000/1/27,2.4,6.5,0.6
2000/1/28,3.3,9.3,-1.1
2000/1/29,4.6,9.8,-0.5
2000/1/30,6.6,10.7,4.2
2000/1/31,3.7,7.2,1.8
2000/2/1,4.6,8.7,0.2
2000/2/2,6.0,10.6,1.2
2000/2/3,5.6,9.8,1.1
2000/2/4,6.6,11.2,2.9
2000/2/5,6.2,11.6,0.4
2000/2/6,7.2,9.0,5.7
2000/2/7,8.0,11.2,4.7
2000/2/8,2.1,7.8,-0.9
2000/2/9,2.2,5.6,-0.2
2000/2/10,3.2,9.7,-1.4
2000/2/11,5.5,13.4,0.0
2000/2/12,6.3,12.9,0.7
2000/2/13,7.2,14.1,1.8
2000/2/14,8.5,12.7,4.7
2000/2/15,2.2,7.2,-0.3
2000/2/16,1.1,4.9,-1.2
2000/2/17,2.4,7.9,-1.0
2000/2/18,3.8,10.0,-0.8
2000/2/19,3.5,6.7,1.8
2000/2/20,6.4,13.5,2.6
2000/2/21,4.8,10.3,2.1
2000/2/22,3.6,8.3,0.1
2000/2/23,4.6,9.8,-0.1
2000/2/24,3.9,9.5,1.1
2000/2/25,3.8,7.8,0.8
2000/2/26,4.4,9.5,1.3
2000/2/27,4.0,9.0,0.7
2000/2/28,3.8,11.0,-0.6
2000/2/29,3.5,8.5,0.0
2000/3/1,4.9,11.3,-0.8
2000/3/2,7.0,14.0,0.3
2000/3/3,10.2,16.9,2.0
2000/3/4,9.4,11.9,7.6
2000/3/5,11.1,16.0,7.3
2000/3/6,9.7,15.2,4.2
2000/3/7,7.9,13.3,3.5
2000/3/8,5.2,8.4,2.3
2000/3/9,6.0,11.3,2.5
2000/3/10,6.5,12.5,0.8
2000/3/11,5.0,7.1,3.3
2000/3/12,6.3,10.1,3.4
2000/3/13,8.1,16.3,1.4
2000/3/14,7.8,14.4,1.4
2000/3/15,8.9,16.0,1.9
2000/3/16,9.5,14.9,7.1
2000/3/17,9.0,14.8,4.9
2000/3/18,9.3,16.7,1.5
2000/3/19,9.1,11.2,7.9
2000/3/20,9.7,15.4,6.1
2000/3/21,9.4,15.1,2.4
2000/3/22,11.4,17.5,7.3
2000/3/23,7.5,10.8,3.2
2000/3/24,10.1,14.0,7.4
2000/3/25,9.2,13.0,6.1
2000/3/26,11.9,17.2,6.7
2000/3/27,12.2,19.3,4.5
2000/3/28,11.5,12.7,9.6
2000/3/29,10.3,13.2,8.5
2000/3/30,11.5,16.4,7.2
2000/3/31,8.7,10.6,6.4
2000/4/1,11.9,17.3,7.5
2000/4/2,11.1,16.4,5.8
2000/4/3,12.9,18.8,9.3
2000/4/4,13.2,17.4,8.6
2000/4/5,13.4,17.0,10.5
2000/4/6,12.5,17.9,8.9
2000/4/7,13.8,20.4,6.8
2000/4/8,14.3,20.3,10.9
2000/4/9,13.9,20.0,7.5
2000/4/10,14.1,17.9,9.8
2000/4/11,12.5,19.0,7.1
2000/4/12,13.5,18.5,6.9
2000/4/13,15.2,20.7,8.4
2000/4/14,17.9,23.1,11.6
2000/4/15,13.0,17.1,10.1
2000/4/16,11.4,16.1,8.1
2000/4/17,13.0,20.5,5.5
2000/4/18,15.4,22.9,7.7
2000/4/19,15.0,19.3,13.3
2000/4/20,17.3,21.9,14.1
2000/4/21,15.0,16.2,13.4
2000/4/22,16.8,21.3,12.1
2000/4/23,16.9,21.6,13.0
2000/4/24,15.2,21.6,9.6
2000/4/25,14.9,21.5,7.2
2000/4/26,13.5,16.0,11.3
2000/4/27,14.5,17.8,12.7
2000/4/28,13.2,16.1,9.5
2000/4/29,13.9,20.5,7.1
2000/4/30,12.8,15.8,9.9
2000/5/1,17.0,22.7,12.4
