ダウンロードした時刻：2017/07/24 15:40:59

,名古屋,名古屋,名古屋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1994/1/1,4.4,8.5,1.2
1994/1/2,4.0,9.9,-1.1
1994/1/3,5.5,9.9,0.5
1994/1/4,6.4,10.7,2.5
1994/1/5,5.9,10.0,1.7
1994/1/6,6.5,12.0,1.8
1994/1/7,5.5,9.0,2.0
1994/1/8,3.5,8.9,-0.7
1994/1/9,5.5,13.4,-0.5
1994/1/10,7.1,14.3,1.1
1994/1/11,8.2,14.1,3.4
1994/1/12,6.9,12.3,2.2
1994/1/13,5.9,8.2,3.0
1994/1/14,6.4,12.7,2.3
1994/1/15,3.8,8.7,0.1
1994/1/16,4.0,10.7,-2.0
1994/1/17,3.9,6.6,0.7
1994/1/18,9.1,13.7,6.1
1994/1/19,3.4,6.7,0.5
1994/1/20,2.0,5.7,-1.3
1994/1/21,3.2,7.3,0.9
1994/1/22,2.8,8.4,-1.7
1994/1/23,3.1,8.9,-1.2
1994/1/24,1.5,6.0,-1.6
1994/1/25,3.4,9.2,-2.4
1994/1/26,5.7,13.3,0.0
1994/1/27,6.0,10.0,2.9
1994/1/28,4.5,10.8,1.3
1994/1/29,3.6,8.5,-0.4
1994/1/30,0.8,5.0,-2.0
1994/1/31,2.3,7.9,-3.1
1994/2/1,3.7,6.6,1.2
1994/2/2,3.4,6.8,0.4
1994/2/3,0.2,2.8,-0.9
1994/2/4,2.9,7.2,-1.6
1994/2/5,5.9,11.7,1.0
1994/2/6,6.9,13.3,1.8
1994/2/7,7.8,12.5,3.0
1994/2/8,7.4,12.2,1.8
1994/2/9,6.6,12.0,3.4
1994/2/10,2.2,4.7,-0.3
1994/2/11,2.7,7.3,-1.8
1994/2/12,0.8,2.9,-1.2
1994/2/13,0.3,3.9,-2.7
1994/2/14,2.3,7.2,-2.0
1994/2/15,3.9,8.1,-0.4
1994/2/16,6.0,10.9,2.2
1994/2/17,5.1,9.9,0.9
1994/2/18,6.3,14.4,-0.4
1994/2/19,7.3,16.1,-0.6
1994/2/20,7.9,14.0,2.0
1994/2/21,7.9,11.3,1.8
1994/2/22,4.0,7.9,0.3
1994/2/23,3.6,7.5,0.8
1994/2/24,2.6,6.5,0.0
1994/2/25,5.6,12.3,-0.3
1994/2/26,5.6,11.8,1.1
1994/2/27,5.3,11.2,0.4
1994/2/28,5.9,12.4,1.3
1994/3/1,5.4,11.6,1.0
1994/3/2,5.8,10.8,2.6
1994/3/3,5.7,11.0,-0.5
1994/3/4,6.9,12.0,3.5
1994/3/5,4.4,9.2,0.7
1994/3/6,5.4,11.8,0.0
1994/3/7,7.6,13.0,0.8
1994/3/8,8.5,9.7,7.1
1994/3/9,12.0,17.6,8.0
1994/3/10,7.6,11.3,2.9
1994/3/11,6.0,11.3,1.5
1994/3/12,5.3,9.1,3.1
1994/3/13,6.2,12.4,2.4
1994/3/14,5.5,12.1,0.9
1994/3/15,4.4,9.8,0.7
1994/3/16,6.0,12.1,-0.5
1994/3/17,7.3,13.0,3.5
1994/3/18,7.8,14.0,1.3
1994/3/19,10.4,17.4,6.0
1994/3/20,8.9,15.3,5.6
1994/3/21,7.8,13.2,3.9
1994/3/22,7.8,13.5,3.5
1994/3/23,9.0,10.1,6.8
1994/3/24,9.1,13.8,5.9
1994/3/25,5.8,10.1,2.7
1994/3/26,5.6,11.5,0.3
1994/3/27,6.3,11.7,1.8
1994/3/28,8.9,15.2,1.1
1994/3/29,10.0,14.9,4.9
1994/3/30,9.1,16.6,2.1
1994/3/31,12.2,19.9,3.6
1994/4/1,12.8,20.1,4.9
1994/4/2,14.1,18.7,10.3
1994/4/3,13.5,19.2,8.3
1994/4/4,13.7,21.4,6.2
1994/4/5,18.4,26.3,10.9
1994/4/6,18.7,26.9,12.0
1994/4/7,14.9,18.8,13.4
1994/4/8,12.4,17.0,8.4
1994/4/9,8.4,12.5,5.7
1994/4/10,9.9,16.1,4.2
1994/4/11,14.4,21.6,8.1
1994/4/12,14.9,17.9,12.6
1994/4/13,14.5,19.0,10.1
1994/4/14,12.8,18.8,6.6
1994/4/15,14.3,21.5,6.8
1994/4/16,16.3,24.1,9.4
1994/4/17,17.7,24.3,12.4
1994/4/18,14.6,18.5,10.3
1994/4/19,16.5,22.7,11.6
1994/4/20,16.6,22.1,11.7
1994/4/21,17.8,23.0,13.9
1994/4/22,18.0,23.4,13.5
1994/4/23,14.8,18.1,12.4
1994/4/24,16.7,23.7,12.5
1994/4/25,18.0,25.5,12.4
1994/4/26,19.6,27.5,12.7
1994/4/27,17.3,22.7,11.8
1994/4/28,16.2,20.1,13.4
1994/4/29,17.4,24.5,10.0
1994/4/30,17.5,22.4,13.1
1994/5/1,16.8,19.2,13.7
