ダウンロードした時刻：2017/07/24 15:42:26

,横浜,横浜,横浜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2012/1/1,6.3,9.5,2.9
2012/1/2,6.4,11.5,3.4
2012/1/3,6.4,10.9,2.8
2012/1/4,5.8,12.4,1.6
2012/1/5,5.4,10.4,2.0
2012/1/6,5.3,8.9,1.8
2012/1/7,5.6,9.4,2.8
2012/1/8,5.7,10.3,2.1
2012/1/9,5.9,10.1,2.3
2012/1/10,6.6,10.1,2.7
2012/1/11,5.7,11.1,2.3
2012/1/12,3.5,7.1,0.2
2012/1/13,5.5,10.6,0.6
2012/1/14,5.0,8.4,2.8
2012/1/15,4.4,6.0,2.4
2012/1/16,4.6,5.6,3.3
2012/1/17,4.8,7.7,3.2
2012/1/18,5.0,8.8,0.7
2012/1/19,6.2,10.4,2.3
2012/1/20,2.5,5.5,1.4
2012/1/21,3.2,3.6,2.4
2012/1/22,5.5,8.4,3.5
2012/1/23,5.5,8.7,0.7
2012/1/24,2.9,5.8,1.1
2012/1/25,4.0,9.5,-0.4
2012/1/26,3.2,6.5,0.6
2012/1/27,3.5,8.9,-1.3
2012/1/28,2.6,6.2,-0.2
2012/1/29,3.2,7.5,0.8
2012/1/30,3.3,6.7,0.2
2012/1/31,3.9,9.0,0.2
2012/2/1,6.7,12.2,0.7
2012/2/2,2.5,5.9,0.2
2012/2/3,2.5,6.7,-1.9
2012/2/4,5.6,12.2,-0.8
2012/2/5,5.5,7.9,2.6
2012/2/6,4.3,5.4,3.6
2012/2/7,9.7,16.9,4.6
2012/2/8,6.3,9.3,3.9
2012/2/9,5.5,9.9,1.7
2012/2/10,5.5,9.0,2.3
2012/2/11,5.3,8.9,2.0
2012/2/12,5.1,9.9,1.2
2012/2/13,5.7,9.6,2.0
2012/2/14,5.0,6.6,3.6
2012/2/15,7.1,11.0,4.7
2012/2/16,3.1,4.7,1.6
2012/2/17,4.0,9.5,1.7
2012/2/18,2.8,7.1,0.3
2012/2/19,3.1,7.5,-0.1
2012/2/20,5.5,10.1,0.4
2012/2/21,7.3,12.1,2.1
2012/2/22,7.7,9.4,5.7
2012/2/23,6.9,10.6,4.5
2012/2/24,10.9,15.4,7.5
2012/2/25,6.0,9.6,3.6
2012/2/26,5.7,7.7,3.6
2012/2/27,4.7,9.7,2.0
2012/2/28,3.6,6.5,0.4
2012/2/29,2.0,4.9,0.4
2012/3/1,7.5,11.6,2.6
2012/3/2,6.6,8.9,4.2
2012/3/3,7.0,10.7,3.8
2012/3/4,5.5,6.7,3.5
2012/3/5,5.7,9.9,2.4
2012/3/6,11.1,14.9,8.2
2012/3/7,11.9,13.8,10.6
2012/3/8,9.1,10.7,7.3
2012/3/9,7.1,8.8,5.3
2012/3/10,5.2,7.2,2.6
2012/3/11,7.4,10.9,4.4
2012/3/12,7.1,12.3,2.9
2012/3/13,6.7,11.6,2.3
2012/3/14,7.0,10.8,3.2
2012/3/15,7.6,13.6,3.3
2012/3/16,7.7,11.5,3.4
2012/3/17,6.8,11.3,5.0
2012/3/18,9.5,12.2,6.8
2012/3/19,9.0,12.1,6.1
2012/3/20,8.0,12.0,3.7
2012/3/21,8.0,13.3,4.5
2012/3/22,9.8,14.3,3.9
2012/3/23,9.5,11.6,7.5
2012/3/24,8.4,10.5,6.9
2012/3/25,9.1,13.1,5.0
2012/3/26,7.7,12.0,4.2
2012/3/27,9.0,14.0,3.9
2012/3/28,10.8,18.1,5.9
2012/3/29,11.2,16.6,6.5
2012/3/30,14.9,18.9,11.6
2012/3/31,13.8,19.4,7.1
2012/4/1,9.8,15.1,5.0
2012/4/2,10.2,15.9,6.0
2012/4/3,13.6,16.6,9.8
2012/4/4,11.8,17.2,7.7
2012/4/5,14.2,19.3,10.0
2012/4/6,10.1,14.4,6.7
2012/4/7,8.2,13.7,4.9
2012/4/8,9.2,14.3,4.8
2012/4/9,15.8,22.8,8.0
2012/4/10,15.6,20.3,11.4
2012/4/11,14.6,18.4,12.2
2012/4/12,16.2,22.3,11.0
2012/4/13,16.2,22.0,12.5
2012/4/14,9.8,13.9,8.5
2012/4/15,11.4,15.0,8.1
2012/4/16,12.7,16.9,8.5
2012/4/17,14.5,18.4,12.0
2012/4/18,14.8,19.6,10.4
2012/4/19,14.3,18.0,12.2
2012/4/20,13.3,16.2,11.7
2012/4/21,12.4,16.7,10.7
2012/4/22,11.3,13.6,9.7
2012/4/23,12.9,14.8,10.1
2012/4/24,17.3,23.4,13.3
2012/4/25,17.4,22.0,14.3
2012/4/26,17.6,20.3,15.5
2012/4/27,16.3,16.9,15.4
2012/4/28,17.8,22.8,15.1
2012/4/29,19.6,25.9,15.0
2012/4/30,19.6,22.2,17.9
2012/5/1,19.7,23.7,17.8
