ダウンロードした時刻：2017/07/24 15:42:42

,三宅島,三宅島,三宅島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1981/1/1,6.8,10.9,2.4
1981/1/2,10.5,15.4,3.1
1981/1/3,6.9,7.9,6.2
1981/1/4,7.6,8.6,6.1
1981/1/5,6.8,8.4,5.8
1981/1/6,6.4,7.6,5.1
1981/1/7,7.2,8.0,5.8
1981/1/8,8.4,9.8,6.9
1981/1/9,9.6,10.4,8.5
1981/1/10,9.1,10.9,6.6
1981/1/11,6.4,7.7,5.7
1981/1/12,6.5,7.8,5.1
1981/1/13,6.3,7.2,5.2
1981/1/14,6.3,7.7,4.8
1981/1/15,7.1,8.5,5.4
1981/1/16,7.7,9.1,6.0
1981/1/17,5.1,8.1,1.8
1981/1/18,7.7,9.7,2.6
1981/1/19,9.0,10.0,8.1
1981/1/20,8.1,9.2,7.3
1981/1/21,7.2,7.9,6.6
1981/1/22,3.6,7.9,-1.1
1981/1/23,6.0,10.3,-0.7
1981/1/24,12.1,15.9,5.0
1981/1/25,11.1,15.1,6.7
1981/1/26,7.9,10.4,2.5
1981/1/27,3.6,6.8,-0.4
1981/1/28,5.5,8.0,-0.2
1981/1/29,8.0,9.1,5.9
1981/1/30,7.5,9.7,4.9
1981/1/31,6.7,10.8,3.2
1981/2/1,8.3,11.8,2.5
1981/2/2,7.8,9.7,4.8
1981/2/3,9.2,11.1,7.5
1981/2/4,7.4,8.8,2.8
1981/2/5,6.6,9.5,0.2
1981/2/6,8.3,9.9,6.7
1981/2/7,8.2,9.7,4.7
1981/2/8,9.0,9.6,7.7
1981/2/9,9.5,10.2,8.3
1981/2/10,8.8,9.7,7.3
1981/2/11,7.2,8.1,5.9
1981/2/12,9.6,11.6,6.6
1981/2/13,10.9,12.0,9.6
1981/2/14,11.8,12.7,10.0
1981/2/15,13.6,16.6,10.4
1981/2/16,14.6,17.2,11.9
1981/2/17,8.8,12.8,4.8
1981/2/18,8.1,11.0,6.0
1981/2/19,12.2,15.7,9.7
1981/2/20,9.7,12.3,7.1
1981/2/21,8.7,10.9,6.2
1981/2/22,7.3,9.6,4.3
1981/2/23,9.9,14.8,4.2
1981/2/24,9.5,11.7,7.8
1981/2/25,6.4,9.6,4.6
1981/2/26,1.9,4.9,0.0
1981/2/27,2.1,5.0,-0.8
1981/2/28,5.7,7.7,-0.5
1981/3/1,7.7,9.6,6.1
1981/3/2,6.2,8.4,3.7
1981/3/3,10.1,14.4,1.9
1981/3/4,12.7,16.5,10.4
1981/3/5,11.2,13.1,8.9
1981/3/6,10.0,13.1,7.7
1981/3/7,10.3,13.4,7.9
1981/3/8,12.4,14.8,8.5
1981/3/9,10.6,12.3,7.6
1981/3/10,8.4,12.3,5.8
1981/3/11,8.0,9.2,4.9
1981/3/12,10.6,13.5,3.8
1981/3/13,13.5,16.5,9.2
1981/3/14,15.9,18.6,12.0
1981/3/15,13.3,18.6,9.3
1981/3/16,8.7,9.8,6.9
1981/3/17,9.6,11.6,5.2
1981/3/18,11.7,14.1,5.7
1981/3/19,14.3,17.4,9.7
1981/3/20,12.9,16.6,10.0
1981/3/21,14.1,17.2,9.7
1981/3/22,13.0,14.5,11.7
1981/3/23,14.6,17.3,11.8
1981/3/24,13.2,15.3,11.3
1981/3/25,16.4,19.1,13.9
1981/3/26,15.3,19.4,10.9
1981/3/27,11.5,13.5,9.3
1981/3/28,11.6,13.8,8.0
1981/3/29,13.3,15.9,7.4
1981/3/30,12.0,14.5,10.1
1981/3/31,11.0,12.8,9.1
1981/4/1,13.9,16.9,10.1
1981/4/2,15.6,18.6,11.9
1981/4/3,13.4,15.7,8.2
1981/4/4,15.0,17.9,12.0
1981/4/5,14.7,16.0,13.0
1981/4/6,16.2,18.6,13.1
1981/4/7,16.1,19.1,11.4
1981/4/8,14.9,17.3,13.0
1981/4/9,15.2,18.2,13.4
1981/4/10,17.5,21.1,13.3
1981/4/11,17.9,19.3,16.1
1981/4/12,17.9,19.8,16.1
1981/4/13,15.5,17.4,12.3
1981/4/14,13.8,16.2,11.9
1981/4/15,15.7,19.4,9.4
1981/4/16,15.0,20.3,12.2
1981/4/17,14.9,17.0,10.9
1981/4/18,14.7,17.2,11.3
1981/4/19,14.1,17.2,12.2
1981/4/20,14.5,18.1,11.6
1981/4/21,13.5,16.2,10.8
1981/4/22,14.8,18.6,8.0
1981/4/23,17.4,20.1,15.0
1981/4/24,19.6,22.5,16.8
1981/4/25,17.7,23.3,13.6
1981/4/26,14.9,18.6,11.1
1981/4/27,18.6,21.0,13.8
1981/4/28,16.7,19.1,14.4
1981/4/29,18.2,20.4,15.7
1981/4/30,19.4,23.2,15.3
1981/5/1,18.3,22.8,14.1
