ダウンロードした時刻：2017/07/24 15:40:47

,岐阜,岐阜,岐阜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1992/1/1,5.4,10.5,1.9
1992/1/2,6.1,13.4,0.9
1992/1/3,6.5,10.5,2.1
1992/1/4,6.3,11.5,1.9
1992/1/5,5.9,11.9,-1.0
1992/1/6,5.3,6.3,4.5
1992/1/7,8.8,12.3,6.2
1992/1/8,9.4,13.2,6.4
1992/1/9,7.3,9.3,5.8
1992/1/10,6.6,10.5,2.7
1992/1/11,5.4,11.7,-0.9
1992/1/12,6.6,13.0,1.0
1992/1/13,8.4,13.4,3.8
1992/1/14,6.0,9.7,1.7
1992/1/15,3.5,9.2,-0.1
1992/1/16,3.7,10.2,-2.0
1992/1/17,5.4,11.8,1.4
1992/1/18,3.4,8.1,0.9
1992/1/19,2.7,6.9,-0.1
1992/1/20,3.4,9.0,-0.6
1992/1/21,3.6,9.1,-1.7
1992/1/22,4.8,10.7,0.1
1992/1/23,3.8,7.0,1.4
1992/1/24,2.1,6.2,-1.5
1992/1/25,4.2,10.2,-1.6
1992/1/26,7.0,13.7,3.3
1992/1/27,7.1,13.7,1.7
1992/1/28,7.8,13.6,2.4
1992/1/29,8.5,13.6,4.0
1992/1/30,8.5,13.4,6.0
1992/1/31,6.8,10.7,4.8
1992/2/1,3.6,7.9,-0.3
1992/2/2,3.5,9.2,-2.0
1992/2/3,3.2,5.4,1.2
1992/2/4,7.8,15.1,3.3
1992/2/5,5.3,9.1,1.7
1992/2/6,4.8,11.2,-1.8
1992/2/7,5.1,9.7,1.4
1992/2/8,4.2,9.7,1.4
1992/2/9,3.5,10.2,-2.0
1992/2/10,4.1,10.7,-1.8
1992/2/11,4.7,9.5,1.4
1992/2/12,5.6,11.7,-1.0
1992/2/13,7.6,12.8,2.7
1992/2/14,5.9,10.7,1.7
1992/2/15,4.8,9.3,-0.7
1992/2/16,5.4,9.5,2.8
1992/2/17,4.8,10.4,-0.1
1992/2/18,5.5,11.0,-0.3
1992/2/19,4.8,9.0,1.9
1992/2/20,3.9,7.5,1.0
1992/2/21,2.8,8.7,-1.4
1992/2/22,2.8,8.1,-0.1
1992/2/23,4.4,9.8,0.0
1992/2/24,4.6,10.2,1.5
1992/2/25,2.7,6.9,0.6
1992/2/26,5.1,10.2,0.4
1992/2/27,7.5,16.2,-0.8
1992/2/28,11.1,19.0,3.1
1992/2/29,11.4,14.0,9.6
1992/3/1,12.6,16.6,9.2
1992/3/2,9.5,15.3,5.3
1992/3/3,6.4,11.9,2.7
1992/3/4,7.1,12.9,1.2
1992/3/5,8.9,10.2,7.5
1992/3/6,8.9,12.9,5.5
1992/3/7,6.8,12.0,2.3
1992/3/8,6.4,13.6,-0.7
1992/3/9,9.3,14.5,1.9
1992/3/10,12.1,17.8,7.6
1992/3/11,10.8,16.7,5.7
1992/3/12,11.4,18.0,4.3
1992/3/13,13.0,19.8,6.3
1992/3/14,13.8,21.9,5.7
1992/3/15,13.1,14.6,11.6
1992/3/16,11.3,13.8,8.4
1992/3/17,7.4,10.1,4.5
1992/3/18,7.2,9.5,5.6
1992/3/19,9.5,15.0,4.8
1992/3/20,10.6,17.5,4.9
1992/3/21,7.9,12.0,5.3
1992/3/22,7.2,12.0,3.0
1992/3/23,6.4,9.1,2.5
1992/3/24,11.5,16.4,8.6
1992/3/25,12.1,16.7,8.2
1992/3/26,11.8,14.9,8.6
1992/3/27,9.2,12.6,7.1
1992/3/28,10.1,13.6,6.0
1992/3/29,11.9,13.6,10.2
1992/3/30,13.8,18.6,9.7
1992/3/31,13.7,20.3,7.6
1992/4/1,12.0,13.0,10.1
1992/4/2,15.4,20.6,10.8
1992/4/3,15.0,22.3,7.4
1992/4/4,14.7,19.2,11.2
1992/4/5,13.8,20.5,10.3
1992/4/6,15.4,22.2,9.2
1992/4/7,14.9,21.5,10.9
1992/4/8,14.3,18.8,10.9
1992/4/9,17.6,22.8,12.9
1992/4/10,14.6,17.3,13.6
1992/4/11,13.2,16.2,9.5
1992/4/12,8.5,12.9,4.7
1992/4/13,8.0,14.0,3.6
1992/4/14,10.3,15.8,4.2
1992/4/15,11.8,18.1,4.4
1992/4/16,12.6,18.0,8.3
1992/4/17,12.3,18.1,6.5
1992/4/18,15.0,20.8,7.9
1992/4/19,14.2,16.9,9.6
1992/4/20,14.6,22.8,6.3
1992/4/21,16.0,24.2,7.3
1992/4/22,16.1,20.3,12.3
1992/4/23,16.2,23.7,7.7
1992/4/24,14.6,18.5,10.6
1992/4/25,15.5,21.7,10.1
1992/4/26,14.8,22.5,7.2
1992/4/27,17.8,26.7,8.6
1992/4/28,20.4,27.0,14.1
1992/4/29,18.7,23.7,14.5
1992/4/30,13.9,16.8,11.1
1992/5/1,14.4,19.8,9.7
