ダウンロードした時刻：2017/07/24 15:42:37

,大島,大島,大島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/1/1,9.7,12.5,5.4
1989/1/2,9.4,13.7,3.8
1989/1/3,9.6,13.0,7.3
1989/1/4,6.7,8.7,4.3
1989/1/5,6.0,9.9,2.7
1989/1/6,6.9,9.8,2.9
1989/1/7,9.5,11.7,6.5
1989/1/8,9.3,12.4,7.9
1989/1/9,8.9,9.7,7.9
1989/1/10,8.9,11.1,7.2
1989/1/11,9.7,11.7,8.3
1989/1/12,9.0,10.4,7.8
1989/1/13,7.3,9.1,6.7
1989/1/14,7.3,8.9,5.3
1989/1/15,4.5,6.0,3.5
1989/1/16,5.5,8.2,4.1
1989/1/17,7.2,10.8,4.2
1989/1/18,8.9,11.5,5.5
1989/1/19,14.1,17.9,8.6
1989/1/20,15.4,16.9,12.3
1989/1/21,11.0,14.4,6.9
1989/1/22,8.4,11.5,5.6
1989/1/23,7.0,9.5,5.5
1989/1/24,9.4,13.6,6.2
1989/1/25,7.5,11.2,4.3
1989/1/26,7.6,9.7,5.2
1989/1/27,8.6,12.3,4.3
1989/1/28,3.7,7.8,-0.4
1989/1/29,4.7,10.0,-0.3
1989/1/30,7.0,11.9,2.2
1989/1/31,10.9,14.1,5.9
1989/2/1,9.3,11.9,6.6
1989/2/2,4.3,7.9,0.9
1989/2/3,4.4,8.9,-0.4
1989/2/4,4.7,8.3,1.7
1989/2/5,6.8,11.1,2.6
1989/2/6,7.2,10.1,4.3
1989/2/7,7.6,11.2,4.5
1989/2/8,10.6,12.3,7.2
1989/2/9,11.9,14.6,9.4
1989/2/10,6.0,9.9,3.0
1989/2/11,5.6,8.5,3.1
1989/2/12,5.9,10.4,2.4
1989/2/13,5.5,8.2,3.5
1989/2/14,6.5,11.1,2.5
1989/2/15,8.7,13.0,2.1
1989/2/16,12.9,15.9,10.6
1989/2/17,10.8,15.0,7.2
1989/2/18,5.6,7.2,4.8
1989/2/19,6.9,9.7,5.3
1989/2/20,10.4,14.6,5.8
1989/2/21,10.3,15.0,5.4
1989/2/22,5.5,8.3,4.1
1989/2/23,4.5,6.8,3.4
1989/2/24,4.9,6.2,3.7
1989/2/25,5.6,6.8,4.6
1989/2/26,7.4,11.1,4.7
1989/2/27,7.7,12.3,3.2
1989/2/28,12.6,16.5,9.0
1989/3/1,12.1,14.9,7.6
1989/3/2,7.6,11.1,4.9
1989/3/3,8.8,12.5,5.8
1989/3/4,15.3,18.0,10.8
1989/3/5,7.7,14.6,5.1
1989/3/6,7.2,9.6,5.1
1989/3/7,5.6,8.1,4.1
1989/3/8,4.8,6.4,3.7
1989/3/9,5.2,9.9,2.3
1989/3/10,7.1,10.9,3.8
1989/3/11,8.7,13.1,4.0
1989/3/12,10.8,15.3,5.8
1989/3/13,11.7,15.0,8.6
1989/3/14,12.0,16.4,8.8
1989/3/15,11.0,15.3,7.8
1989/3/16,8.5,13.1,6.0
1989/3/17,7.4,13.0,4.1
1989/3/18,7.1,11.7,1.7
1989/3/19,7.9,13.1,3.6
1989/3/20,8.4,13.5,4.4
1989/3/21,8.8,14.3,6.4
1989/3/22,6.5,9.8,5.0
1989/3/23,8.6,12.4,4.1
1989/3/24,9.9,12.1,7.8
1989/3/25,12.6,16.6,7.5
1989/3/26,10.1,12.7,6.2
1989/3/27,9.2,12.0,7.0
1989/3/28,8.8,13.8,5.7
1989/3/29,9.5,14.8,6.6
1989/3/30,10.1,14.7,6.1
1989/3/31,12.4,16.5,9.8
1989/4/1,13.9,17.4,11.5
1989/4/2,12.2,17.6,8.0
1989/4/3,12.6,14.8,10.9
1989/4/4,13.1,16.7,10.3
1989/4/5,10.5,14.1,8.7
1989/4/6,11.9,16.0,9.0
1989/4/7,13.2,17.2,8.5
1989/4/8,14.4,16.6,11.7
1989/4/9,15.7,20.2,12.8
1989/4/10,13.7,16.2,11.0
1989/4/11,12.9,17.9,9.4
1989/4/12,10.0,13.8,7.6
1989/4/13,12.9,17.4,7.7
1989/4/14,15.1,19.9,10.9
1989/4/15,15.2,17.9,13.4
1989/4/16,16.3,19.3,14.0
1989/4/17,14.7,19.3,11.8
1989/4/18,15.3,18.0,10.0
1989/4/19,15.6,19.7,12.1
1989/4/20,16.4,20.9,13.0
1989/4/21,13.8,16.0,11.7
1989/4/22,15.4,19.2,11.2
1989/4/23,14.7,18.1,13.3
1989/4/24,14.1,17.7,10.3
1989/4/25,12.9,16.8,9.6
1989/4/26,13.3,17.0,9.9
1989/4/27,15.5,19.4,10.6
1989/4/28,12.6,16.9,8.8
1989/4/29,11.7,16.6,8.3
1989/4/30,14.6,18.7,10.3
1989/5/1,13.1,16.2,11.2
