ダウンロードした時刻：2017/07/24 15:46:32

,長崎,長崎,長崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1981/1/1,5.7,12.4,-1.0
1981/1/2,3.4,6.1,1.6
1981/1/3,2.5,3.4,1.3
1981/1/4,2.5,3.3,1.5
1981/1/5,3.7,5.1,2.5
1981/1/6,2.4,4.0,-0.6
1981/1/7,2.9,8.9,-1.8
1981/1/8,4.4,10.3,-0.8
1981/1/9,7.5,9.8,3.8
1981/1/10,4.9,8.9,1.1
1981/1/11,2.8,5.4,-0.3
1981/1/12,5.7,7.6,4.6
1981/1/13,4.7,6.2,3.1
1981/1/14,2.9,7.4,-0.2
1981/1/15,5.9,12.6,0.1
1981/1/16,3.3,5.5,1.3
1981/1/17,2.8,7.9,-1.4
1981/1/18,5.6,6.9,3.1
1981/1/19,5.1,6.5,2.3
1981/1/20,4.9,8.4,1.7
1981/1/21,3.3,5.3,0.6
1981/1/22,1.8,5.3,-1.1
1981/1/23,4.3,9.9,-2.0
1981/1/24,12.5,15.3,7.4
1981/1/25,6.8,10.0,2.1
1981/1/26,3.6,6.6,1.0
1981/1/27,3.0,7.9,-1.0
1981/1/28,4.8,9.2,0.9
1981/1/29,5.0,9.1,2.5
1981/1/30,4.9,9.9,-0.7
1981/1/31,5.3,6.8,3.5
1981/2/1,6.7,8.7,4.9
1981/2/2,5.6,10.4,1.0
1981/2/3,5.0,8.4,3.1
1981/2/4,3.6,7.0,0.6
1981/2/5,3.7,9.3,-1.3
1981/2/6,5.7,11.1,0.9
1981/2/7,5.8,7.9,2.8
1981/2/8,6.3,9.4,3.9
1981/2/9,9.2,11.2,4.9
1981/2/10,6.9,9.1,5.4
1981/2/11,6.4,9.4,2.2
1981/2/12,9.2,14.7,1.8
1981/2/13,14.7,18.8,12.5
1981/2/14,11.5,14.7,8.5
1981/2/15,12.3,17.3,8.0
1981/2/16,13.1,19.4,7.9
1981/2/17,7.3,11.3,5.5
1981/2/18,8.9,11.9,5.9
1981/2/19,8.3,11.2,5.1
1981/2/20,7.0,12.1,3.4
1981/2/21,6.7,10.2,4.7
1981/2/22,7.3,11.2,2.8
1981/2/23,9.8,12.3,8.3
1981/2/24,7.3,9.1,5.3
1981/2/25,1.1,5.5,-1.0
1981/2/26,-2.5,0.3,-3.9
1981/2/27,-0.1,3.6,-3.4
1981/2/28,3.7,7.8,-2.1
1981/3/1,4.7,6.5,3.0
1981/3/2,7.1,12.7,2.3
1981/3/3,7.1,8.8,5.3
1981/3/4,8.7,11.5,6.6
1981/3/5,7.5,12.3,3.5
1981/3/6,6.2,12.2,2.3
1981/3/7,7.3,12.6,0.3
1981/3/8,10.2,14.7,3.7
1981/3/9,9.0,12.6,5.6
1981/3/10,6.6,10.4,3.1
1981/3/11,8.8,14.2,2.6
1981/3/12,11.9,13.4,9.6
1981/3/13,15.5,19.4,12.4
1981/3/14,13.9,15.6,11.8
1981/3/15,9.2,12.1,8.4
1981/3/16,7.8,10.8,4.7
1981/3/17,9.6,14.6,3.9
1981/3/18,11.8,16.4,6.3
1981/3/19,11.7,14.3,9.8
1981/3/20,14.4,19.3,9.7
1981/3/21,12.3,14.4,11.1
1981/3/22,12.2,16.0,8.0
1981/3/23,13.1,20.0,7.6
1981/3/24,14.9,17.5,10.6
1981/3/25,15.1,19.4,13.3
1981/3/26,10.3,14.4,7.6
1981/3/27,9.2,13.2,6.8
1981/3/28,10.7,14.0,7.8
1981/3/29,11.0,13.7,8.8
1981/3/30,13.3,17.8,10.0
1981/3/31,12.4,17.2,9.0
1981/4/1,15.0,20.0,12.5
1981/4/2,11.0,14.4,6.2
1981/4/3,10.5,15.7,4.3
1981/4/4,12.3,15.4,9.7
1981/4/5,14.3,17.6,12.3
1981/4/6,13.5,17.1,9.8
1981/4/7,15.4,21.8,8.1
1981/4/8,17.3,22.3,13.3
1981/4/9,15.3,17.2,13.7
1981/4/10,14.0,15.8,12.0
1981/4/11,15.5,20.2,10.7
1981/4/12,16.1,20.2,13.6
1981/4/13,14.5,18.1,10.5
1981/4/14,13.7,18.4,8.3
1981/4/15,14.6,19.1,11.8
1981/4/16,15.2,17.6,13.1
1981/4/17,14.5,18.3,11.3
1981/4/18,15.0,20.2,8.8
1981/4/19,14.6,17.9,12.5
1981/4/20,12.3,15.9,8.2
1981/4/21,12.4,17.8,6.9
1981/4/22,14.9,19.9,9.3
1981/4/23,15.5,21.3,9.0
1981/4/24,17.3,21.2,13.1
1981/4/25,14.7,19.3,11.3
1981/4/26,15.4,22.1,9.5
1981/4/27,15.7,22.3,10.6
1981/4/28,18.5,23.4,11.7
1981/4/29,17.1,19.2,16.0
1981/4/30,16.1,19.7,13.4
1981/5/1,17.6,23.9,10.9
