É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2017/07/24 15:40:17

,åFíJ,åFíJ,åFíJ
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1989/1/1,6.1,12.5,1.7
1989/1/2,7.6,14.7,1.8
1989/1/3,6.8,15.2,-1.4
1989/1/4,5.1,9.2,0.7
1989/1/5,4.7,8.9,0.7
1989/1/6,4.9,11.8,-1.6
1989/1/7,5.9,9.4,1.6
1989/1/8,7.2,8.9,4.9
1989/1/9,8.1,9.1,6.8
1989/1/10,9.5,12.9,6.8
1989/1/11,10.0,14.1,6.3
1989/1/12,8.0,11.1,4.6
1989/1/13,6.4,8.4,4.5
1989/1/14,4.8,6.3,1.9
1989/1/15,3.2,5.0,1.2
1989/1/16,3.4,9.5,-1.7
1989/1/17,3.5,10.5,-2.7
1989/1/18,6.3,11.7,0.1
1989/1/19,8.3,12.6,5.4
1989/1/20,10.1,13.0,7.8
1989/1/21,9.0,12.6,5.0
1989/1/22,6.7,11.7,3.8
1989/1/23,2.1,5.0,0.5
1989/1/24,6.1,11.3,1.2
1989/1/25,5.0,10.2,1.3
1989/1/26,4.1,7.1,0.3
1989/1/27,6.0,14.6,0.3
1989/1/28,1.4,5.1,-0.3
1989/1/29,3.6,8.3,-0.3
1989/1/30,6.9,13.3,1.9
1989/1/31,5.8,13.1,-0.7
1989/2/1,5.0,9.3,1.2
1989/2/2,3.5,8.8,0.4
1989/2/3,3.0,8.0,-2.1
1989/2/4,3.6,9.0,-0.6
1989/2/5,5.5,11.3,0.7
1989/2/6,6.1,13.6,-1.3
1989/2/7,7.4,14.1,2.7
1989/2/8,7.3,12.1,0.9
1989/2/9,9.3,16.7,5.4
1989/2/10,4.1,6.4,2.8
1989/2/11,3.9,8.6,0.6
1989/2/12,4.6,11.1,-1.1
1989/2/13,4.8,9.8,1.3
1989/2/14,5.6,10.8,0.8
1989/2/15,5.4,12.0,-2.0
1989/2/16,8.4,14.6,2.4
1989/2/17,7.7,9.6,6.1
1989/2/18,4.6,6.1,2.3
1989/2/19,6.4,12.8,1.1
1989/2/20,6.1,11.0,1.2
1989/2/21,7.9,13.1,4.3
1989/2/22,5.3,9.4,2.9
1989/2/23,4.4,8.2,0.8
1989/2/24,3.8,5.4,1.5
1989/2/25,4.2,5.0,3.7
1989/2/26,6.4,12.2,3.5
1989/2/27,6.7,12.0,1.8
1989/2/28,8.3,13.6,3.3
1989/3/1,10.0,16.1,5.4
1989/3/2,5.6,12.2,-0.2
1989/3/3,7.1,10.6,2.4
1989/3/4,11.3,18.0,6.1
1989/3/5,6.9,12.2,4.2
1989/3/6,7.0,10.8,2.5
1989/3/7,3.8,6.7,1.3
1989/3/8,3.5,7.2,1.0
1989/3/9,4.1,9.1,-0.9
1989/3/10,6.6,13.5,0.3
1989/3/11,8.0,14.3,0.8
1989/3/12,10.0,17.0,2.9
1989/3/13,10.1,16.4,5.3
1989/3/14,13.1,20.2,8.0
1989/3/15,9.9,15.9,5.0
1989/3/16,8.2,14.0,3.4
1989/3/17,6.1,11.1,2.7
1989/3/18,6.5,11.6,2.2
1989/3/19,7.1,13.2,2.0
1989/3/20,8.1,14.4,3.9
1989/3/21,9.0,16.2,4.5
1989/3/22,7.0,11.0,4.0
1989/3/23,8.5,14.7,3.0
1989/3/24,7.1,8.5,5.9
1989/3/25,9.9,16.2,5.6
1989/3/26,10.4,15.3,5.4
1989/3/27,9.5,12.3,6.7
1989/3/28,6.6,8.7,5.3
1989/3/29,9.5,16.1,3.8
1989/3/30,9.7,16.5,2.8
1989/3/31,8.7,13.3,4.8
1989/4/1,13.5,22.5,5.2
1989/4/2,12.7,19.9,6.3
1989/4/3,11.0,13.2,8.7
1989/4/4,13.3,19.3,9.4
1989/4/5,9.6,13.3,7.2
1989/4/6,12.7,21.2,4.0
1989/4/7,14.3,21.0,9.9
1989/4/8,11.1,12.1,9.6
1989/4/9,17.5,23.5,11.4
1989/4/10,14.4,17.2,11.8
1989/4/11,11.4,15.7,8.6
1989/4/12,10.7,15.6,7.2
1989/4/13,15.7,22.8,8.9
1989/4/14,16.5,24.5,9.1
1989/4/15,16.1,21.7,12.5
1989/4/16,17.6,23.4,14.1
1989/4/17,17.1,21.3,13.2
1989/4/18,17.3,25.6,8.0
1989/4/19,17.2,25.1,10.1
1989/4/20,18.2,25.9,10.5
1989/4/21,14.8,21.1,9.9
1989/4/22,15.1,22.0,7.5
1989/4/23,15.0,18.9,12.5
1989/4/24,16.0,22.2,13.2
1989/4/25,13.1,16.4,9.2
1989/4/26,12.4,19.7,5.8
1989/4/27,15.6,22.8,8.3
1989/4/28,10.4,13.4,6.7
1989/4/29,13.0,20.5,6.4
1989/4/30,15.4,23.2,6.5
1989/5/1,14.1,18.1,12.0
