ダウンロードした時刻：2017/07/24 15:47:12

,福江,福江,福江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2003/1/1,6.7,7.9,5.6
2003/1/2,6.8,10.5,2.0
2003/1/3,7.0,10.8,4.0
2003/1/4,3.1,6.3,0.0
2003/1/5,2.0,3.7,-0.3
2003/1/6,3.5,5.8,1.4
2003/1/7,5.0,7.1,3.3
2003/1/8,5.8,8.6,4.5
2003/1/9,7.1,9.5,3.9
2003/1/10,8.8,9.5,4.2
2003/1/11,8.6,11.0,6.4
2003/1/12,7.9,12.1,2.2
2003/1/13,8.8,14.2,2.8
2003/1/14,9.2,12.7,3.8
2003/1/15,5.7,8.5,2.7
2003/1/16,7.5,13.8,2.6
2003/1/17,8.5,15.4,1.3
2003/1/18,10.2,13.9,3.6
2003/1/19,7.4,10.3,3.0
2003/1/20,7.2,9.1,5.6
2003/1/21,6.3,9.4,4.9
2003/1/22,9.1,13.6,2.1
2003/1/23,7.8,11.8,6.0
2003/1/24,6.0,8.4,3.9
2003/1/25,6.9,10.3,0.5
2003/1/26,11.8,16.2,7.0
2003/1/27,8.8,13.0,3.3
2003/1/28,3.5,5.3,1.7
2003/1/29,1.7,4.9,-0.3
2003/1/30,3.6,6.5,1.7
2003/1/31,6.1,8.3,3.7
2003/2/1,7.0,10.0,4.0
2003/2/2,7.0,11.3,4.0
2003/2/3,6.4,11.5,1.2
2003/2/4,7.1,11.2,2.9
2003/2/5,5.2,7.6,2.6
2003/2/6,5.3,10.0,-0.5
2003/2/7,8.8,14.9,-1.0
2003/2/8,14.1,16.0,11.3
2003/2/9,10.9,16.2,6.3
2003/2/10,11.2,14.8,6.1
2003/2/11,9.8,11.8,7.3
2003/2/12,6.0,7.8,4.7
2003/2/13,5.8,7.5,3.9
2003/2/14,7.8,11.7,5.2
2003/2/15,8.2,10.0,5.5
2003/2/16,10.5,13.3,6.9
2003/2/17,8.2,13.8,3.4
2003/2/18,8.6,13.4,3.2
2003/2/19,8.0,13.2,3.3
2003/2/20,7.5,10.6,6.0
2003/2/21,8.2,12.3,5.5
2003/2/22,15.5,18.0,7.7
2003/2/23,12.3,14.7,9.8
2003/2/24,10.0,11.5,6.8
2003/2/25,9.1,14.2,4.8
2003/2/26,10.0,15.2,5.2
2003/2/27,10.1,13.9,7.6
2003/2/28,10.6,14.3,6.2
2003/3/1,12.6,16.3,9.8
2003/3/2,11.4,15.2,5.6
2003/3/3,11.0,16.4,5.4
2003/3/4,6.5,9.8,4.7
2003/3/5,8.0,10.0,5.9
2003/3/6,10.3,13.7,8.1
2003/3/7,9.0,11.1,7.8
2003/3/8,7.8,10.9,5.5
2003/3/9,6.8,9.8,3.9
2003/3/10,7.7,10.9,5.8
2003/3/11,7.7,11.5,5.5
2003/3/12,8.9,11.9,5.6
2003/3/13,9.9,13.4,6.9
2003/3/14,9.6,14.3,4.3
2003/3/15,10.3,12.6,7.7
2003/3/16,12.8,16.9,9.7
2003/3/17,11.4,13.1,9.7
2003/3/18,10.4,13.4,6.9
2003/3/19,10.3,15.0,5.6
2003/3/20,9.7,14.6,5.7
2003/3/21,9.2,15.3,2.7
2003/3/22,10.7,15.4,7.0
2003/3/23,10.7,17.5,3.3
2003/3/24,12.5,18.1,9.2
2003/3/25,12.2,15.8,7.4
2003/3/26,12.8,17.9,5.5
2003/3/27,13.4,17.4,8.8
2003/3/28,10.8,15.3,8.2
2003/3/29,10.5,14.3,6.1
2003/3/30,12.1,18.7,3.6
2003/3/31,16.9,20.0,11.7
2003/4/1,16.3,17.9,14.8
2003/4/2,14.5,16.8,13.0
2003/4/3,13.7,15.4,12.7
2003/4/4,13.0,16.1,11.2
2003/4/5,11.6,15.7,6.1
2003/4/6,12.1,19.3,4.2
2003/4/7,13.6,18.7,5.7
2003/4/8,14.3,16.8,12.0
2003/4/9,12.5,15.8,9.8
2003/4/10,12.7,16.4,9.7
2003/4/11,15.8,17.4,13.4
2003/4/12,15.3,19.9,10.5
2003/4/13,15.8,20.4,11.0
2003/4/14,15.8,20.1,13.0
2003/4/15,15.2,21.9,9.1
2003/4/16,15.1,22.2,7.1
2003/4/17,19.0,23.2,13.4
2003/4/18,19.2,22.4,16.4
2003/4/19,18.2,20.5,15.8
2003/4/20,16.7,20.0,13.6
2003/4/21,14.6,19.2,11.4
2003/4/22,15.5,20.0,10.4
2003/4/23,18.9,21.4,17.5
2003/4/24,18.0,20.1,16.8
2003/4/25,18.7,22.2,14.8
2003/4/26,15.2,19.3,11.0
2003/4/27,16.4,22.1,10.8
2003/4/28,17.4,22.9,10.8
2003/4/29,19.4,22.7,16.1
2003/4/30,16.3,19.6,13.8
2003/5/1,16.9,22.5,11.0
