ダウンロードした時刻：2017/07/24 15:43:27

,豊岡,豊岡,豊岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1995/1/1,4.4,6.7,2.0
1995/1/2,3.9,7.1,-1.2
1995/1/3,1.6,4.6,-2.5
1995/1/4,6.2,8.2,4.5
1995/1/5,3.7,8.3,0.3
1995/1/6,0.7,3.3,-0.2
1995/1/7,1.7,3.1,0.3
1995/1/8,2.7,8.9,0.4
1995/1/9,7.0,15.8,-0.3
1995/1/10,2.4,7.6,0.5
1995/1/11,1.5,5.1,-0.1
1995/1/12,2.3,8.2,-2.1
1995/1/13,0.7,1.7,0.2
1995/1/14,0.4,1.1,0.0
1995/1/15,0.4,1.3,-0.5
1995/1/16,1.1,3.9,0.3
1995/1/17,1.0,4.1,-0.7
1995/1/18,2.0,6.9,-2.9
1995/1/19,0.9,2.2,-1.1
1995/1/20,1.5,5.5,-1.9
1995/1/21,2.3,9.8,-0.2
1995/1/22,2.1,4.9,-0.6
1995/1/23,2.7,4.1,1.8
1995/1/24,2.6,5.8,0.6
1995/1/25,1.8,4.4,0.4
1995/1/26,2.4,6.3,0.3
1995/1/27,1.6,4.1,0.2
1995/1/28,2.3,7.6,-1.2
1995/1/29,1.2,6.9,-1.8
1995/1/30,-0.3,0.9,-1.2
1995/1/31,-0.5,0.5,-2.6
1995/2/1,0.6,4.6,-1.1
1995/2/2,0.9,2.5,-0.1
1995/2/3,1.6,5.6,-1.6
1995/2/4,0.9,7.3,-2.7
1995/2/5,0.9,4.2,-1.7
1995/2/6,2.0,5.5,-0.1
1995/2/7,1.4,4.5,-0.9
1995/2/8,2.4,10.9,-2.0
1995/2/9,2.9,10.1,-1.1
1995/2/10,2.8,4.2,0.9
1995/2/11,1.7,9.7,-3.5
1995/2/12,2.1,7.7,-1.9
1995/2/13,3.3,6.7,1.9
1995/2/14,3.0,7.0,0.0
1995/2/15,3.3,9.0,-0.2
1995/2/16,1.1,3.5,0.2
1995/2/17,1.0,3.4,-0.5
1995/2/18,2.0,6.5,-0.7
1995/2/19,3.1,9.3,-0.9
1995/2/20,2.5,5.5,0.5
1995/2/21,2.9,5.7,0.9
1995/2/22,3.4,6.8,-0.8
1995/2/23,2.8,11.6,-3.7
1995/2/24,3.4,6.0,-0.1
1995/2/25,3.1,9.2,-1.6
1995/2/26,3.9,11.5,-0.4
1995/2/27,3.6,7.7,-0.4
1995/2/28,3.9,12.5,-1.2
1995/3/1,3.7,7.4,0.7
1995/3/2,4.4,8.4,-0.6
1995/3/3,3.6,10.7,-2.0
1995/3/4,2.7,5.5,0.4
1995/3/5,2.9,7.1,-1.0
1995/3/6,5.2,11.4,1.2
1995/3/7,5.6,14.1,-0.1
1995/3/8,3.9,11.9,-0.3
1995/3/9,5.3,13.1,-0.2
1995/3/10,8.1,11.2,3.0
1995/3/11,5.8,8.8,1.5
1995/3/12,6.4,12.0,2.8
1995/3/13,6.5,10.5,4.4
1995/3/14,5.5,9.4,3.7
1995/3/15,6.1,14.1,0.5
1995/3/16,12.1,15.9,4.3
1995/3/17,10.7,14.9,6.0
1995/3/18,5.3,8.3,3.4
1995/3/19,3.7,10.8,0.1
1995/3/20,7.0,17.0,-2.7
1995/3/21,11.3,19.9,3.0
1995/3/22,8.8,10.1,6.7
1995/3/23,10.4,16.3,7.5
1995/3/24,10.5,15.5,6.5
1995/3/25,7.1,10.6,5.0
1995/3/26,6.2,11.0,0.8
1995/3/27,7.5,16.6,-1.2
1995/3/28,6.1,10.2,2.3
1995/3/29,9.4,16.9,1.0
1995/3/30,10.6,11.7,8.9
1995/3/31,11.3,14.5,8.3
1995/4/1,7.5,10.2,1.8
1995/4/2,4.0,11.6,-0.5
1995/4/3,5.1,11.3,1.0
1995/4/4,7.5,17.2,-2.1
1995/4/5,11.1,21.7,2.7
1995/4/6,13.9,21.0,6.7
1995/4/7,12.1,17.7,6.0
1995/4/8,13.6,23.1,2.7
1995/4/9,14.2,16.6,10.9
1995/4/10,10.2,15.1,5.5
1995/4/11,10.0,14.5,4.3
1995/4/12,9.1,12.7,3.8
1995/4/13,9.7,18.9,1.0
1995/4/14,10.7,13.1,8.0
1995/4/15,12.1,15.0,10.5
1995/4/16,14.0,19.4,8.1
1995/4/17,13.5,19.1,9.5
1995/4/18,14.5,22.1,7.7
1995/4/19,12.1,17.1,5.9
1995/4/20,9.0,17.0,1.3
1995/4/21,13.8,23.6,2.1
1995/4/22,19.2,23.0,14.3
1995/4/23,17.6,23.8,10.0
1995/4/24,13.2,20.0,6.0
1995/4/25,14.5,17.3,11.5
1995/4/26,14.0,18.3,8.4
1995/4/27,13.2,21.1,4.9
1995/4/28,14.8,19.2,11.0
1995/4/29,16.5,24.1,9.4
1995/4/30,17.8,23.0,15.2
1995/5/1,18.8,23.0,15.3
