ダウンロードした時刻：2017/07/24 15:40:52

,岐阜,岐阜,岐阜
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2008/1/1,1.7,4.5,0.2
2008/1/2,2.8,8.9,-1.5
2008/1/3,4.2,7.4,2.0
2008/1/4,4.8,10.9,1.0
2008/1/5,5.5,10.2,1.0
2008/1/6,6.9,12.9,1.5
2008/1/7,6.2,9.1,3.5
2008/1/8,7.6,13.5,2.5
2008/1/9,8.7,13.8,4.4
2008/1/10,6.4,12.2,1.7
2008/1/11,6.9,12.1,1.7
2008/1/12,8.3,10.9,5.3
2008/1/13,4.2,7.8,1.9
2008/1/14,3.3,8.0,-1.0
2008/1/15,4.2,10.2,-1.8
2008/1/16,5.5,9.5,3.1
2008/1/17,3.5,6.2,1.6
2008/1/18,4.2,10.0,0.1
2008/1/19,4.4,9.2,0.3
2008/1/20,4.3,8.2,0.0
2008/1/21,5.4,8.7,2.1
2008/1/22,4.1,8.0,-0.7
2008/1/23,5.3,7.2,2.4
2008/1/24,4.0,7.3,0.2
2008/1/25,2.4,5.8,0.3
2008/1/26,2.4,7.0,-1.5
2008/1/27,2.0,7.1,-2.7
2008/1/28,2.8,7.3,-2.8
2008/1/29,5.0,7.1,3.3
2008/1/30,6.3,11.7,2.2
2008/1/31,4.9,9.1,1.9
2008/2/1,3.9,8.2,0.3
2008/2/2,4.2,7.6,0.1
2008/2/3,3.4,6.1,0.5
2008/2/4,4.0,9.0,-1.2
2008/2/5,4.2,8.1,1.7
2008/2/6,4.7,9.0,0.2
2008/2/7,4.7,8.9,0.7
2008/2/8,3.0,9.1,-1.1
2008/2/9,0.3,1.7,-1.4
2008/2/10,4.8,11.3,0.1
2008/2/11,6.2,12.1,0.0
2008/2/12,4.8,7.7,2.0
2008/2/13,1.4,4.8,-1.5
2008/2/14,1.5,6.7,-3.0
2008/2/15,2.1,7.1,-1.2
2008/2/16,2.1,6.1,-0.6
2008/2/17,1.6,5.6,-0.8
2008/2/18,2.7,7.0,-2.0
2008/2/19,3.3,9.7,-2.2
2008/2/20,4.9,11.2,-0.1
2008/2/21,6.5,12.5,1.1
2008/2/22,7.6,14.9,0.2
2008/2/23,3.9,9.2,-1.7
2008/2/24,1.1,5.5,-3.0
2008/2/25,3.1,8.9,-2.4
2008/2/26,2.7,5.2,0.4
2008/2/27,3.1,7.4,0.1
2008/2/28,4.1,9.9,-0.3
2008/2/29,5.9,12.2,-0.1
2008/3/1,5.6,10.7,1.5
2008/3/2,7.3,12.6,2.2
2008/3/3,7.5,13.3,2.4
2008/3/4,6.6,10.9,2.9
2008/3/5,4.6,8.8,1.1
2008/3/6,5.2,11.4,-1.3
2008/3/7,6.8,12.4,2.8
2008/3/8,6.8,13.1,1.5
2008/3/9,8.3,15.2,0.6
2008/3/10,9.9,16.0,6.1
2008/3/11,10.9,20.2,2.9
2008/3/12,11.4,18.0,5.0
2008/3/13,12.0,15.1,9.4
2008/3/14,11.6,13.1,10.2
2008/3/15,11.2,18.4,6.7
2008/3/16,12.0,19.3,4.7
2008/3/17,11.9,19.3,6.6
2008/3/18,12.1,19.1,4.7
2008/3/19,11.9,13.7,10.2
2008/3/20,11.8,15.2,9.6
2008/3/21,14.2,20.7,9.1
2008/3/22,13.1,21.7,5.4
2008/3/23,13.7,18.2,8.1
2008/3/24,12.9,16.9,8.1
2008/3/25,12.3,19.4,4.5
2008/3/26,12.1,17.3,8.2
2008/3/27,11.2,16.6,5.5
2008/3/28,10.1,14.6,6.5
2008/3/29,9.6,14.0,5.6
2008/3/30,7.8,12.3,6.0
2008/3/31,8.8,14.3,5.4
2008/4/1,9.2,15.1,4.1
2008/4/2,10.9,16.8,3.7
2008/4/3,11.6,17.3,5.8
2008/4/4,11.8,19.6,4.1
2008/4/5,13.2,21.4,5.2
2008/4/6,13.6,21.3,5.8
2008/4/7,12.6,18.6,8.3
2008/4/8,15.2,22.0,11.4
2008/4/9,14.9,20.1,8.4
2008/4/10,12.8,14.3,11.5
2008/4/11,15.4,20.5,11.6
2008/4/12,14.1,20.0,9.8
2008/4/13,14.6,20.7,8.6
2008/4/14,15.7,21.5,10.5
2008/4/15,15.9,22.6,8.3
2008/4/16,16.9,20.6,12.4
2008/4/17,14.3,17.3,12.5
2008/4/18,14.1,17.6,12.2
2008/4/19,16.6,22.6,12.4
2008/4/20,16.1,22.9,11.4
2008/4/21,17.9,24.4,10.9
2008/4/22,18.6,24.8,11.7
2008/4/23,19.8,25.0,16.2
2008/4/24,15.4,18.4,11.2
2008/4/25,14.2,20.6,8.7
2008/4/26,15.3,20.5,11.1
2008/4/27,16.3,21.4,12.3
2008/4/28,16.1,22.1,10.8
2008/4/29,17.1,24.5,8.8
2008/4/30,20.4,28.0,12.8
2008/5/1,19.6,24.0,17.0
