ダウンロードした時刻：2017/07/24 15:47:00

,大分,大分,大分
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2003/1/1,7.2,11.1,2.9
2003/1/2,6.2,9.4,3.9
2003/1/3,6.3,9.9,3.6
2003/1/4,3.9,7.0,0.6
2003/1/5,1.8,4.4,-0.4
2003/1/6,2.3,5.9,-1.0
2003/1/7,3.1,8.0,-1.8
2003/1/8,4.1,9.2,-0.3
2003/1/9,4.3,10.5,-1.5
2003/1/10,5.2,10.8,-0.8
2003/1/11,7.1,11.8,3.4
2003/1/12,7.0,13.6,2.2
2003/1/13,7.1,14.5,1.3
2003/1/14,8.6,15.5,2.2
2003/1/15,5.0,8.2,0.2
2003/1/16,3.6,10.2,-1.3
2003/1/17,6.9,15.1,0.3
2003/1/18,10.2,14.6,5.3
2003/1/19,7.2,13.0,3.1
2003/1/20,7.5,10.8,4.8
2003/1/21,5.7,9.5,0.9
2003/1/22,5.5,11.8,-1.3
2003/1/23,7.3,9.7,5.9
2003/1/24,6.1,8.8,4.6
2003/1/25,6.2,8.9,2.9
2003/1/26,7.0,10.5,4.4
2003/1/27,9.8,12.6,5.9
2003/1/28,4.6,8.6,2.7
2003/1/29,0.9,3.0,-1.3
2003/1/30,2.7,7.6,-0.8
2003/1/31,5.5,11.4,-0.7
2003/2/1,6.7,9.0,5.4
2003/2/2,5.8,9.4,1.7
2003/2/3,5.1,9.6,0.6
2003/2/4,5.5,10.6,0.9
2003/2/5,5.8,10.0,3.2
2003/2/6,5.7,10.2,1.6
2003/2/7,5.4,13.4,-1.5
2003/2/8,8.8,14.8,3.7
2003/2/9,11.2,14.7,6.5
2003/2/10,9.7,14.1,5.0
2003/2/11,10.7,13.0,9.3
2003/2/12,8.5,11.6,4.7
2003/2/13,5.7,10.1,3.0
2003/2/14,6.9,12.3,2.2
2003/2/15,7.1,11.6,3.2
2003/2/16,9.5,11.3,7.7
2003/2/17,6.9,12.5,2.1
2003/2/18,7.3,14.1,1.5
2003/2/19,7.4,12.4,2.0
2003/2/20,5.9,8.6,4.3
2003/2/21,6.0,10.3,0.9
2003/2/22,8.7,12.6,4.1
2003/2/23,10.6,13.0,8.4
2003/2/24,9.7,12.8,7.8
2003/2/25,8.9,12.8,4.4
2003/2/26,8.1,11.9,3.4
2003/2/27,9.2,13.6,6.3
2003/2/28,8.3,11.8,4.5
2003/3/1,12.0,16.8,9.7
2003/3/2,10.9,14.8,6.5
2003/3/3,10.3,14.3,6.3
2003/3/4,6.2,9.4,4.2
2003/3/5,5.4,7.3,2.7
2003/3/6,7.5,11.5,4.5
2003/3/7,9.9,12.2,7.8
2003/3/8,7.5,10.6,5.6
2003/3/9,6.6,10.9,4.7
2003/3/10,6.2,9.1,3.6
2003/3/11,6.6,10.6,3.4
2003/3/12,6.2,11.6,0.8
2003/3/13,7.5,12.3,3.2
2003/3/14,8.0,12.5,2.0
2003/3/15,9.5,11.0,8.5
2003/3/16,9.5,10.3,8.6
2003/3/17,11.1,13.1,9.7
2003/3/18,10.2,14.1,7.6
2003/3/19,8.6,14.1,3.2
2003/3/20,7.7,12.8,1.7
2003/3/21,8.2,13.3,2.6
2003/3/22,9.0,13.6,5.9
2003/3/23,8.7,14.6,3.0
2003/3/24,11.0,13.8,8.0
2003/3/25,13.4,18.9,9.8
2003/3/26,12.0,18.3,5.5
2003/3/27,12.3,22.6,5.5
2003/3/28,12.3,15.7,8.9
2003/3/29,12.7,17.9,8.4
2003/3/30,11.3,18.0,5.3
2003/3/31,13.7,19.3,6.0
2003/4/1,12.8,15.6,11.6
2003/4/2,12.4,13.6,11.3
2003/4/3,12.8,14.6,10.7
2003/4/4,11.2,12.3,10.3
2003/4/5,11.9,16.3,9.2
2003/4/6,11.0,17.3,3.4
2003/4/7,14.3,23.0,6.3
2003/4/8,17.3,22.2,12.6
2003/4/9,13.9,18.9,10.2
2003/4/10,11.6,15.3,7.5
2003/4/11,14.1,16.7,9.6
2003/4/12,15.6,18.6,13.3
2003/4/13,16.6,22.8,11.8
2003/4/14,14.9,19.0,11.4
2003/4/15,16.3,21.9,11.9
2003/4/16,14.9,20.6,8.5
2003/4/17,17.7,25.6,9.8
2003/4/18,19.0,24.1,14.0
2003/4/19,18.3,21.9,17.0
2003/4/20,17.6,21.0,15.7
2003/4/21,16.2,20.0,11.2
2003/4/22,13.8,19.1,8.0
2003/4/23,20.3,25.8,16.5
2003/4/24,18.2,20.8,16.4
2003/4/25,19.2,23.0,16.3
2003/4/26,17.3,20.9,12.4
2003/4/27,16.0,20.7,9.9
2003/4/28,17.8,23.3,13.4
2003/4/29,20.5,26.2,14.4
2003/4/30,16.2,21.7,11.2
2003/5/1,15.1,20.8,8.9
