ダウンロードした時刻：2017/07/24 15:39:08

,富山,富山,富山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2013/1/1,2.2,4.3,0.1
2013/1/2,3.8,7.2,0.9
2013/1/3,-0.6,1.4,-2.6
2013/1/4,-1.4,0.8,-3.1
2013/1/5,-1.2,3.2,-5.4
2013/1/6,0.9,1.9,0.3
2013/1/7,2.4,5.4,0.0
2013/1/8,3.3,6.0,1.1
2013/1/9,3.4,6.7,0.6
2013/1/10,0.4,1.4,-0.7
2013/1/11,0.1,3.4,-2.4
2013/1/12,3.0,7.8,-2.9
2013/1/13,5.8,11.8,3.3
2013/1/14,3.1,4.5,1.8
2013/1/15,2.4,4.8,1.0
2013/1/16,3.5,7.2,0.3
2013/1/17,0.9,3.9,-1.1
2013/1/18,-1.2,0.1,-2.4
2013/1/19,0.8,3.9,-1.7
2013/1/20,1.8,4.9,-0.7
2013/1/21,2.2,5.9,-2.4
2013/1/22,4.5,6.4,2.8
2013/1/23,4.4,7.1,2.3
2013/1/24,5.8,12.6,2.0
2013/1/25,1.2,5.2,-1.3
2013/1/26,-0.9,1.2,-2.3
2013/1/27,0.1,3.0,-2.3
2013/1/28,0.7,3.4,-1.8
2013/1/29,2.9,6.8,-0.1
2013/1/30,2.6,5.3,0.0
2013/1/31,2.3,6.7,-1.0
2013/2/1,6.0,12.7,-2.6
2013/2/2,9.0,12.0,4.9
2013/2/3,4.5,7.2,2.0
2013/2/4,5.9,8.7,3.3
2013/2/5,3.7,6.1,2.6
2013/2/6,1.1,3.0,-0.6
2013/2/7,3.2,9.2,-0.6
2013/2/8,-1.3,0.2,-2.9
2013/2/9,-0.1,3.3,-2.8
2013/2/10,1.3,3.8,-0.7
2013/2/11,0.2,1.9,-2.0
2013/2/12,0.3,3.7,-3.5
2013/2/13,2.7,6.7,0.4
2013/2/14,4.2,9.2,0.8
2013/2/15,3.5,7.0,1.4
2013/2/16,-0.9,2.1,-2.3
2013/2/17,-0.2,5.6,-5.1
2013/2/18,4.5,6.3,2.6
2013/2/19,1.7,3.6,-0.8
2013/2/20,-0.4,5.5,-2.7
2013/2/21,-0.2,2.8,-2.5
2013/2/22,2.3,8.8,-1.6
2013/2/23,1.2,4.6,-0.5
2013/2/24,-0.8,2.1,-2.8
2013/2/25,-1.5,1.2,-4.5
2013/2/26,0.6,5.4,-4.3
2013/2/27,5.4,12.2,1.0
2013/2/28,7.0,13.4,2.1
2013/3/1,10.2,14.6,3.1
2013/3/2,2.0,4.7,0.5
2013/3/3,1.9,5.4,-0.1
2013/3/4,3.8,8.3,0.0
2013/3/5,5.5,11.5,1.3
2013/3/6,8.4,14.8,1.7
2013/3/7,13.1,21.5,3.9
2013/3/8,14.3,17.3,12.0
2013/3/9,10.1,16.7,6.5
2013/3/10,8.3,21.3,0.6
2013/3/11,2.8,7.4,-0.6
2013/3/12,8.6,18.6,-2.0
2013/3/13,12.4,19.0,3.0
2013/3/14,3.0,4.5,0.3
2013/3/15,4.5,11.9,-1.7
2013/3/16,8.3,16.8,1.0
2013/3/17,9.5,15.6,1.5
2013/3/18,16.4,19.7,12.6
2013/3/19,12.8,18.9,7.8
2013/3/20,11.3,18.8,4.1
2013/3/21,4.3,9.2,1.3
2013/3/22,9.2,17.9,-0.7
2013/3/23,5.7,10.8,3.5
2013/3/24,6.2,10.9,0.8
2013/3/25,6.8,11.4,1.9
2013/3/26,4.6,9.5,0.3
2013/3/27,7.3,13.3,0.2
2013/3/28,15.1,21.9,10.8
2013/3/29,8.5,11.3,6.6
2013/3/30,6.7,9.0,5.7
2013/3/31,7.3,10.2,5.3
2013/4/1,7.8,12.1,2.2
2013/4/2,10.0,15.2,4.8
2013/4/3,10.8,12.2,9.9
2013/4/4,12.1,17.4,8.0
2013/4/5,10.6,16.0,5.3
2013/4/6,15.5,21.6,9.0
2013/4/7,9.8,15.7,3.5
2013/4/8,9.4,15.4,4.0
2013/4/9,11.5,20.4,5.2
2013/4/10,7.4,11.8,5.1
2013/4/11,6.1,12.4,3.5
2013/4/12,5.8,10.5,3.3
2013/4/13,9.8,16.0,2.9
2013/4/14,17.1,24.3,8.4
2013/4/15,10.9,17.1,5.8
2013/4/16,15.4,24.8,6.1
2013/4/17,15.5,23.5,10.6
2013/4/18,12.3,19.0,7.5
2013/4/19,8.7,12.1,6.7
2013/4/20,6.3,10.3,4.0
2013/4/21,5.0,8.7,2.6
2013/4/22,7.3,13.7,1.8
2013/4/23,11.7,16.8,3.3
2013/4/24,15.4,17.8,11.9
2013/4/25,13.8,19.2,8.1
2013/4/26,11.2,15.9,7.6
2013/4/27,10.3,15.4,8.0
2013/4/28,12.1,18.3,6.7
2013/4/29,17.3,26.5,5.5
2013/4/30,15.5,20.7,11.1
2013/5/1,9.7,12.4,7.7
