ダウンロードした時刻：2017/07/24 15:40:38

,敦賀,敦賀,敦賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1988/1/1,7.7,12.5,2.7
1988/1/2,10.1,13.3,7.9
1988/1/3,7.8,11.2,4.4
1988/1/4,7.9,9.2,6.2
1988/1/5,4.7,8.0,3.6
1988/1/6,3.8,7.3,-0.4
1988/1/7,6.1,9.2,-0.5
1988/1/8,8.9,12.6,7.1
1988/1/9,4.9,8.6,1.3
1988/1/10,1.8,3.5,0.5
1988/1/11,2.3,5.4,0.3
1988/1/12,4.1,6.2,1.6
1988/1/13,5.6,11.0,1.0
1988/1/14,8.0,12.7,3.2
1988/1/15,7.7,9.7,5.8
1988/1/16,8.1,13.2,5.5
1988/1/17,5.1,7.7,2.6
1988/1/18,4.5,7.2,2.8
1988/1/19,5.2,8.2,2.8
1988/1/20,6.1,13.5,0.7
1988/1/21,9.8,13.5,2.1
1988/1/22,12.5,15.2,11.0
1988/1/23,4.6,12.8,-0.3
1988/1/24,0.9,2.9,-1.4
1988/1/25,4.1,8.3,1.1
1988/1/26,5.2,7.9,3.1
1988/1/27,4.5,6.8,2.1
1988/1/28,4.9,7.7,2.2
1988/1/29,7.9,11.9,4.5
1988/1/30,5.1,7.2,3.4
1988/1/31,3.6,5.6,1.9
1988/2/1,3.1,7.3,0.9
1988/2/2,3.9,10.8,-0.5
1988/2/3,0.5,1.5,-1.4
1988/2/4,2.8,5.6,-0.4
1988/2/5,7.2,10.3,4.1
1988/2/6,5.9,10.3,0.9
1988/2/7,1.0,2.6,-0.3
1988/2/8,0.6,1.8,0.0
1988/2/9,1.7,3.0,0.4
1988/2/10,1.6,3.4,0.0
1988/2/11,1.9,3.8,0.0
1988/2/12,3.1,5.7,-0.5
1988/2/13,4.1,6.9,2.0
1988/2/14,3.6,7.1,1.1
1988/2/15,1.5,3.4,-0.1
1988/2/16,0.8,2.0,-0.4
1988/2/17,0.9,4.4,-2.4
1988/2/18,0.8,4.2,-2.9
1988/2/19,1.6,5.2,-0.7
1988/2/20,3.5,5.9,1.3
1988/2/21,2.0,4.3,0.9
1988/2/22,4.0,9.0,-2.5
1988/2/23,6.0,7.4,4.6
1988/2/24,5.1,8.5,3.9
1988/2/25,5.0,8.3,0.7
1988/2/26,6.0,8.7,4.2
1988/2/27,4.9,7.2,3.5
1988/2/28,4.8,8.7,2.1
1988/2/29,5.7,8.5,3.6
1988/3/1,7.0,8.0,5.5
1988/3/2,7.8,10.9,4.6
1988/3/3,3.3,7.7,0.7
1988/3/4,2.4,5.9,0.0
1988/3/5,3.3,6.6,-0.1
1988/3/6,3.2,7.3,0.7
1988/3/7,2.1,4.6,0.5
1988/3/8,2.5,6.7,0.1
1988/3/9,3.3,8.2,0.4
1988/3/10,6.4,10.3,3.2
1988/3/11,11.0,15.1,6.3
1988/3/12,10.0,13.8,7.2
1988/3/13,9.7,14.5,4.7
1988/3/14,13.2,18.4,7.5
1988/3/15,6.0,10.0,1.6
1988/3/16,3.4,5.9,-0.1
1988/3/17,3.6,4.4,2.5
1988/3/18,6.8,10.7,3.1
1988/3/19,8.0,12.6,2.6
1988/3/20,7.4,11.2,5.0
1988/3/21,8.1,10.7,5.2
1988/3/22,9.8,12.1,8.2
1988/3/23,8.3,10.9,6.9
1988/3/24,6.2,10.0,2.4
1988/3/25,7.0,9.5,2.2
1988/3/26,6.8,7.6,5.7
1988/3/27,6.1,10.2,1.2
1988/3/28,7.6,15.1,-0.6
1988/3/29,9.7,14.8,6.6
1988/3/30,8.7,11.2,5.9
1988/3/31,8.3,12.1,4.4
1988/4/1,7.3,11.5,1.4
1988/4/2,8.9,11.4,5.0
1988/4/3,10.1,13.3,6.9
1988/4/4,8.6,12.2,4.3
1988/4/5,13.4,19.2,6.2
1988/4/6,9.3,11.8,7.1
1988/4/7,6.0,8.4,4.5
1988/4/8,6.7,8.8,4.8
1988/4/9,7.8,12.6,3.1
1988/4/10,8.1,14.4,1.0
1988/4/11,13.4,20.0,5.1
1988/4/12,14.7,17.3,12.5
1988/4/13,12.7,16.9,7.7
1988/4/14,11.3,19.1,6.4
1988/4/15,10.6,15.7,5.2
1988/4/16,10.9,16.8,4.7
1988/4/17,16.2,21.8,7.6
1988/4/18,14.8,17.0,13.0
1988/4/19,14.8,19.4,9.3
1988/4/20,14.5,18.4,11.3
1988/4/21,15.7,21.9,10.1
1988/4/22,13.0,18.5,10.3
1988/4/23,10.9,16.1,7.2
1988/4/24,8.8,13.2,5.1
1988/4/25,13.5,19.3,6.5
1988/4/26,15.6,21.6,11.3
1988/4/27,17.4,22.3,10.9
1988/4/28,19.1,23.9,14.1
1988/4/29,17.5,20.1,15.1
1988/4/30,18.6,22.8,14.2
1988/5/1,23.2,30.3,17.9
