ダウンロードした時刻：2017/07/24 15:47:19

,熊本,熊本,熊本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1992/1/1,8.1,10.3,6.1
1992/1/2,10.2,13.6,7.2
1992/1/3,8.2,11.5,5.3
1992/1/4,5.3,11.2,0.4
1992/1/5,4.2,7.7,-0.7
1992/1/6,9.5,11.6,7.5
1992/1/7,9.1,14.7,5.0
1992/1/8,6.7,11.1,1.0
1992/1/9,8.2,11.2,5.6
1992/1/10,7.0,10.9,2.3
1992/1/11,5.6,12.7,-0.9
1992/1/12,7.4,14.0,1.2
1992/1/13,6.8,9.8,4.5
1992/1/14,5.9,9.1,2.9
1992/1/15,4.9,9.9,1.1
1992/1/16,3.8,8.3,-1.5
1992/1/17,6.0,7.8,4.0
1992/1/18,5.0,8.1,2.7
1992/1/19,4.3,9.4,-1.5
1992/1/20,5.0,12.4,-1.2
1992/1/21,7.5,12.1,4.0
1992/1/22,7.0,10.8,4.4
1992/1/23,5.8,7.9,1.8
1992/1/24,4.5,10.6,-0.5
1992/1/25,6.3,12.8,0.7
1992/1/26,7.1,14.6,1.3
1992/1/27,7.0,13.8,0.9
1992/1/28,7.4,14.9,0.1
1992/1/29,10.9,17.8,3.2
1992/1/30,11.2,13.4,8.7
1992/1/31,7.0,9.5,4.3
1992/2/1,4.0,7.7,1.1
1992/2/2,4.3,10.4,-2.3
1992/2/3,10.8,14.4,5.8
1992/2/4,9.1,11.9,3.8
1992/2/5,6.5,12.4,1.8
1992/2/6,7.0,13.2,0.9
1992/2/7,5.9,9.9,1.4
1992/2/8,5.1,9.3,0.3
1992/2/9,3.5,9.4,-1.4
1992/2/10,5.0,10.2,1.3
1992/2/11,5.5,11.9,-2.0
1992/2/12,7.1,13.8,1.6
1992/2/13,6.4,12.3,0.8
1992/2/14,5.5,10.3,-0.2
1992/2/15,4.9,7.4,0.9
1992/2/16,5.7,9.0,-0.1
1992/2/17,3.2,9.3,-3.0
1992/2/18,6.7,12.7,0.7
1992/2/19,6.4,11.3,1.2
1992/2/20,4.7,8.6,0.9
1992/2/21,3.2,8.5,-2.3
1992/2/22,4.9,9.8,-1.0
1992/2/23,5.5,11.7,-2.3
1992/2/24,6.1,8.7,3.1
1992/2/25,7.2,12.7,1.5
1992/2/26,6.6,14.2,-1.5
1992/2/27,10.8,18.2,1.7
1992/2/28,15.4,20.5,11.5
1992/2/29,17.4,21.4,12.0
1992/3/1,17.3,20.7,14.8
1992/3/2,13.1,17.5,8.7
1992/3/3,9.9,14.0,6.5
1992/3/4,9.9,13.1,6.7
1992/3/5,11.2,13.7,7.9
1992/3/6,8.3,12.2,4.9
1992/3/7,7.0,13.0,0.9
1992/3/8,7.4,12.4,1.6
1992/3/9,10.9,15.5,7.9
1992/3/10,12.8,19.3,7.5
1992/3/11,11.0,18.6,3.6
1992/3/12,11.8,19.3,4.6
1992/3/13,12.7,18.3,6.4
1992/3/14,16.5,21.1,12.1
1992/3/15,15.6,16.8,14.0
1992/3/16,12.2,14.1,9.5
1992/3/17,11.2,15.2,8.4
1992/3/18,10.5,13.0,9.7
1992/3/19,10.7,13.1,8.2
1992/3/20,10.3,11.3,9.0
1992/3/21,10.8,14.8,7.3
1992/3/22,11.4,17.8,4.7
1992/3/23,13.6,16.3,10.7
1992/3/24,12.1,14.0,10.8
1992/3/25,12.0,15.9,9.6
1992/3/26,11.5,12.6,9.7
1992/3/27,10.9,12.6,9.5
1992/3/28,12.4,14.6,10.2
1992/3/29,13.1,14.2,12.3
1992/3/30,15.4,21.3,10.6
1992/3/31,15.1,19.7,11.0
1992/4/1,14.9,18.0,12.7
1992/4/2,14.7,20.6,9.7
1992/4/3,14.1,20.0,7.1
1992/4/4,15.5,20.6,12.6
1992/4/5,16.8,22.2,12.2
1992/4/6,15.9,23.9,8.6
1992/4/7,18.2,26.4,12.3
1992/4/8,18.5,25.4,10.9
1992/4/9,19.7,26.9,14.2
1992/4/10,16.9,19.1,14.3
1992/4/11,14.1,16.6,11.0
1992/4/12,11.7,15.9,7.2
1992/4/13,10.3,17.1,3.1
1992/4/14,12.0,18.2,4.9
1992/4/15,12.6,20.6,7.3
1992/4/16,10.7,14.8,6.2
1992/4/17,11.5,18.8,2.9
1992/4/18,16.7,22.4,8.9
1992/4/19,18.1,24.2,11.3
1992/4/20,16.3,25.6,6.4
1992/4/21,18.5,26.2,8.8
1992/4/22,18.5,23.3,12.9
1992/4/23,17.4,25.7,8.6
1992/4/24,16.5,20.0,12.8
1992/4/25,18.0,24.6,10.8
1992/4/26,17.3,22.7,11.8
1992/4/27,18.3,23.1,13.7
1992/4/28,19.4,26.8,13.2
1992/4/29,18.8,25.4,11.7
1992/4/30,17.1,20.2,13.6
1992/5/1,15.8,21.2,10.4
