É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2017/07/24 15:41:15

,çbï{,çbï{,çbï{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1986/1/1,4.9,9.0,1.1
1986/1/2,3.4,8.2,-1.6
1986/1/3,-0.6,4.2,-6.5
1986/1/4,-0.9,0.7,-3.5
1986/1/5,-0.8,3.8,-7.4
1986/1/6,-4.1,3.8,-10.7
1986/1/7,-4.4,2.6,-10.0
1986/1/8,-2.7,4.5,-9.5
1986/1/9,-1.2,4.9,-6.3
1986/1/10,-2.8,5.2,-9.2
1986/1/11,-1.7,4.8,-9.1
1986/1/12,-2.9,4.7,-8.8
1986/1/13,-1.4,4.7,-7.7
1986/1/14,2.4,7.0,-2.1
1986/1/15,0.1,8.3,-7.0
1986/1/16,1.6,7.2,-3.3
1986/1/17,3.5,11.4,-4.0
1986/1/18,2.2,9.5,-3.6
1986/1/19,1.0,8.7,-5.2
1986/1/20,3.0,10.0,-4.9
1986/1/21,2.9,7.6,-1.9
1986/1/22,1.7,6.7,-2.3
1986/1/23,0.9,8.2,-5.9
1986/1/24,1.7,8.7,-4.9
1986/1/25,0.9,7.8,-6.1
1986/1/26,0.1,6.9,-6.2
1986/1/27,-1.0,5.7,-7.2
1986/1/28,0.1,8.4,-8.4
1986/1/29,1.2,9.1,-5.7
1986/1/30,1.6,8.9,-5.2
1986/1/31,3.3,9.8,-3.3
1986/2/1,3.6,9.3,-0.6
1986/2/2,3.1,11.7,-2.0
1986/2/3,3.5,12.6,-4.6
1986/2/4,2.7,8.0,-3.3
1986/2/5,0.8,8.9,-6.6
1986/2/6,1.0,7.4,-5.5
1986/2/7,0.2,6.4,-6.9
1986/2/8,0.1,4.9,-2.9
1986/2/9,0.2,7.7,-7.4
1986/2/10,0.7,7.3,-6.1
1986/2/11,0.5,2.6,-2.2
1986/2/12,2.8,9.8,-3.3
1986/2/13,2.8,10.8,-6.0
1986/2/14,6.2,13.3,-1.5
1986/2/15,5.6,10.3,0.6
1986/2/16,0.2,4.8,-3.6
1986/2/17,0.0,8.7,-8.3
1986/2/18,-1.5,0.6,-2.7
1986/2/19,2.2,6.7,-1.0
1986/2/20,1.1,6.6,-5.3
1986/2/21,1.3,8.4,-5.2
1986/2/22,1.4,7.6,-5.7
1986/2/23,3.1,9.7,-2.7
1986/2/24,1.4,7.8,-4.0
1986/2/25,-0.2,5.7,-6.2
1986/2/26,0.5,8.0,-6.9
1986/2/27,4.0,10.5,-1.1
1986/2/28,2.4,7.1,-1.7
1986/3/1,2.5,10.0,-4.0
1986/3/2,2.2,9.1,-2.6
1986/3/3,2.7,10.5,-5.2
1986/3/4,2.6,9.0,-3.7
1986/3/5,4.7,10.8,-0.2
1986/3/6,5.9,15.2,-2.6
1986/3/7,6.4,15.2,-1.0
1986/3/8,8.7,17.5,1.8
1986/3/9,10.1,18.4,2.8
1986/3/10,8.2,10.7,5.1
1986/3/11,7.8,10.6,6.3
1986/3/12,7.6,13.9,3.0
1986/3/13,8.4,16.9,-1.1
1986/3/14,5.7,9.7,0.3
1986/3/15,5.8,10.3,0.3
1986/3/16,9.6,20.5,2.4
1986/3/17,6.6,13.1,1.1
1986/3/18,5.4,11.3,-2.3
1986/3/19,7.4,10.0,5.5
1986/3/20,8.7,13.0,4.8
1986/3/21,7.2,14.7,0.3
1986/3/22,7.2,12.3,4.9
1986/3/23,2.1,5.4,0.3
1986/3/24,5.8,10.0,2.3
1986/3/25,6.0,12.0,1.2
1986/3/26,6.1,13.7,-0.8
1986/3/27,8.9,17.6,-0.7
1986/3/28,6.5,8.6,4.0
1986/3/29,7.4,12.9,3.5
1986/3/30,9.8,13.5,6.5
1986/3/31,10.9,17.6,6.2
1986/4/1,8.9,15.8,4.3
1986/4/2,10.1,19.2,2.6
1986/4/3,11.1,17.7,3.4
1986/4/4,13.5,18.1,9.4
1986/4/5,14.2,20.7,7.1
1986/4/6,9.8,17.3,1.5
1986/4/7,6.6,10.6,1.7
1986/4/8,7.7,18.4,-2.4
1986/4/9,13.1,22.1,3.0
1986/4/10,14.3,18.3,11.0
1986/4/11,12.5,16.8,7.7
1986/4/12,9.6,17.3,3.9
1986/4/13,10.3,19.5,1.1
1986/4/14,13.0,23.2,3.1
1986/4/15,10.4,15.0,8.4
1986/4/16,12.7,19.8,7.6
1986/4/17,13.0,18.8,7.9
1986/4/18,13.9,21.3,8.8
1986/4/19,12.8,15.0,10.7
1986/4/20,15.4,19.8,12.1
1986/4/21,17.0,22.3,12.9
1986/4/22,14.7,16.2,13.6
1986/4/23,18.6,27.7,13.4
1986/4/24,17.0,23.6,12.5
1986/4/25,17.4,22.4,13.5
1986/4/26,19.2,28.4,13.5
1986/4/27,20.6,26.7,15.4
1986/4/28,15.1,19.6,11.6
1986/4/29,15.2,20.4,11.1
1986/4/30,16.3,22.8,12.3
1986/5/1,16.5,23.8,11.1
