ダウンロードした時刻：2017/07/24 15:47:06

,福江,福江,福江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/1/1,9.9,12.4,7.9
1987/1/2,15.2,19.0,8.0
1987/1/3,10.1,13.7,7.9
1987/1/4,9.5,11.7,6.4
1987/1/5,9.5,12.0,8.3
1987/1/6,7.8,10.8,2.9
1987/1/7,10.6,15.6,3.4
1987/1/8,8.2,11.3,4.2
1987/1/9,10.5,14.9,4.2
1987/1/10,7.0,10.5,1.5
1987/1/11,5.8,10.0,-0.2
1987/1/12,5.7,9.2,0.7
1987/1/13,1.0,2.8,-1.1
1987/1/14,4.0,7.4,1.4
1987/1/15,7.5,14.0,3.0
1987/1/16,12.2,16.9,2.9
1987/1/17,9.0,12.6,6.3
1987/1/18,6.7,7.7,5.7
1987/1/19,6.2,7.5,4.5
1987/1/20,4.7,8.6,0.0
1987/1/21,4.9,10.9,-0.9
1987/1/22,8.8,12.6,2.6
1987/1/23,13.3,17.2,8.4
1987/1/24,4.8,8.4,4.2
1987/1/25,3.6,4.7,1.7
1987/1/26,5.8,7.6,4.1
1987/1/27,7.4,8.6,5.1
1987/1/28,7.9,12.0,2.3
1987/1/29,8.2,14.6,2.1
1987/1/30,9.7,13.1,5.4
1987/1/31,4.4,7.0,3.4
1987/2/1,4.0,8.2,0.8
1987/2/2,4.3,7.2,0.5
1987/2/3,1.9,4.4,-1.4
1987/2/4,5.6,7.3,3.9
1987/2/5,8.1,10.3,5.4
1987/2/6,8.7,13.4,4.0
1987/2/7,9.1,15.0,3.1
1987/2/8,8.5,14.4,2.3
1987/2/9,10.6,17.6,1.7
1987/2/10,16.6,20.1,11.7
1987/2/11,18.3,20.4,16.7
1987/2/12,12.9,18.5,8.3
1987/2/13,10.3,15.1,5.8
1987/2/14,11.2,12.9,5.5
1987/2/15,6.7,10.7,1.3
1987/2/16,8.0,12.5,0.0
1987/2/17,11.4,12.7,8.5
1987/2/18,10.6,12.0,8.2
1987/2/19,8.8,11.1,6.2
1987/2/20,9.0,12.1,6.2
1987/2/21,7.2,9.7,3.1
1987/2/22,7.5,11.5,2.8
1987/2/23,9.3,14.2,3.2
1987/2/24,9.2,15.4,4.1
1987/2/25,3.3,5.0,1.1
1987/2/26,3.9,5.5,2.7
1987/2/27,2.2,3.9,0.1
1987/2/28,6.6,10.3,2.1
1987/3/1,5.7,9.8,3.7
1987/3/2,3.5,6.9,-0.8
1987/3/3,6.4,11.8,-0.3
1987/3/4,10.2,14.0,1.4
1987/3/5,13.2,19.4,4.9
1987/3/6,13.1,17.9,7.4
1987/3/7,9.4,12.7,7.9
1987/3/8,9.5,12.0,6.7
1987/3/9,9.6,13.3,7.6
1987/3/10,8.2,9.7,7.3
1987/3/11,9.0,12.9,3.6
1987/3/12,10.3,14.5,2.8
1987/3/13,15.8,18.6,13.1
1987/3/14,11.0,13.3,8.3
1987/3/15,10.0,14.1,7.8
1987/3/16,9.8,12.8,6.0
1987/3/17,12.1,15.8,8.2
1987/3/18,11.3,15.9,5.7
1987/3/19,13.9,18.6,5.6
1987/3/20,12.4,16.3,8.6
1987/3/21,13.0,16.6,8.8
1987/3/22,14.7,16.5,11.5
1987/3/23,18.0,20.1,16.5
1987/3/24,12.8,16.9,9.2
1987/3/25,5.0,9.2,4.2
1987/3/26,4.7,8.7,0.3
1987/3/27,6.3,11.9,-0.5
1987/3/28,8.0,11.8,1.8
1987/3/29,11.9,16.1,8.0
1987/3/30,13.4,15.5,8.8
1987/3/31,10.8,13.9,6.2
1987/4/1,8.4,10.8,6.0
1987/4/2,10.7,14.4,7.9
1987/4/3,10.5,14.4,5.9
1987/4/4,12.1,18.0,4.9
1987/4/5,13.8,20.0,5.6
1987/4/6,16.1,18.1,13.5
1987/4/7,15.4,17.4,13.5
1987/4/8,15.9,18.9,11.1
1987/4/9,17.3,19.7,16.0
1987/4/10,16.7,20.9,14.5
1987/4/11,12.9,15.6,10.8
1987/4/12,10.4,12.8,9.2
1987/4/13,10.8,14.2,8.1
1987/4/14,10.8,14.1,6.6
1987/4/15,12.7,17.6,8.5
1987/4/16,12.6,15.7,9.0
1987/4/17,14.4,20.7,7.2
1987/4/18,16.2,22.0,9.7
1987/4/19,17.7,24.3,13.1
1987/4/20,19.3,23.4,12.5
1987/4/21,16.4,19.7,10.1
1987/4/22,14.7,18.9,9.6
1987/4/23,15.1,21.2,9.8
1987/4/24,16.1,22.2,9.5
1987/4/25,16.6,18.1,14.3
1987/4/26,14.2,17.5,12.4
1987/4/27,13.2,17.3,9.1
1987/4/28,14.2,19.9,7.5
1987/4/29,14.8,21.8,6.6
1987/4/30,16.8,19.7,11.4
1987/5/1,16.8,18.8,13.7
