ダウンロードした時刻：2017/07/24 15:46:12

,徳島,徳島,徳島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2011/1/1,3.7,6.1,0.6
2011/1/2,6.1,10.3,2.5
2011/1/3,5.4,10.0,1.4
2011/1/4,6.6,10.4,3.9
2011/1/5,6.4,10.0,1.7
2011/1/6,6.2,8.4,4.6
2011/1/7,4.6,7.5,2.6
2011/1/8,5.2,10.2,1.5
2011/1/9,5.6,9.8,1.1
2011/1/10,3.9,7.0,1.8
2011/1/11,4.2,7.9,0.1
2011/1/12,4.4,7.4,2.7
2011/1/13,4.3,8.6,1.6
2011/1/14,5.0,9.0,1.0
2011/1/15,3.7,6.7,-1.4
2011/1/16,0.1,2.9,-2.3
2011/1/17,3.8,7.3,0.4
2011/1/18,5.3,9.1,2.0
2011/1/19,4.7,7.6,2.5
2011/1/20,4.2,7.9,1.9
2011/1/21,4.7,8.8,0.8
2011/1/22,5.9,10.5,2.2
2011/1/23,5.9,10.0,3.5
2011/1/24,4.6,8.4,1.7
2011/1/25,5.5,8.7,2.6
2011/1/26,4.2,7.6,1.5
2011/1/27,3.9,7.9,0.8
2011/1/28,4.4,7.6,1.8
2011/1/29,3.5,7.7,-0.3
2011/1/30,0.4,4.1,-1.7
2011/1/31,1.2,5.4,-2.1
2011/2/1,5.1,9.5,0.8
2011/2/2,5.3,10.2,0.4
2011/2/3,6.7,11.8,3.2
2011/2/4,7.3,12.4,2.5
2011/2/5,7.4,12.5,2.0
2011/2/6,7.6,11.9,2.0
2011/2/7,9.3,12.9,5.8
2011/2/8,6.5,10.6,2.0
2011/2/9,7.7,10.5,6.0
2011/2/10,5.1,8.2,1.8
2011/2/11,2.1,4.0,0.6
2011/2/12,3.9,7.7,0.6
2011/2/13,3.9,7.5,1.1
2011/2/14,1.4,4.1,0.5
2011/2/15,4.6,8.5,1.7
2011/2/16,4.7,8.9,0.0
2011/2/17,10.1,13.8,4.6
2011/2/18,9.1,12.4,5.0
2011/2/19,5.7,9.6,1.8
2011/2/20,7.1,10.9,2.3
2011/2/21,8.2,12.5,4.9
2011/2/22,8.0,13.6,2.9
2011/2/23,9.0,13.5,4.1
2011/2/24,12.1,14.9,9.5
2011/2/25,13.3,20.9,9.1
2011/2/26,8.2,11.6,5.4
2011/2/27,10.8,15.9,4.2
2011/2/28,12.2,15.4,9.3
2011/3/1,8.8,9.4,8.2
2011/3/2,7.8,10.9,3.7
2011/3/3,4.6,8.4,1.2
2011/3/4,3.8,7.8,0.8
2011/3/5,6.1,10.5,2.1
2011/3/6,7.2,11.9,2.7
2011/3/7,7.8,12.2,5.6
2011/3/8,7.5,12.2,3.6
2011/3/9,6.7,12.5,1.8
2011/3/10,6.3,11.4,1.8
2011/3/11,6.4,10.5,1.1
2011/3/12,8.3,14.0,2.7
2011/3/13,11.3,16.1,6.1
2011/3/14,13.4,18.3,7.6
2011/3/15,13.7,17.3,9.3
2011/3/16,5.4,9.4,2.1
2011/3/17,3.9,8.9,1.6
2011/3/18,6.0,9.6,1.9
2011/3/19,10.7,17.3,5.5
2011/3/20,13.2,20.9,7.1
2011/3/21,11.7,13.6,9.4
2011/3/22,10.6,15.6,6.7
2011/3/23,7.3,10.8,4.2
2011/3/24,8.3,12.8,4.7
2011/3/25,6.8,12.6,1.3
2011/3/26,6.4,9.9,4.4
2011/3/27,6.9,11.9,2.5
2011/3/28,7.8,13.7,2.0
2011/3/29,9.6,16.0,3.5
2011/3/30,11.4,16.4,6.0
2011/3/31,12.6,19.6,7.1
2011/4/1,12.7,18.7,5.8
2011/4/2,13.1,20.9,8.2
2011/4/3,8.3,11.2,6.5
2011/4/4,9.3,14.7,4.7
2011/4/5,10.4,16.2,4.6
2011/4/6,12.3,18.0,4.7
2011/4/7,16.3,22.2,10.6
2011/4/8,17.3,19.9,15.7
2011/4/9,17.0,22.2,14.1
2011/4/10,15.3,21.0,10.7
2011/4/11,12.9,21.0,8.2
2011/4/12,11.3,18.2,6.3
2011/4/13,13.2,18.5,6.0
2011/4/14,15.1,21.2,8.9
2011/4/15,14.9,19.2,11.5
2011/4/16,14.0,21.5,9.3
2011/4/17,12.1,16.6,7.2
2011/4/18,12.7,20.9,9.1
2011/4/19,11.8,16.7,8.1
2011/4/20,12.2,16.5,8.8
2011/4/21,13.1,18.8,6.5
2011/4/22,14.9,17.7,12.0
2011/4/23,15.5,17.9,10.8
2011/4/24,13.3,19.1,7.1
2011/4/25,13.8,20.8,7.4
2011/4/26,17.4,24.2,9.6
2011/4/27,19.0,22.7,13.2
2011/4/28,15.6,21.0,12.3
2011/4/29,14.9,18.9,10.1
2011/4/30,18.4,25.5,10.6
2011/5/1,18.0,19.8,15.7
