É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2017/07/24 15:36:17

,éDñy,éDñy,éDñy
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2016/1/1,-1.1,0.2,-2.6
2016/1/2,1.6,4.0,-0.7
2016/1/3,0.3,2.2,-1.8
2016/1/4,-1.7,-0.2,-3.8
2016/1/5,-3.9,-2.4,-5.4
2016/1/6,-2.3,-0.4,-4.0
2016/1/7,-2.7,-1.2,-3.5
2016/1/8,-2.5,-0.9,-3.7
2016/1/9,-3.6,-2.6,-4.7
2016/1/10,-4.2,-2.0,-7.5
2016/1/11,-6.7,-4.1,-8.4
2016/1/12,-6.4,-5.4,-8.0
2016/1/13,-4.2,-1.8,-7.4
2016/1/14,-3.7,-0.4,-6.5
2016/1/15,-6.3,-4.3,-8.8
2016/1/16,-5.0,-1.5,-9.4
2016/1/17,-5.1,-1.9,-9.2
2016/1/18,-5.9,-2.8,-9.9
2016/1/19,-1.4,0.1,-3.6
2016/1/20,-0.5,1.0,-2.8
2016/1/21,-2.1,0.2,-4.5
2016/1/22,-2.7,0.2,-5.0
2016/1/23,-3.7,0.3,-7.5
2016/1/24,-5.7,-3.0,-9.0
2016/1/25,-6.7,-3.9,-10.7
2016/1/26,0.0,3.3,-4.5
2016/1/27,-1.7,0.3,-3.4
2016/1/28,-3.9,-1.8,-5.6
2016/1/29,-5.0,-3.0,-6.3
2016/1/30,-5.8,-4.1,-8.1
2016/1/31,-5.6,-3.4,-7.7
2016/2/1,-5.5,-2.9,-7.4
2016/2/2,-4.5,-1.2,-6.4
2016/2/3,-3.5,-0.4,-7.6
2016/2/4,-0.4,2.5,-4.0
2016/2/5,-2.4,-0.3,-5.5
2016/2/6,-4.9,-1.9,-7.6
2016/2/7,-4.7,-1.7,-8.5
2016/2/8,-3.5,-1.8,-6.3
2016/2/9,1.8,4.5,-2.3
2016/2/10,-1.7,0.6,-3.8
2016/2/11,-1.8,0.7,-5.3
2016/2/12,0.2,4.4,-6.7
2016/2/13,4.8,8.3,2.9
2016/2/14,3.4,8.2,-1.7
2016/2/15,-5.7,-0.9,-8.6
2016/2/16,-5.4,-3.6,-8.4
2016/2/17,-4.4,-3.3,-5.4
2016/2/18,-0.6,1.5,-4.9
2016/2/19,2.5,6.0,-1.4
2016/2/20,1.5,4.4,-1.3
2016/2/21,-0.5,1.9,-2.5
2016/2/22,-2.9,-0.6,-4.8
2016/2/23,-1.9,0.7,-4.8
2016/2/24,-6.8,-4.4,-8.5
2016/2/25,-6.4,-2.3,-10.9
2016/2/26,-5.6,-3.1,-8.5
2016/2/27,-4.7,-1.4,-8.8
2016/2/28,-3.4,-0.9,-7.0
2016/2/29,0.7,6.9,-4.5
2016/3/1,-2.0,2.0,-4.5
2016/3/2,-3.3,0.4,-6.9
2016/3/3,-3.4,-0.1,-5.9
2016/3/4,-2.5,1.1,-6.4
2016/3/5,-0.9,3.0,-6.6
2016/3/6,3.8,6.9,0.1
2016/3/7,4.7,7.6,1.4
2016/3/8,3.1,7.2,-0.2
2016/3/9,-0.6,2.3,-3.0
2016/3/10,-2.0,1.2,-4.9
2016/3/11,-2.4,1.0,-4.9
2016/3/12,-2.0,1.0,-5.5
2016/3/13,-0.7,3.1,-6.6
2016/3/14,2.1,7.5,-2.3
2016/3/15,1.0,3.3,-1.5
2016/3/16,5.4,11.0,-3.1
2016/3/17,7.9,13.4,1.4
2016/3/18,8.4,13.0,5.1
2016/3/19,5.7,10.0,3.2
2016/3/20,1.1,3.3,-1.3
2016/3/21,0.1,3.2,-2.0
2016/3/22,2.4,6.7,-2.7
2016/3/23,1.8,5.1,-1.3
2016/3/24,1.0,4.4,-2.4
2016/3/25,1.0,4.2,-0.8
2016/3/26,3.3,6.3,0.1
2016/3/27,6.5,11.5,-0.1
2016/3/28,5.7,8.2,1.9
2016/3/29,6.4,13.5,0.1
2016/3/30,6.6,9.4,3.3
2016/3/31,5.9,10.3,0.4
2016/4/1,7.0,12.8,2.5
2016/4/2,4.7,7.3,3.5
2016/4/3,7.9,11.8,4.2
2016/4/4,7.0,13.1,3.3
2016/4/5,8.5,15.0,1.7
2016/4/6,9.0,13.2,5.5
2016/4/7,8.2,12.0,3.9
2016/4/8,8.8,14.8,5.2
2016/4/9,6.6,12.9,3.2
2016/4/10,4.3,8.1,1.9
2016/4/11,2.2,5.4,0.1
2016/4/12,6.9,11.0,2.1
2016/4/13,8.1,11.4,5.3
2016/4/14,11.0,15.4,7.5
2016/4/15,4.7,7.8,3.2
2016/4/16,8.0,12.8,2.6
2016/4/17,8.8,11.6,7.1
2016/4/18,6.8,12.3,2.7
2016/4/19,4.4,6.4,2.8
2016/4/20,9.7,16.2,3.8
2016/4/21,13.8,20.9,7.7
2016/4/22,14.1,21.1,9.1
2016/4/23,9.5,14.4,7.0
2016/4/24,9.8,15.3,4.8
2016/4/25,10.3,16.4,5.8
2016/4/26,8.5,14.1,6.0
2016/4/27,8.1,13.0,4.8
2016/4/28,7.6,12.6,3.8
2016/4/29,4.8,5.6,3.3
2016/4/30,4.3,6.2,2.2
2016/5/1,6.3,10.6,3.6
