ダウンロードした時刻：2017/07/24 15:43:10

,米子,米子,米子
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/1/1,3.6,7.0,1.4
1999/1/2,6.3,8.6,3.6
1999/1/3,5.6,7.6,4.2
1999/1/4,6.5,11.2,4.1
1999/1/5,6.6,14.0,1.0
1999/1/6,9.0,14.2,3.7
1999/1/7,5.7,10.0,-0.2
1999/1/8,-0.6,2.2,-2.0
1999/1/9,0.1,3.2,-1.8
1999/1/10,2.7,4.2,-0.3
1999/1/11,4.6,7.6,3.3
1999/1/12,2.9,6.1,1.0
1999/1/13,4.4,8.7,1.2
1999/1/14,5.4,9.5,1.1
1999/1/15,3.9,7.0,1.6
1999/1/16,4.9,8.4,1.4
1999/1/17,4.5,7.9,-0.4
1999/1/18,5.9,13.0,-1.3
1999/1/19,6.8,9.6,3.6
1999/1/20,6.4,11.6,2.0
1999/1/21,4.7,8.8,1.7
1999/1/22,7.1,12.6,1.1
1999/1/23,9.6,13.5,6.9
1999/1/24,8.2,11.2,4.6
1999/1/25,8.2,13.9,1.8
1999/1/26,7.4,10.8,0.9
1999/1/27,7.3,13.9,0.1
1999/1/28,6.7,10.4,-0.7
1999/1/29,2.8,5.2,-1.0
1999/1/30,2.9,7.6,-0.3
1999/1/31,4.4,11.3,-1.0
1999/2/1,6.0,10.9,0.2
1999/2/2,5.2,8.4,1.2
1999/2/3,-1.0,2.2,-3.5
1999/2/4,-0.1,3.8,-3.5
1999/2/5,2.7,5.6,0.6
1999/2/6,4.1,8.6,1.1
1999/2/7,5.5,12.1,0.0
1999/2/8,5.6,12.9,0.1
1999/2/9,7.8,15.1,1.7
1999/2/10,5.8,8.4,2.5
1999/2/11,5.8,7.5,2.4
1999/2/12,1.1,3.6,-0.5
1999/2/13,0.0,2.1,-1.3
1999/2/14,2.1,6.9,-2.0
1999/2/15,3.2,7.2,0.6
1999/2/16,6.4,12.8,0.6
1999/2/17,9.4,17.9,1.5
1999/2/18,8.4,12.3,5.3
1999/2/19,2.0,5.6,-0.3
1999/2/20,2.3,4.6,-0.4
1999/2/21,1.7,6.4,-1.5
1999/2/22,4.1,9.2,-1.5
1999/2/23,6.2,12.1,2.2
1999/2/24,5.4,7.6,3.5
1999/2/25,7.4,11.3,3.4
1999/2/26,8.3,13.0,1.5
1999/2/27,6.3,10.1,3.2
1999/2/28,4.5,9.9,-0.4
1999/3/1,7.8,13.7,1.7
1999/3/2,9.7,14.8,5.2
1999/3/3,9.4,17.7,3.3
1999/3/4,10.1,17.3,2.2
1999/3/5,15.2,20.6,9.9
1999/3/6,7.9,10.3,5.7
1999/3/7,7.6,8.4,6.0
1999/3/8,6.9,8.5,5.3
1999/3/9,7.0,9.3,4.4
1999/3/10,7.4,11.3,3.8
1999/3/11,7.0,10.5,4.4
1999/3/12,6.0,8.8,2.8
1999/3/13,9.1,15.6,0.0
1999/3/14,14.6,20.7,10.5
1999/3/15,11.2,12.5,8.8
1999/3/16,9.5,12.3,5.1
1999/3/17,11.3,23.2,2.5
1999/3/18,18.4,23.8,9.6
1999/3/19,10.8,18.5,5.7
1999/3/20,6.0,6.9,4.5
1999/3/21,6.6,9.6,2.9
1999/3/22,3.3,6.2,1.2
1999/3/23,4.4,10.6,-1.7
1999/3/24,11.2,19.7,0.9
1999/3/25,12.5,16.2,8.8
1999/3/26,13.3,15.6,11.6
1999/3/27,8.2,12.0,4.0
1999/3/28,6.4,11.9,1.5
1999/3/29,5.3,7.7,3.6
1999/3/30,6.7,10.2,2.7
1999/3/31,9.6,14.7,6.4
1999/4/1,14.3,21.3,4.9
1999/4/2,13.0,18.8,8.4
1999/4/3,7.6,10.6,4.0
1999/4/4,9.1,14.2,2.9
1999/4/5,10.2,14.8,6.0
1999/4/6,9.7,16.2,5.1
1999/4/7,7.3,10.6,2.3
1999/4/8,7.2,12.5,1.4
1999/4/9,14.0,20.6,5.3
1999/4/10,14.5,19.3,11.9
1999/4/11,12.4,13.3,11.7
1999/4/12,15.6,21.0,8.5
1999/4/13,13.6,18.5,9.0
1999/4/14,9.9,14.9,4.8
1999/4/15,10.8,17.0,3.3
1999/4/16,13.9,20.8,6.9
1999/4/17,15.3,20.5,7.9
1999/4/18,15.5,18.3,13.4
1999/4/19,15.4,17.3,14.0
1999/4/20,15.5,18.6,13.5
1999/4/21,14.1,16.7,11.7
1999/4/22,18.2,27.7,8.7
1999/4/23,15.9,19.7,13.5
1999/4/24,15.3,18.9,13.4
1999/4/25,14.8,17.9,13.5
1999/4/26,15.4,19.1,13.0
1999/4/27,14.4,19.0,9.9
1999/4/28,11.9,14.2,10.5
1999/4/29,10.9,15.0,5.6
1999/4/30,11.9,19.1,3.4
1999/5/1,16.1,24.3,6.6
