ダウンロードした時刻：2017/07/24 15:36:33

,江差,江差,江差
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2001/1/1,0.8,4.4,-1.9
2001/1/2,-1.0,0.7,-2.5
2001/1/3,-2.8,-1.3,-4.4
2001/1/4,-0.6,1.9,-4.1
2001/1/5,-0.9,1.1,-4.3
2001/1/6,-1.4,1.0,-5.5
2001/1/7,-2.9,-1.4,-5.8
2001/1/8,-3.5,-0.1,-6.3
2001/1/9,-1.7,2.1,-6.3
2001/1/10,0.9,8.6,-3.8
2001/1/11,-2.8,3.3,-7.1
2001/1/12,-8.0,-5.9,-9.7
2001/1/13,-6.3,-5.0,-7.8
2001/1/14,-6.4,-3.8,-8.6
2001/1/15,-4.8,-2.4,-8.2
2001/1/16,-5.1,-4.3,-5.9
2001/1/17,-4.9,-3.4,-6.4
2001/1/18,-5.2,-2.6,-10.5
2001/1/19,-3.8,-0.2,-10.4
2001/1/20,-0.1,2.0,-1.9
2001/1/21,-2.4,0.2,-4.6
2001/1/22,-2.3,-1.0,-4.3
2001/1/23,-2.5,-1.2,-3.6
2001/1/24,-1.6,-0.1,-4.1
2001/1/25,1.6,3.4,-0.5
2001/1/26,-2.1,0.0,-6.4
2001/1/27,-2.2,0.6,-6.0
2001/1/28,1.1,3.7,-0.6
2001/1/29,-1.2,1.7,-3.1
2001/1/30,-0.6,2.3,-3.7
2001/1/31,-2.7,-1.1,-5.1
2001/2/1,1.2,5.4,-5.2
2001/2/2,-5.9,-2.1,-7.7
2001/2/3,-8.5,-5.0,-11.1
2001/2/4,-6.3,-3.8,-8.4
2001/2/5,-3.6,-2.5,-4.6
2001/2/6,-4.2,-2.3,-6.6
2001/2/7,-4.7,-3.9,-5.7
2001/2/8,-5.0,-3.8,-6.3
2001/2/9,-4.0,-2.4,-5.9
2001/2/10,-3.8,-0.8,-6.8
2001/2/11,-6.9,-5.5,-8.7
2001/2/12,-7.2,-5.8,-8.2
2001/2/13,-6.4,-4.7,-7.5
2001/2/14,-6.6,-5.3,-8.0
2001/2/15,-4.7,-3.2,-6.4
2001/2/16,-4.1,-2.6,-6.4
2001/2/17,-0.9,2.3,-3.9
2001/2/18,1.5,3.4,-1.0
2001/2/19,-2.3,-0.7,-4.7
2001/2/20,-1.1,1.6,-3.0
2001/2/21,4.3,6.6,1.5
2001/2/22,3.8,5.8,2.3
2001/2/23,1.0,2.8,-0.9
2001/2/24,-1.6,0.6,-3.9
2001/2/25,-3.9,-1.6,-6.3
2001/2/26,-2.8,-1.0,-5.7
2001/2/27,2.1,4.3,-1.1
2001/2/28,2.7,5.3,0.4
2001/3/1,1.1,2.6,-0.8
2001/3/2,0.4,3.1,-1.6
2001/3/3,1.1,3.6,-2.3
2001/3/4,4.0,7.0,1.0
2001/3/5,0.2,2.1,-1.7
2001/3/6,-1.4,0.2,-3.0
2001/3/7,-2.3,-0.6,-3.9
2001/3/8,-2.6,0.4,-7.4
2001/3/9,-3.5,0.5,-8.7
2001/3/10,-3.3,-0.1,-5.7
2001/3/11,-2.8,-0.1,-4.9
2001/3/12,-0.9,1.3,-3.5
2001/3/13,0.8,3.8,-2.4
2001/3/14,6.2,8.8,1.4
2001/3/15,3.3,8.6,0.6
2001/3/16,2.5,4.3,1.4
2001/3/17,5.7,8.4,3.3
2001/3/18,5.2,8.7,2.4
2001/3/19,5.4,8.7,3.0
2001/3/20,9.8,11.9,5.5
2001/3/21,2.4,5.6,1.0
2001/3/22,5.7,11.1,-0.7
2001/3/23,3.7,7.0,1.0
2001/3/24,4.3,6.9,2.5
2001/3/25,6.9,13.2,1.9
2001/3/26,5.0,8.2,0.8
2001/3/27,2.5,4.1,0.3
2001/3/28,3.5,6.3,2.2
2001/3/29,3.3,5.5,1.6
2001/3/30,2.6,5.4,0.3
2001/3/31,3.1,5.6,0.8
2001/4/1,3.3,6.1,0.5
2001/4/2,6.1,10.3,2.0
2001/4/3,4.9,6.8,2.9
2001/4/4,3.3,5.8,-0.7
2001/4/5,7.0,9.2,4.6
2001/4/6,5.9,8.5,3.0
2001/4/7,6.6,12.4,2.3
2001/4/8,7.9,13.3,2.8
2001/4/9,9.3,14.6,5.2
2001/4/10,10.1,14.5,5.8
2001/4/11,11.5,16.4,7.1
2001/4/12,10.6,16.9,5.5
2001/4/13,7.4,9.4,5.0
2001/4/14,9.2,11.4,6.9
2001/4/15,8.4,12.0,4.9
2001/4/16,8.5,11.9,4.4
2001/4/17,10.6,13.0,7.5
2001/4/18,11.9,18.2,6.4
2001/4/19,12.5,18.3,7.4
2001/4/20,4.9,9.7,3.5
2001/4/21,5.8,9.1,2.5
2001/4/22,5.3,7.8,0.7
2001/4/23,8.3,11.9,3.2
2001/4/24,7.4,10.6,4.4
2001/4/25,7.0,10.2,3.7
2001/4/26,7.9,11.2,2.7
2001/4/27,10.8,12.7,7.8
2001/4/28,10.4,14.2,6.6
2001/4/29,11.2,16.4,6.4
2001/4/30,9.4,16.8,5.6
2001/5/1,8.1,14.1,4.2
