ダウンロードした時刻：2017/07/24 15:46:18

,下関,下関,下関
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/1/1,11.7,18.0,7.4
1997/1/2,5.9,7.4,4.1
1997/1/3,6.3,7.2,5.2
1997/1/4,7.0,9.2,5.0
1997/1/5,7.1,10.1,5.0
1997/1/6,4.6,6.8,2.7
1997/1/7,4.7,7.2,3.2
1997/1/8,4.1,6.7,0.6
1997/1/9,6.1,8.8,3.4
1997/1/10,5.7,9.5,2.6
1997/1/11,7.1,8.9,5.2
1997/1/12,7.3,9.8,5.4
1997/1/13,8.0,11.4,4.4
1997/1/14,10.0,12.2,7.0
1997/1/15,8.0,11.4,5.3
1997/1/16,7.6,10.6,3.7
1997/1/17,9.3,12.5,6.8
1997/1/18,9.3,10.7,8.1
1997/1/19,7.3,9.7,5.0
1997/1/20,8.6,12.0,5.3
1997/1/21,5.2,10.5,-1.1
1997/1/22,2.4,4.8,-1.0
1997/1/23,5.0,8.1,1.6
1997/1/24,5.8,7.3,4.5
1997/1/25,6.0,7.3,4.6
1997/1/26,7.9,10.4,5.0
1997/1/27,8.6,9.8,7.5
1997/1/28,7.0,9.5,3.2
1997/1/29,5.2,6.9,3.8
1997/1/30,5.2,6.8,4.2
1997/1/31,6.0,9.3,3.0
1997/2/1,7.3,9.3,5.6
1997/2/2,4.1,5.8,2.5
1997/2/3,5.9,9.3,3.3
1997/2/4,6.1,8.2,4.3
1997/2/5,6.3,8.6,4.1
1997/2/6,7.5,9.3,5.2
1997/2/7,6.8,8.2,5.1
1997/2/8,7.3,10.4,4.5
1997/2/9,8.1,13.4,3.7
1997/2/10,8.8,13.5,4.4
1997/2/11,6.2,9.7,2.9
1997/2/12,5.0,6.5,3.8
1997/2/13,5.7,8.2,3.9
1997/2/14,6.1,9.5,1.5
1997/2/15,7.4,10.0,5.5
1997/2/16,7.0,10.1,4.7
1997/2/17,6.6,9.6,4.4
1997/2/18,5.9,7.3,3.2
1997/2/19,5.3,7.1,3.9
1997/2/20,9.3,12.4,4.6
1997/2/21,7.7,12.1,4.5
1997/2/22,5.1,8.5,2.5
1997/2/23,5.8,10.2,1.9
1997/2/24,8.5,14.5,2.7
1997/2/25,11.9,18.3,8.0
1997/2/26,11.4,15.3,8.0
1997/2/27,9.7,13.0,6.2
1997/2/28,12.8,17.6,8.3
1997/3/1,11.5,14.5,7.1
1997/3/2,9.0,12.5,5.4
1997/3/3,8.2,9.9,6.5
1997/3/4,8.8,11.6,5.6
1997/3/5,10.6,13.8,6.2
1997/3/6,11.7,16.7,7.4
1997/3/7,13.9,16.2,10.9
1997/3/8,12.5,15.5,8.1
1997/3/9,13.1,16.1,10.5
1997/3/10,11.3,13.8,9.9
1997/3/11,12.9,16.3,8.7
1997/3/12,10.4,12.5,8.4
1997/3/13,10.4,11.6,8.5
1997/3/14,12.0,14.0,11.1
1997/3/15,11.7,14.2,10.2
1997/3/16,9.6,12.1,7.0
1997/3/17,9.3,13.3,6.7
1997/3/18,9.9,13.9,5.3
1997/3/19,11.5,14.9,9.3
1997/3/20,10.5,13.6,8.6
1997/3/21,10.3,13.2,7.0
1997/3/22,12.0,16.9,8.8
1997/3/23,9.7,14.2,5.9
1997/3/24,7.7,11.0,5.0
1997/3/25,11.1,14.7,6.4
1997/3/26,11.1,14.5,9.2
1997/3/27,11.6,15.4,8.0
1997/3/28,11.7,16.5,8.1
1997/3/29,12.7,14.2,11.0
1997/3/30,10.9,13.5,8.8
1997/3/31,9.4,11.2,7.0
1997/4/1,11.2,16.4,5.7
1997/4/2,13.9,15.1,13.0
1997/4/3,14.4,15.7,13.2
1997/4/4,13.3,15.1,12.5
1997/4/5,13.5,14.6,12.8
1997/4/6,13.5,15.4,11.9
1997/4/7,12.5,15.5,9.4
1997/4/8,13.7,17.5,9.8
1997/4/9,14.9,16.7,13.1
1997/4/10,13.0,14.5,11.1
1997/4/11,14.4,17.1,11.3
1997/4/12,15.4,17.5,13.3
1997/4/13,17.3,20.6,14.4
1997/4/14,17.3,20.0,14.9
1997/4/15,15.0,17.3,11.8
1997/4/16,13.7,17.7,9.4
1997/4/17,14.3,17.9,10.3
1997/4/18,14.7,18.2,12.3
1997/4/19,15.2,20.2,10.2
1997/4/20,15.8,20.1,11.6
1997/4/21,15.4,16.8,14.5
1997/4/22,14.9,15.8,14.0
1997/4/23,13.9,18.0,10.9
1997/4/24,12.7,15.9,8.3
1997/4/25,14.4,18.3,9.6
1997/4/26,16.0,21.6,12.0
1997/4/27,15.8,20.1,11.9
1997/4/28,16.5,19.7,14.3
1997/4/29,18.7,24.5,14.3
1997/4/30,17.2,20.0,15.0
1997/5/1,18.1,22.4,13.6
