ダウンロードした時刻：2017/07/24 15:39:12

,長野,長野,長野
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1995/1/1,-1.1,3.1,-3.1
1995/1/2,-0.8,3.7,-3.9
1995/1/3,-0.1,6.2,-6.3
1995/1/4,2.1,3.6,0.7
1995/1/5,2.5,5.5,0.2
1995/1/6,-1.5,0.6,-4.2
1995/1/7,-1.4,3.7,-6.9
1995/1/8,1.9,7.3,-2.3
1995/1/9,3.9,13.4,-4.2
1995/1/10,0.2,2.3,-1.6
1995/1/11,-0.6,2.7,-2.6
1995/1/12,0.0,4.7,-3.3
1995/1/13,-1.3,1.7,-3.5
1995/1/14,-3.9,-2.0,-5.6
1995/1/15,-4.4,-2.9,-5.9
1995/1/16,-3.1,0.1,-6.3
1995/1/17,-4.4,0.3,-8.9
1995/1/18,-3.2,2.4,-10.0
1995/1/19,-3.0,-0.4,-7.5
1995/1/20,-3.7,2.8,-9.5
1995/1/21,-0.4,4.3,-4.6
1995/1/22,0.4,4.4,-4.1
1995/1/23,2.9,5.6,0.6
1995/1/24,0.3,3.8,-1.7
1995/1/25,-1.5,1.8,-4.6
1995/1/26,-0.9,4.7,-5.3
1995/1/27,-2.2,0.8,-4.7
1995/1/28,-1.2,5.3,-6.2
1995/1/29,-0.9,4.7,-5.2
1995/1/30,-3.3,-1.1,-4.9
1995/1/31,-4.1,-2.3,-5.7
1995/2/1,-2.6,0.7,-5.0
1995/2/2,-1.7,2.4,-5.1
1995/2/3,-1.7,3.1,-5.1
1995/2/4,-1.1,3.1,-5.7
1995/2/5,0.4,4.1,-2.2
1995/2/6,-1.6,1.2,-3.8
1995/2/7,-2.6,1.5,-5.3
1995/2/8,-1.1,6.0,-7.8
1995/2/9,1.8,6.3,-2.1
1995/2/10,-1.8,0.7,-4.2
1995/2/11,-1.9,3.7,-7.3
1995/2/12,0.5,5.5,-5.6
1995/2/13,2.3,6.2,0.0
1995/2/14,0.8,3.1,-2.4
1995/2/15,-0.4,5.4,-5.2
1995/2/16,-0.4,4.1,-3.3
1995/2/17,-1.3,2.9,-3.7
1995/2/18,-1.1,3.2,-4.0
1995/2/19,0.9,5.8,-2.8
1995/2/20,0.3,4.2,-2.3
1995/2/21,-0.3,6.1,-2.9
1995/2/22,-0.3,2.6,-3.3
1995/2/23,-0.2,6.4,-5.6
1995/2/24,0.2,3.2,-2.6
1995/2/25,0.7,5.1,-3.3
1995/2/26,2.6,6.2,-0.4
1995/2/27,0.8,4.7,-1.5
1995/2/28,3.4,10.6,-2.0
1995/3/1,2.7,6.3,0.2
1995/3/2,0.2,2.6,-2.5
1995/3/3,0.5,5.6,-4.6
1995/3/4,-0.2,2.9,-2.3
1995/3/5,-0.1,3.9,-3.4
1995/3/6,1.3,6.8,-2.5
1995/3/7,2.3,10.4,-4.3
1995/3/8,3.3,11.2,-2.2
1995/3/9,4.1,8.8,0.3
1995/3/10,3.0,5.2,0.7
1995/3/11,3.0,7.0,0.3
1995/3/12,3.8,11.5,-1.7
1995/3/13,3.2,6.1,1.5
1995/3/14,2.8,7.0,-0.4
1995/3/15,4.5,11.4,-2.1
1995/3/16,7.2,8.8,5.6
1995/3/17,10.7,17.8,2.4
1995/3/18,1.3,3.4,-0.7
1995/3/19,2.5,9.0,-1.2
1995/3/20,4.7,13.4,-2.6
1995/3/21,7.4,17.1,-0.7
1995/3/22,4.7,8.8,1.7
1995/3/23,7.1,13.1,2.5
1995/3/24,8.6,14.6,4.3
1995/3/25,2.3,5.6,-1.3
1995/3/26,-0.2,2.9,-2.3
1995/3/27,4.4,11.4,-2.9
1995/3/28,2.4,6.6,-0.3
1995/3/29,6.2,14.3,-1.4
1995/3/30,8.2,12.1,5.2
1995/3/31,8.3,10.9,5.6
1995/4/1,5.9,12.4,0.1
1995/4/2,4.1,11.5,-0.4
1995/4/3,2.3,8.0,-1.9
1995/4/4,5.4,14.2,-2.8
1995/4/5,8.7,18.6,0.0
1995/4/6,12.0,20.2,2.7
1995/4/7,9.6,14.6,4.4
1995/4/8,11.3,20.1,1.9
1995/4/9,11.3,15.3,7.8
1995/4/10,7.0,10.8,3.0
1995/4/11,6.5,13.1,1.4
1995/4/12,6.8,12.6,2.5
1995/4/13,7.9,15.9,0.9
1995/4/14,7.6,11.8,4.1
1995/4/15,10.3,14.3,6.7
1995/4/16,11.5,15.5,8.4
1995/4/17,12.5,17.4,8.7
1995/4/18,14.7,20.5,8.3
1995/4/19,10.8,15.0,4.1
1995/4/20,8.5,14.1,3.5
1995/4/21,12.3,21.0,1.9
1995/4/22,17.3,23.1,11.6
1995/4/23,17.2,24.2,10.7
1995/4/24,14.3,20.6,8.5
1995/4/25,14.9,20.2,12.7
1995/4/26,13.6,18.6,9.3
1995/4/27,13.3,20.4,6.2
1995/4/28,14.9,21.1,9.3
1995/4/29,15.5,22.8,8.3
1995/4/30,16.9,23.0,13.3
1995/5/1,15.6,16.9,14.1
