ダウンロードした時刻：2017/07/24 15:44:22

,岡山,岡山,岡山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2000/1/1,7.4,12.2,4.3
2000/1/2,5.4,9.6,1.7
2000/1/3,8.8,14.4,4.6
2000/1/4,6.8,12.1,1.1
2000/1/5,7.5,11.8,2.0
2000/1/6,11.3,15.3,7.9
2000/1/7,9.1,12.9,3.3
2000/1/8,5.7,9.5,2.6
2000/1/9,5.5,8.8,1.8
2000/1/10,8.3,13.5,5.6
2000/1/11,6.6,9.4,5.0
2000/1/12,6.4,8.3,4.2
2000/1/13,9.2,11.1,6.8
2000/1/14,9.1,12.3,6.0
2000/1/15,8.3,12.2,4.7
2000/1/16,4.5,6.6,2.8
2000/1/17,7.1,10.8,2.1
2000/1/18,6.9,10.9,2.5
2000/1/19,4.3,9.0,0.0
2000/1/20,1.4,4.6,-1.4
2000/1/21,1.5,5.9,-2.2
2000/1/22,3.3,6.2,0.6
2000/1/23,4.4,6.4,2.1
2000/1/24,8.5,12.8,5.6
2000/1/25,4.8,7.8,2.9
2000/1/26,2.9,6.6,0.8
2000/1/27,1.1,4.6,-1.4
2000/1/28,2.4,8.1,-2.4
2000/1/29,4.0,9.8,-1.6
2000/1/30,5.4,8.5,2.9
2000/1/31,3.5,7.9,0.9
2000/2/1,3.3,7.5,-1.3
2000/2/2,5.9,10.4,1.5
2000/2/3,5.8,9.6,1.9
2000/2/4,5.2,8.8,2.5
2000/2/5,4.9,9.7,0.2
2000/2/6,5.3,7.0,3.7
2000/2/7,6.8,10.0,4.7
2000/2/8,2.4,5.9,-1.5
2000/2/9,2.4,6.7,-1.1
2000/2/10,4.3,8.9,-0.7
2000/2/11,5.9,11.9,0.1
2000/2/12,6.6,11.8,1.4
2000/2/13,7.0,13.0,1.5
2000/2/14,7.9,11.7,4.3
2000/2/15,3.1,7.8,-0.9
2000/2/16,1.4,5.3,-1.3
2000/2/17,2.3,7.4,-2.4
2000/2/18,3.7,8.4,-0.2
2000/2/19,3.4,6.6,1.2
2000/2/20,5.6,10.3,1.8
2000/2/21,4.5,7.9,2.4
2000/2/22,3.9,7.9,-0.1
2000/2/23,4.1,8.7,-0.6
2000/2/24,4.5,8.9,1.0
2000/2/25,3.1,7.3,-0.9
2000/2/26,3.5,8.7,0.4
2000/2/27,3.7,8.7,0.8
2000/2/28,4.0,10.9,-1.0
2000/2/29,2.8,7.1,-1.6
2000/3/1,4.8,10.4,-1.4
2000/3/2,6.8,13.3,0.0
2000/3/3,8.9,15.1,1.5
2000/3/4,9.1,10.5,7.0
2000/3/5,10.3,14.7,5.6
2000/3/6,9.5,14.6,4.3
2000/3/7,8.3,14.2,4.1
2000/3/8,4.3,9.2,0.8
2000/3/9,5.1,9.2,0.6
2000/3/10,6.5,11.7,1.3
2000/3/11,4.5,7.6,2.2
2000/3/12,6.9,11.8,2.2
2000/3/13,8.2,15.5,2.0
2000/3/14,7.3,13.3,1.0
2000/3/15,8.0,13.8,1.6
2000/3/16,10.7,16.9,6.7
2000/3/17,8.3,12.5,4.9
2000/3/18,8.5,15.7,1.3
2000/3/19,8.1,10.3,6.5
2000/3/20,8.0,12.4,4.6
2000/3/21,8.5,14.8,1.8
2000/3/22,10.1,14.6,6.5
2000/3/23,7.5,11.1,1.5
2000/3/24,9.7,13.3,7.2
2000/3/25,7.9,13.5,3.8
2000/3/26,10.0,15.0,5.2
2000/3/27,10.5,18.9,3.3
2000/3/28,11.3,14.8,9.3
2000/3/29,10.3,12.6,8.4
2000/3/30,11.5,15.9,8.0
2000/3/31,8.7,11.1,5.3
2000/4/1,11.2,17.1,5.6
2000/4/2,10.0,14.6,4.3
2000/4/3,13.4,18.6,9.4
2000/4/4,13.2,17.6,7.5
2000/4/5,12.8,15.6,10.6
2000/4/6,13.0,17.4,9.4
2000/4/7,13.4,20.3,6.6
2000/4/8,13.8,18.7,9.8
2000/4/9,13.2,19.8,5.2
2000/4/10,14.9,18.6,9.4
2000/4/11,11.4,16.5,6.4
2000/4/12,14.4,19.5,9.1
2000/4/13,16.0,21.6,9.7
2000/4/14,18.4,24.4,12.0
2000/4/15,12.1,16.8,9.3
2000/4/16,11.3,15.2,7.4
2000/4/17,12.5,18.8,4.9
2000/4/18,16.4,24.2,8.7
2000/4/19,15.7,20.2,12.6
2000/4/20,16.7,21.1,13.8
2000/4/21,15.0,18.5,13.0
2000/4/22,16.6,21.5,10.9
2000/4/23,16.4,20.8,12.9
2000/4/24,15.0,21.1,10.1
2000/4/25,15.3,22.6,7.2
2000/4/26,13.4,15.4,11.5
2000/4/27,14.4,20.8,10.8
2000/4/28,12.6,15.8,9.4
2000/4/29,14.6,21.9,6.5
2000/4/30,14.0,19.2,9.6
2000/5/1,17.7,23.6,13.3
