ダウンロードした時刻：2017/07/24 15:45:43

,高松,高松,高松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2007/1/1,5.9,10.2,0.8
2007/1/2,8.0,9.4,6.5
2007/1/3,8.9,12.0,5.6
2007/1/4,7.1,11.4,3.1
2007/1/5,6.3,10.5,1.8
2007/1/6,7.4,12.1,4.6
2007/1/7,5.7,8.4,3.3
2007/1/8,6.9,10.5,4.0
2007/1/9,5.4,10.5,1.4
2007/1/10,6.2,10.8,1.9
2007/1/11,6.0,10.6,2.2
2007/1/12,6.7,11.1,2.1
2007/1/13,7.1,10.2,3.7
2007/1/14,5.2,10.3,0.6
2007/1/15,4.9,10.1,0.2
2007/1/16,6.9,11.3,2.3
2007/1/17,8.3,10.5,6.4
2007/1/18,8.7,11.7,5.1
2007/1/19,6.5,9.8,3.0
2007/1/20,6.0,9.8,2.7
2007/1/21,6.4,8.9,3.1
2007/1/22,6.9,12.4,2.0
2007/1/23,5.4,9.9,1.1
2007/1/24,7.0,11.7,3.0
2007/1/25,6.8,10.9,2.8
2007/1/26,6.7,12.7,0.5
2007/1/27,7.7,11.3,4.5
2007/1/28,6.0,9.6,2.3
2007/1/29,5.8,10.9,1.4
2007/1/30,6.3,11.8,0.7
2007/1/31,7.6,11.1,4.5
2007/2/1,4.4,9.0,1.5
2007/2/2,4.0,8.2,0.8
2007/2/3,5.8,10.3,-0.6
2007/2/4,8.9,12.0,3.6
2007/2/5,6.7,12.3,0.1
2007/2/6,10.7,17.5,3.4
2007/2/7,9.7,14.4,5.4
2007/2/8,8.5,12.7,3.3
2007/2/9,9.8,12.9,8.4
2007/2/10,10.8,13.9,7.9
2007/2/11,8.2,12.0,5.6
2007/2/12,8.0,13.6,2.6
2007/2/13,8.0,13.8,2.5
2007/2/14,11.9,15.5,7.6
2007/2/15,7.4,11.3,4.4
2007/2/16,6.8,10.6,2.2
2007/2/17,6.3,8.4,5.3
2007/2/18,9.6,12.8,7.0
2007/2/19,8.0,12.7,3.6
2007/2/20,7.5,13.4,1.5
2007/2/21,8.9,15.8,2.7
2007/2/22,9.6,14.4,2.5
2007/2/23,11.3,15.9,7.7
2007/2/24,6.6,10.0,3.4
2007/2/25,5.1,7.9,1.5
2007/2/26,8.3,13.2,3.5
2007/2/27,10.3,14.2,5.5
2007/2/28,8.5,12.4,4.3
2007/3/1,7.2,14.3,0.6
2007/3/2,9.3,15.3,3.9
2007/3/3,11.2,15.3,6.9
2007/3/4,14.1,19.8,8.0
2007/3/5,13.2,19.1,9.0
2007/3/6,6.6,9.0,2.6
2007/3/7,5.2,9.7,0.5
2007/3/8,5.8,10.0,2.9
2007/3/9,6.6,12.3,1.5
2007/3/10,7.4,11.7,1.6
2007/3/11,7.4,10.1,5.0
2007/3/12,7.2,11.2,3.6
2007/3/13,7.1,13.0,1.3
2007/3/14,7.7,13.4,2.0
2007/3/15,6.0,8.1,4.5
2007/3/16,7.4,11.3,4.4
2007/3/17,6.9,11.8,3.2
2007/3/18,5.9,11.7,0.4
2007/3/19,6.0,9.9,1.0
2007/3/20,7.1,11.3,3.8
2007/3/21,8.6,16.1,1.3
2007/3/22,11.4,18.2,5.1
2007/3/23,12.2,20.1,5.2
2007/3/24,12.5,16.3,9.1
2007/3/25,14.5,18.8,9.0
2007/3/26,14.4,20.6,7.1
2007/3/27,11.3,13.3,9.2
2007/3/28,14.3,21.0,8.7
2007/3/29,14.7,20.9,8.6
2007/3/30,14.4,18.4,9.0
2007/3/31,13.5,18.3,8.4
2007/4/1,16.5,19.3,14.5
2007/4/2,15.0,19.6,11.6
2007/4/3,10.9,14.7,7.7
2007/4/4,8.4,12.3,5.6
2007/4/5,8.6,13.7,2.7
2007/4/6,11.7,17.1,6.7
2007/4/7,11.7,14.7,9.7
2007/4/8,12.9,18.5,7.8
2007/4/9,13.7,19.3,9.3
2007/4/10,13.7,20.2,7.1
2007/4/11,14.4,20.0,9.9
2007/4/12,14.2,19.9,8.5
2007/4/13,16.8,25.5,10.5
2007/4/14,16.6,21.1,12.1
2007/4/15,15.2,21.2,10.6
2007/4/16,12.2,14.6,10.1
2007/4/17,12.6,17.1,9.5
2007/4/18,9.2,11.4,7.7
2007/4/19,13.0,19.3,8.0
2007/4/20,15.3,22.3,7.5
2007/4/21,18.4,23.4,12.3
2007/4/22,17.3,19.5,16.0
2007/4/23,14.9,18.4,10.1
2007/4/24,13.8,19.0,9.4
2007/4/25,15.8,21.1,12.5
2007/4/26,17.9,23.6,13.3
2007/4/27,14.4,18.3,11.1
2007/4/28,17.4,24.3,10.4
2007/4/29,17.3,25.9,8.7
2007/4/30,18.3,24.7,11.1
2007/5/1,17.6,23.2,14.4
