ダウンロードした時刻：2017/07/24 15:37:09

,秋田,秋田,秋田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/1/1,-1.9,0.0,-3.4
1999/1/2,-1.5,-0.4,-3.2
1999/1/3,-0.8,1.0,-2.4
1999/1/4,-1.4,0.6,-3.3
1999/1/5,0.0,7.7,-4.5
1999/1/6,2.6,7.3,-0.1
1999/1/7,-1.7,0.8,-3.9
1999/1/8,-4.2,-2.7,-6.2
1999/1/9,-3.3,-1.5,-6.0
1999/1/10,-1.7,-0.5,-3.4
1999/1/11,-0.3,2.0,-3.4
1999/1/12,1.7,2.9,0.2
1999/1/13,1.8,3.1,0.4
1999/1/14,0.2,1.7,-1.9
1999/1/15,0.6,2.7,-1.0
1999/1/16,1.7,3.8,-2.1
1999/1/17,0.5,2.8,-2.4
1999/1/18,1.8,5.6,-1.8
1999/1/19,3.7,7.1,0.9
1999/1/20,3.7,6.9,-0.3
1999/1/21,-1.0,1.0,-3.7
1999/1/22,1.9,4.8,-1.1
1999/1/23,3.0,6.1,0.1
1999/1/24,1.0,4.7,-2.0
1999/1/25,4.2,7.0,-1.3
1999/1/26,3.0,5.6,1.7
1999/1/27,1.5,3.0,0.7
1999/1/28,-0.2,3.5,-3.2
1999/1/29,-3.5,-1.5,-5.4
1999/1/30,-3.7,-0.4,-6.5
1999/1/31,-2.0,-0.2,-5.5
1999/2/1,-0.6,1.2,-2.3
1999/2/2,-1.3,0.8,-4.6
1999/2/3,-3.7,-0.3,-5.9
1999/2/4,-4.1,0.5,-10.3
1999/2/5,-1.6,1.5,-5.1
1999/2/6,-1.1,1.8,-3.7
1999/2/7,2.4,7.0,-1.5
1999/2/8,-0.1,5.7,-3.8
1999/2/9,-0.1,5.1,-4.4
1999/2/10,-0.8,3.7,-2.8
1999/2/11,0.1,3.3,-3.1
1999/2/12,1.2,5.0,-1.6
1999/2/13,-1.5,1.1,-3.3
1999/2/14,-2.7,-0.7,-4.3
1999/2/15,0.1,2.1,-3.2
1999/2/16,2.8,6.9,-0.9
1999/2/17,6.1,9.7,1.9
1999/2/18,5.6,9.5,0.0
1999/2/19,-0.8,1.6,-2.2
1999/2/20,-1.9,-0.4,-3.3
1999/2/21,-1.4,0.7,-3.7
1999/2/22,2.6,5.4,0.0
1999/2/23,1.9,4.7,-0.5
1999/2/24,1.7,7.1,-3.2
1999/2/25,3.5,5.8,0.8
1999/2/26,4.6,8.6,1.2
1999/2/27,2.0,8.6,-3.9
1999/2/28,-0.1,4.3,-4.3
1999/3/1,3.2,7.2,0.8
1999/3/2,4.9,8.0,1.9
1999/3/3,4.9,8.9,-1.5
1999/3/4,5.5,9.1,1.9
1999/3/5,5.6,11.6,1.0
1999/3/6,0.4,2.9,-2.1
1999/3/7,0.3,4.3,-3.0
1999/3/8,0.7,4.9,-2.6
1999/3/9,0.3,3.7,-2.3
1999/3/10,2.9,7.8,-0.6
1999/3/11,0.7,3.2,-2.3
1999/3/12,-0.7,2.2,-3.6
1999/3/13,2.5,10.4,-5.2
1999/3/14,8.0,15.9,0.3
1999/3/15,6.2,7.6,4.6
1999/3/16,6.2,10.3,2.9
1999/3/17,8.1,12.6,4.3
1999/3/18,12.0,19.4,3.7
1999/3/19,5.5,10.0,2.2
1999/3/20,1.8,4.2,-0.8
1999/3/21,1.0,6.3,-3.0
1999/3/22,2.3,5.4,-1.0
1999/3/23,2.0,4.7,-1.3
1999/3/24,4.9,10.4,0.2
1999/3/25,8.3,15.6,1.7
1999/3/26,10.6,18.1,5.1
1999/3/27,5.9,8.3,4.2
1999/3/28,1.5,4.3,-2.5
1999/3/29,-0.8,2.5,-3.3
1999/3/30,1.3,5.2,-1.3
1999/3/31,4.5,10.5,-2.1
1999/4/1,9.6,15.7,2.8
1999/4/2,6.6,11.4,2.1
1999/4/3,2.9,6.1,0.6
1999/4/4,6.0,10.7,0.3
1999/4/5,5.6,9.3,0.9
1999/4/6,5.2,11.8,-1.7
1999/4/7,3.3,7.9,0.0
1999/4/8,3.0,6.3,-0.2
1999/4/9,5.5,11.7,-1.4
1999/4/10,10.1,17.8,2.4
1999/4/11,15.7,21.2,8.9
1999/4/12,16.7,21.0,13.3
1999/4/13,12.6,15.2,10.4
1999/4/14,8.1,10.7,6.2
1999/4/15,6.9,10.2,2.5
1999/4/16,10.4,19.0,1.5
1999/4/17,10.6,14.3,6.3
1999/4/18,13.3,21.7,3.4
1999/4/19,16.0,21.3,11.7
1999/4/20,13.3,18.3,8.6
1999/4/21,9.8,15.6,4.1
1999/4/22,11.5,17.9,2.9
1999/4/23,17.6,25.9,8.7
1999/4/24,17.3,19.3,14.5
1999/4/25,17.1,21.1,13.8
1999/4/26,14.1,17.4,11.7
1999/4/27,12.5,13.4,11.1
1999/4/28,9.9,12.1,8.4
1999/4/29,9.2,12.7,5.4
1999/4/30,9.5,14.4,4.4
1999/5/1,12.7,18.9,4.8
