ダウンロードした時刻：2017/07/24 15:37:17

,盛岡,盛岡,盛岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/1/1,3.2,6.8,0.8
1991/1/2,3.5,7.3,-0.8
1991/1/3,-1.2,1.0,-4.8
1991/1/4,-3.0,-0.7,-4.7
1991/1/5,-2.1,0.3,-3.9
1991/1/6,-3.1,-1.0,-6.8
1991/1/7,-1.1,2.1,-6.8
1991/1/8,-1.8,2.5,-5.4
1991/1/9,0.0,4.2,-4.1
1991/1/10,0.5,2.1,-3.0
1991/1/11,0.4,3.3,-2.9
1991/1/12,-1.3,3.8,-5.4
1991/1/13,-1.7,5.6,-8.5
1991/1/14,-1.0,4.9,-5.6
1991/1/15,-0.6,3.7,-4.0
1991/1/16,-2.0,1.3,-5.2
1991/1/17,-1.2,1.4,-4.8
1991/1/18,-2.1,0.8,-3.8
1991/1/19,-1.6,5.1,-7.5
1991/1/20,0.0,2.5,-3.7
1991/1/21,2.9,7.3,-0.2
1991/1/22,1.1,5.3,-1.1
1991/1/23,-2.2,1.5,-5.4
1991/1/24,-1.7,1.9,-6.0
1991/1/25,0.3,4.6,-2.1
1991/1/26,1.5,3.9,-0.7
1991/1/27,-1.2,3.2,-4.9
1991/1/28,-2.7,2.6,-6.5
1991/1/29,-2.9,2.7,-8.8
1991/1/30,-2.4,2.7,-8.0
1991/1/31,-0.8,3.9,-5.5
1991/2/1,-1.4,1.2,-3.4
1991/2/2,-2.2,3.0,-7.4
1991/2/3,-1.5,2.8,-6.0
1991/2/4,-1.7,2.5,-6.2
1991/2/5,-2.6,1.6,-6.4
1991/2/6,-1.9,1.8,-4.9
1991/2/7,-2.2,3.1,-7.3
1991/2/8,-2.8,1.2,-6.7
1991/2/9,-1.1,4.0,-6.1
1991/2/10,-0.4,1.8,-2.8
1991/2/11,1.4,7.7,-2.9
1991/2/12,-1.3,3.3,-5.5
1991/2/13,-0.3,4.1,-5.4
1991/2/14,0.2,5.2,-4.7
1991/2/15,0.7,4.1,-1.4
1991/2/16,1.6,5.3,-1.3
1991/2/17,-1.8,1.4,-5.1
1991/2/18,-3.2,1.2,-8.3
1991/2/19,-4.1,-1.8,-5.3
1991/2/20,-4.4,0.5,-11.4
1991/2/21,-1.5,2.4,-4.0
1991/2/22,-2.3,0.8,-3.8
1991/2/23,-4.0,-0.6,-7.0
1991/2/24,-5.5,-1.1,-9.7
1991/2/25,-3.7,1.5,-9.0
1991/2/26,1.2,5.3,-3.7
1991/2/27,2.4,5.9,-1.3
1991/2/28,2.5,4.1,-0.5
1991/3/1,-1.2,2.2,-2.6
1991/3/2,-1.0,1.1,-3.1
1991/3/3,0.9,3.1,-1.9
1991/3/4,3.2,6.7,-0.3
1991/3/5,6.9,11.3,2.2
1991/3/6,6.2,13.1,0.4
1991/3/7,-0.4,3.2,-3.0
1991/3/8,0.3,4.4,-3.2
1991/3/9,0.7,3.6,-1.2
1991/3/10,2.0,4.7,0.7
1991/3/11,1.9,4.8,-0.2
1991/3/12,2.6,6.4,-0.3
1991/3/13,0.5,4.3,-2.0
1991/3/14,-2.1,2.8,-5.5
1991/3/15,-1.4,2.7,-5.9
1991/3/16,0.5,4.2,-2.5
1991/3/17,0.9,4.7,-2.1
1991/3/18,2.3,7.7,-2.0
1991/3/19,4.3,13.5,-4.8
1991/3/20,6.6,16.0,0.3
1991/3/21,0.8,5.0,-4.1
1991/3/22,1.6,9.0,-7.0
1991/3/23,8.6,14.7,3.2
1991/3/24,8.4,13.5,2.5
1991/3/25,5.6,10.1,-1.0
1991/3/26,7.2,13.2,1.3
1991/3/27,0.3,1.5,-0.6
1991/3/28,3.0,6.1,0.7
1991/3/29,4.5,9.3,0.1
1991/3/30,6.2,9.8,1.1
1991/3/31,5.0,8.6,0.1
1991/4/1,1.5,6.8,-2.6
1991/4/2,1.4,8.5,-4.6
1991/4/3,2.9,9.7,-4.3
1991/4/4,6.4,15.7,-2.0
1991/4/5,8.7,19.3,-1.6
1991/4/6,10.4,18.2,1.6
1991/4/7,10.2,17.5,5.0
1991/4/8,7.7,8.7,6.8
1991/4/9,9.5,14.4,3.9
1991/4/10,9.8,17.5,1.3
1991/4/11,14.2,21.9,9.1
1991/4/12,11.8,20.5,2.9
1991/4/13,10.0,12.6,6.3
1991/4/14,10.5,14.9,2.9
1991/4/15,9.6,17.5,0.6
1991/4/16,11.6,17.2,4.3
1991/4/17,12.2,21.1,0.5
1991/4/18,9.9,15.8,3.5
1991/4/19,8.0,14.2,2.6
1991/4/20,4.5,8.3,0.7
1991/4/21,6.9,15.2,-0.1
1991/4/22,7.5,14.2,1.7
1991/4/23,10.9,20.6,-0.2
1991/4/24,14.1,23.2,4.5
1991/4/25,12.2,15.9,10.2
1991/4/26,15.6,21.8,11.4
1991/4/27,12.3,18.4,6.2
1991/4/28,12.3,19.1,2.5
1991/4/29,14.9,19.0,12.1
1991/4/30,11.1,16.3,6.3
1991/5/1,8.7,15.6,3.6
