ダウンロードした時刻：2017/07/24 15:39:56

,松本,松本,松本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1992/1/1,0.2,8.3,-5.5
1992/1/2,1.8,8.5,-2.0
1992/1/3,2.3,10.2,-3.1
1992/1/4,0.9,5.8,-3.8
1992/1/5,-0.2,7.7,-7.1
1992/1/6,0.5,2.9,-0.4
1992/1/7,4.3,9.6,0.2
1992/1/8,3.2,8.6,-0.6
1992/1/9,1.3,2.7,0.2
1992/1/10,0.9,4.7,-3.4
1992/1/11,-1.2,5.5,-6.2
1992/1/12,1.3,10.6,-5.0
1992/1/13,3.6,11.1,-3.7
1992/1/14,1.1,5.3,-4.3
1992/1/15,-2.8,3.1,-6.7
1992/1/16,-0.6,8.1,-8.6
1992/1/17,4.1,8.3,-0.9
1992/1/18,-0.5,2.7,-2.2
1992/1/19,-1.6,4.1,-5.4
1992/1/20,-3.0,4.7,-9.1
1992/1/21,-0.7,5.7,-8.4
1992/1/22,3.3,9.1,-2.5
1992/1/23,-1.0,3.0,-4.6
1992/1/24,-3.0,2.9,-8.7
1992/1/25,3.3,7.2,0.0
1992/1/26,1.5,8.0,-3.3
1992/1/27,2.1,11.1,-5.3
1992/1/28,3.4,9.5,-2.2
1992/1/29,6.6,10.9,3.7
1992/1/30,1.4,3.9,-1.2
1992/1/31,-0.6,1.6,-1.8
1992/2/1,-2.5,2.0,-8.9
1992/2/2,-5.8,1.6,-11.1
1992/2/3,1.5,7.5,-9.5
1992/2/4,3.6,9.1,-2.5
1992/2/5,-1.4,4.6,-5.7
1992/2/6,-0.7,5.5,-7.4
1992/2/7,2.4,7.1,-2.2
1992/2/8,-1.3,4.7,-4.0
1992/2/9,-2.0,5.2,-6.9
1992/2/10,-0.3,8.5,-8.5
1992/2/11,-0.4,4.1,-3.6
1992/2/12,3.6,11.4,-5.1
1992/2/13,2.7,10.2,-4.5
1992/2/14,2.1,7.5,-1.1
1992/2/15,4.1,9.3,-0.4
1992/2/16,2.9,9.2,-3.1
1992/2/17,-1.2,5.8,-7.4
1992/2/18,1.2,10.5,-6.6
1992/2/19,0.2,5.2,-4.7
1992/2/20,-1.8,4.1,-5.3
1992/2/21,-2.3,4.1,-6.5
1992/2/22,-2.2,2.3,-5.5
1992/2/23,-0.2,7.5,-8.1
1992/2/24,1.5,6.7,-3.1
1992/2/25,-1.8,2.2,-4.0
1992/2/26,-1.8,5.7,-7.8
1992/2/27,2.6,15.7,-7.4
1992/2/28,7.4,18.4,-4.0
1992/2/29,11.6,15.2,5.9
1992/3/1,7.8,14.4,2.7
1992/3/2,2.4,7.3,-1.2
1992/3/3,0.5,5.7,-1.9
1992/3/4,1.2,9.3,-5.4
1992/3/5,1.1,3.2,-0.5
1992/3/6,2.4,6.1,-0.3
1992/3/7,0.2,5.6,-3.3
1992/3/8,1.3,11.1,-6.4
1992/3/9,5.3,16.7,-4.4
1992/3/10,5.0,10.8,1.0
1992/3/11,4.3,12.0,-0.8
1992/3/12,5.5,15.8,-2.2
1992/3/13,8.1,19.1,-0.2
1992/3/14,9.1,19.2,-0.7
1992/3/15,13.2,17.8,8.9
1992/3/16,4.7,8.9,0.5
1992/3/17,0.6,2.8,-1.5
1992/3/18,0.2,1.1,-0.7
1992/3/19,3.3,7.8,0.4
1992/3/20,4.7,11.0,-0.8
1992/3/21,-0.2,2.8,-2.8
1992/3/22,-0.8,4.7,-5.7
1992/3/23,-0.5,2.7,-3.5
1992/3/24,3.9,8.6,0.1
1992/3/25,6.7,13.5,2.9
1992/3/26,5.9,9.3,2.4
1992/3/27,4.8,10.0,1.2
1992/3/28,6.0,13.2,-1.4
1992/3/29,7.2,8.5,5.8
1992/3/30,8.7,15.4,2.8
1992/3/31,8.8,17.3,0.3
1992/4/1,9.9,12.2,8.3
1992/4/2,10.4,15.7,4.2
1992/4/3,10.4,20.3,1.3
1992/4/4,12.3,19.4,6.2
1992/4/5,7.0,10.5,4.8
1992/4/6,10.1,20.3,2.5
1992/4/7,8.2,14.0,4.1
1992/4/8,11.9,20.6,1.6
1992/4/9,13.5,17.7,8.9
1992/4/10,8.1,9.2,6.2
1992/4/11,10.4,17.8,5.4
1992/4/12,6.9,15.4,1.1
1992/4/13,5.8,12.8,-0.4
1992/4/14,5.5,13.4,0.8
1992/4/15,8.0,16.8,-1.1
1992/4/16,9.1,15.3,3.6
1992/4/17,7.3,15.2,0.6
1992/4/18,14.3,22.6,2.6
1992/4/19,11.1,14.6,4.6
1992/4/20,10.0,19.4,1.5
1992/4/21,12.3,23.0,1.5
1992/4/22,11.3,13.8,5.0
1992/4/23,12.5,21.2,2.5
1992/4/24,12.9,20.0,4.7
1992/4/25,10.7,18.0,4.3
1992/4/26,11.9,23.8,1.5
1992/4/27,16.3,27.5,4.4
1992/4/28,17.0,25.9,8.1
1992/4/29,14.4,19.1,8.0
1992/4/30,7.1,8.1,4.9
1992/5/1,8.2,15.3,3.6
