ダウンロードした時刻：2017/07/24 15:43:51

,京都,京都,京都
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/1/1,10.6,17.2,4.1
1997/1/2,6.9,14.5,2.6
1997/1/3,4.9,9.6,1.3
1997/1/4,4.4,8.5,1.8
1997/1/5,3.5,6.7,1.0
1997/1/6,5.2,8.6,3.1
1997/1/7,4.4,7.7,1.1
1997/1/8,3.4,8.4,0.9
1997/1/9,3.6,9.0,0.9
1997/1/10,3.7,9.0,0.0
1997/1/11,4.5,9.6,0.4
1997/1/12,5.4,8.6,3.2
1997/1/13,5.6,11.0,2.4
1997/1/14,5.1,9.7,0.6
1997/1/15,5.7,8.9,3.0
1997/1/16,4.5,10.4,0.2
1997/1/17,6.0,12.4,0.9
1997/1/18,7.3,13.9,3.5
1997/1/19,6.5,10.1,3.7
1997/1/20,5.9,12.0,1.1
1997/1/21,3.0,10.8,-4.2
1997/1/22,-1.1,3.1,-5.5
1997/1/23,3.4,6.5,1.0
1997/1/24,3.1,4.4,1.5
1997/1/25,3.5,6.7,1.4
1997/1/26,3.8,7.2,1.6
1997/1/27,5.4,11.5,0.4
1997/1/28,5.1,9.5,1.2
1997/1/29,3.4,6.6,1.0
1997/1/30,2.1,6.0,-1.0
1997/1/31,3.3,6.1,1.1
1997/2/1,3.2,7.9,-0.1
1997/2/2,3.3,6.7,0.2
1997/2/3,3.4,8.5,0.4
1997/2/4,2.6,5.4,0.3
1997/2/5,4.1,7.2,2.5
1997/2/6,4.6,10.9,0.6
1997/2/7,4.6,7.9,2.7
1997/2/8,5.9,12.3,1.7
1997/2/9,6.0,14.3,0.2
1997/2/10,6.5,13.5,0.4
1997/2/11,3.3,7.2,0.3
1997/2/12,3.0,6.4,0.9
1997/2/13,2.5,6.9,-0.1
1997/2/14,2.6,9.2,-2.0
1997/2/15,5.3,10.9,-0.4
1997/2/16,7.0,10.6,4.5
1997/2/17,4.3,7.2,1.9
1997/2/18,3.6,9.1,0.6
1997/2/19,2.8,6.8,0.1
1997/2/20,5.2,10.0,0.3
1997/2/21,3.6,7.3,-1.7
1997/2/22,0.1,3.1,-2.4
1997/2/23,3.5,9.4,0.0
1997/2/24,5.8,14.6,-1.3
1997/2/25,7.3,13.2,1.1
1997/2/26,9.1,13.1,4.1
1997/2/27,7.0,13.6,2.9
1997/2/28,9.9,18.7,1.8
1997/3/1,9.0,11.6,4.1
1997/3/2,6.5,11.8,1.1
1997/3/3,5.9,9.0,2.4
1997/3/4,6.7,13.6,0.7
1997/3/5,8.1,15.2,1.6
1997/3/6,12.0,19.3,3.7
1997/3/7,14.7,22.2,9.8
1997/3/8,9.8,14.8,4.9
1997/3/9,7.3,14.8,3.0
1997/3/10,7.4,14.2,1.4
1997/3/11,9.3,13.9,4.5
1997/3/12,7.8,15.2,2.0
1997/3/13,10.1,15.1,3.9
1997/3/14,13.6,18.7,9.4
1997/3/15,11.1,14.5,8.5
1997/3/16,9.0,12.3,7.5
1997/3/17,8.1,13.0,4.7
1997/3/18,8.9,16.7,1.1
1997/3/19,9.2,12.7,7.2
1997/3/20,8.7,13.5,4.5
1997/3/21,10.0,14.6,4.7
1997/3/22,10.2,13.6,6.7
1997/3/23,8.5,15.2,4.0
1997/3/24,4.5,8.4,1.3
1997/3/25,7.8,15.8,-0.3
1997/3/26,12.0,19.1,4.3
1997/3/27,10.3,14.1,7.2
1997/3/28,11.3,18.7,3.3
1997/3/29,12.3,13.9,10.6
1997/3/30,11.1,14.7,5.8
1997/3/31,8.2,14.8,2.2
1997/4/1,10.8,18.2,3.5
1997/4/2,11.2,14.9,7.2
1997/4/3,15.0,18.3,11.7
1997/4/4,15.2,18.5,13.1
1997/4/5,16.0,19.3,13.6
1997/4/6,14.5,16.3,12.9
1997/4/7,12.2,14.6,9.6
1997/4/8,13.4,19.7,7.9
1997/4/9,13.8,20.9,10.6
1997/4/10,13.0,19.7,7.0
1997/4/11,12.2,19.9,6.6
1997/4/12,13.0,20.8,5.4
1997/4/13,15.0,22.4,7.6
1997/4/14,16.3,23.5,8.3
1997/4/15,13.1,16.3,8.5
1997/4/16,11.5,19.2,5.4
1997/4/17,13.7,21.0,5.0
1997/4/18,16.4,22.9,12.5
1997/4/19,14.7,21.0,9.6
1997/4/20,15.3,23.0,6.7
1997/4/21,15.3,17.8,12.9
1997/4/22,16.8,21.9,13.3
1997/4/23,12.7,15.7,8.6
1997/4/24,11.8,18.0,7.5
1997/4/25,13.4,20.8,5.8
1997/4/26,15.2,22.8,6.9
1997/4/27,17.4,25.0,8.3
1997/4/28,16.7,18.4,15.3
1997/4/29,19.0,25.7,13.0
1997/4/30,16.9,20.0,14.1
1997/5/1,18.5,26.6,10.9
