ダウンロードした時刻：2017/07/24 15:38:48

,新潟,新潟,新潟
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2012/1/1,2.8,6.0,-1.1
2012/1/2,3.8,6.8,1.3
2012/1/3,2.9,5.6,0.7
2012/1/4,1.8,4.1,0.3
2012/1/5,1.8,3.9,0.1
2012/1/6,2.0,3.5,0.6
2012/1/7,2.6,5.1,0.8
2012/1/8,2.5,5.8,0.4
2012/1/9,2.0,4.4,0.0
2012/1/10,2.4,4.1,1.0
2012/1/11,0.2,2.1,-2.3
2012/1/12,-0.2,2.2,-2.0
2012/1/13,2.0,3.8,-1.2
2012/1/14,1.0,2.1,-0.3
2012/1/15,1.3,2.3,-0.9
2012/1/16,0.9,2.9,-0.8
2012/1/17,1.2,4.6,-0.1
2012/1/18,1.9,6.8,-3.0
2012/1/19,4.0,7.3,0.1
2012/1/20,4.5,6.1,2.8
2012/1/21,3.9,5.2,2.8
2012/1/22,4.4,8.0,1.5
2012/1/23,2.4,6.2,-0.9
2012/1/24,-0.1,2.1,-2.4
2012/1/25,-0.5,1.2,-2.3
2012/1/26,-0.6,1.4,-2.5
2012/1/27,0.2,1.8,-2.7
2012/1/28,-0.1,1.6,-1.4
2012/1/29,-0.1,1.7,-1.7
2012/1/30,-0.5,2.1,-2.1
2012/1/31,-0.3,2.0,-3.1
2012/2/1,0.1,3.9,-4.2
2012/2/2,-0.6,1.1,-2.7
2012/2/3,-0.3,2.0,-2.0
2012/2/4,1.9,4.0,-0.4
2012/2/5,1.7,3.2,0.2
2012/2/6,2.9,6.9,-1.4
2012/2/7,3.3,5.3,1.6
2012/2/8,-1.0,1.5,-2.1
2012/2/9,-0.9,0.4,-1.9
2012/2/10,-0.9,0.5,-2.3
2012/2/11,-0.5,1.7,-2.7
2012/2/12,0.4,2.3,-2.6
2012/2/13,1.2,4.8,-2.4
2012/2/14,2.8,5.6,1.1
2012/2/15,2.3,5.2,0.2
2012/2/16,0.6,2.7,-1.0
2012/2/17,-1.8,-0.1,-2.9
2012/2/18,-1.8,0.7,-4.2
2012/2/19,-1.1,2.2,-4.2
2012/2/20,0.7,2.9,-2.3
2012/2/21,1.9,3.5,0.5
2012/2/22,2.2,5.1,-2.4
2012/2/23,5.6,8.9,3.8
2012/2/24,4.0,6.0,1.6
2012/2/25,1.9,3.8,0.5
2012/2/26,1.4,3.8,0.1
2012/2/27,-0.1,1.7,-1.5
2012/2/28,0.5,2.7,-2.4
2012/2/29,2.9,6.3,-0.2
2012/3/1,3.5,9.0,-2.3
2012/3/2,3.7,6.3,0.6
2012/3/3,3.5,5.4,1.9
2012/3/4,3.3,5.9,0.1
2012/3/5,5.3,7.9,2.7
2012/3/6,6.7,10.2,4.8
2012/3/7,7.5,9.7,4.9
2012/3/8,6.2,9.6,2.8
2012/3/9,6.1,8.0,4.0
2012/3/10,3.8,5.8,1.9
2012/3/11,4.0,9.7,1.2
2012/3/12,4.0,7.6,0.6
2012/3/13,2.1,5.9,0.3
2012/3/14,3.6,8.5,0.0
2012/3/15,4.3,7.2,1.1
2012/3/16,5.6,10.9,0.4
2012/3/17,8.4,10.9,5.6
2012/3/18,7.8,9.2,5.7
2012/3/19,2.4,5.7,0.3
2012/3/20,1.1,2.6,-0.1
2012/3/21,3.8,7.0,-0.2
2012/3/22,5.9,10.9,0.3
2012/3/23,6.8,8.8,4.6
2012/3/24,6.3,8.8,3.6
2012/3/25,3.7,7.1,0.8
2012/3/26,3.3,8.2,0.8
2012/3/27,6.9,11.7,1.3
2012/3/28,6.6,10.5,3.7
2012/3/29,8.0,12.9,1.6
2012/3/30,12.9,18.9,5.8
2012/3/31,7.9,13.7,4.3
2012/4/1,4.7,7.4,1.7
2012/4/2,6.1,8.5,3.6
2012/4/3,10.1,16.0,5.1
2012/4/4,6.6,9.1,3.2
2012/4/5,5.2,11.3,0.6
2012/4/6,4.7,8.2,1.7
2012/4/7,3.8,7.6,0.6
2012/4/8,5.9,11.0,2.3
2012/4/9,11.1,16.7,5.4
2012/4/10,11.0,17.5,3.6
2012/4/11,12.6,16.8,10.5
2012/4/12,11.0,14.6,8.1
2012/4/13,10.9,13.7,8.7
2012/4/14,10.1,12.7,8.1
2012/4/15,10.3,15.0,6.2
2012/4/16,14.7,20.8,6.9
2012/4/17,11.2,15.0,8.9
2012/4/18,10.6,13.7,8.9
2012/4/19,11.5,15.7,5.6
2012/4/20,13.4,18.8,10.4
2012/4/21,13.6,20.2,9.0
2012/4/22,12.9,16.8,9.6
2012/4/23,14.4,19.9,12.0
2012/4/24,13.5,17.7,10.5
2012/4/25,14.1,19.3,9.8
2012/4/26,18.3,24.1,13.3
2012/4/27,11.9,14.2,9.7
2012/4/28,14.6,21.7,6.4
2012/4/29,18.1,24.7,11.8
2012/4/30,19.6,28.2,13.7
2012/5/1,22.7,28.5,18.1
