ダウンロードした時刻：2017/07/24 15:39:40

,福井,福井,福井
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/1/1,3.3,6.8,1.7
1996/1/2,1.9,7.9,-1.9
1996/1/3,4.7,11.9,-0.6
1996/1/4,1.8,3.6,0.5
1996/1/5,2.7,4.0,1.2
1996/1/6,5.1,8.9,2.6
1996/1/7,4.4,12.0,-1.0
1996/1/8,5.6,11.0,-0.8
1996/1/9,0.3,2.9,-2.1
1996/1/10,3.0,5.1,0.6
1996/1/11,4.0,6.1,1.7
1996/1/12,3.4,8.3,-0.2
1996/1/13,2.6,9.5,-2.9
1996/1/14,7.4,12.7,-0.4
1996/1/15,9.4,10.2,8.3
1996/1/16,6.8,8.6,3.6
1996/1/17,4.6,8.0,1.5
1996/1/18,3.7,5.4,2.2
1996/1/19,2.8,7.3,-1.0
1996/1/20,3.9,6.0,1.1
1996/1/21,4.6,7.5,2.5
1996/1/22,3.9,8.4,0.2
1996/1/23,4.0,6.9,1.2
1996/1/24,0.8,3.0,-0.2
1996/1/25,0.2,2.7,-1.7
1996/1/26,0.4,2.2,-1.2
1996/1/27,1.0,4.9,-1.5
1996/1/28,2.0,6.3,-0.8
1996/1/29,2.9,7.8,0.6
1996/1/30,1.8,4.4,-0.5
1996/1/31,0.8,3.2,-1.0
1996/2/1,-0.2,2.2,-1.6
1996/2/2,-1.7,-0.4,-3.5
1996/2/3,0.0,2.5,-2.8
1996/2/4,1.5,4.9,-1.3
1996/2/5,2.8,7.9,-1.5
1996/2/6,0.7,3.2,-0.8
1996/2/7,1.1,4.6,-0.9
1996/2/8,2.4,7.4,-1.4
1996/2/9,1.9,5.6,-0.7
1996/2/10,0.1,2.5,-1.6
1996/2/11,0.9,6.1,-2.3
1996/2/12,4.0,10.7,-2.7
1996/2/13,6.4,11.1,3.3
1996/2/14,8.8,18.9,3.2
1996/2/15,5.9,10.4,2.6
1996/2/16,2.1,4.9,0.0
1996/2/17,1.7,4.6,-0.3
1996/2/18,1.6,6.3,-0.4
1996/2/19,0.1,3.3,-1.8
1996/2/20,0.0,4.0,-3.6
1996/2/21,-0.2,4.2,-2.6
1996/2/22,0.2,4.9,-4.1
1996/2/23,1.5,6.6,-0.6
1996/2/24,2.3,6.4,-0.1
1996/2/25,2.6,10.7,-1.5
1996/2/26,4.3,9.7,0.7
1996/2/27,5.5,10.9,2.5
1996/2/28,4.6,9.4,1.0
1996/2/29,6.7,13.2,-0.7
1996/3/1,6.1,10.6,4.1
1996/3/2,2.7,4.9,0.5
1996/3/3,3.0,7.3,-0.1
1996/3/4,3.2,8.9,0.7
1996/3/5,1.6,4.5,-0.6
1996/3/6,2.4,7.7,-0.6
1996/3/7,3.2,7.2,-1.4
1996/3/8,7.3,10.6,4.2
1996/3/9,3.8,6.0,1.7
1996/3/10,4.0,8.1,0.8
1996/3/11,4.4,9.6,1.6
1996/3/12,2.2,5.3,-0.9
1996/3/13,5.4,12.8,-1.1
1996/3/14,8.2,15.3,1.4
1996/3/15,6.5,8.6,4.2
1996/3/16,8.5,13.3,2.5
1996/3/17,11.1,14.5,8.8
1996/3/18,5.4,9.0,0.9
1996/3/19,2.7,7.0,-0.2
1996/3/20,5.4,12.1,-0.3
1996/3/21,10.9,18.7,1.2
1996/3/22,9.6,13.7,6.9
1996/3/23,5.1,7.1,2.6
1996/3/24,6.7,12.9,-0.6
1996/3/25,8.2,9.3,6.8
1996/3/26,7.9,12.5,4.1
1996/3/27,7.7,14.2,2.0
1996/3/28,7.5,13.3,2.3
1996/3/29,10.5,16.8,3.0
1996/3/30,16.7,21.7,12.7
1996/3/31,11.7,13.7,9.9
1996/4/1,7.7,10.1,3.7
1996/4/2,4.6,8.6,1.8
1996/4/3,3.6,9.2,0.4
1996/4/4,3.8,7.2,1.0
1996/4/5,6.5,11.9,1.7
1996/4/6,9.2,14.5,2.2
1996/4/7,9.8,14.4,6.8
1996/4/8,9.3,14.5,4.5
1996/4/9,9.6,14.5,5.5
1996/4/10,8.0,12.7,3.2
1996/4/11,4.4,8.7,0.5
1996/4/12,3.8,8.8,0.4
1996/4/13,6.3,11.7,0.9
1996/4/14,9.6,17.1,0.9
1996/4/15,11.8,18.5,6.5
1996/4/16,10.6,11.9,9.4
1996/4/17,14.3,19.6,7.5
1996/4/18,12.4,17.2,7.5
1996/4/19,9.2,12.9,6.2
1996/4/20,8.0,11.0,5.3
1996/4/21,7.1,11.4,3.5
1996/4/22,9.9,17.2,1.3
1996/4/23,14.3,22.0,7.0
1996/4/24,15.4,23.3,8.1
1996/4/25,15.3,23.4,8.7
1996/4/26,15.8,22.5,9.8
1996/4/27,16.8,23.6,9.6
1996/4/28,15.4,21.5,11.6
1996/4/29,19.3,29.7,8.4
1996/4/30,20.4,24.3,16.2
1996/5/1,19.3,21.3,15.5
