ダウンロードした時刻：2017/07/24 15:43:11

,米子,米子,米子
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2003/1/1,5.0,8.6,3.1
2003/1/2,3.6,5.6,1.3
2003/1/3,4.7,6.9,0.3
2003/1/4,0.9,4.9,-2.0
2003/1/5,-1.2,1.2,-3.1
2003/1/6,0.5,3.4,-2.2
2003/1/7,2.6,7.0,0.0
2003/1/8,3.4,9.1,-0.2
2003/1/9,4.6,10.5,-0.9
2003/1/10,6.1,10.0,3.4
2003/1/11,5.4,10.0,2.1
2003/1/12,5.9,12.6,1.9
2003/1/13,9.2,14.5,4.3
2003/1/14,7.4,11.5,1.9
2003/1/15,2.1,4.9,-1.2
2003/1/16,3.6,9.1,-2.6
2003/1/17,7.7,13.9,1.9
2003/1/18,6.6,9.4,4.5
2003/1/19,5.5,10.0,2.7
2003/1/20,4.3,6.6,0.7
2003/1/21,2.0,5.5,0.4
2003/1/22,3.2,6.5,-0.4
2003/1/23,4.9,7.7,3.2
2003/1/24,3.4,5.5,1.3
2003/1/25,5.0,8.0,1.4
2003/1/26,4.5,9.5,0.5
2003/1/27,8.2,11.4,2.6
2003/1/28,1.4,3.2,-1.1
2003/1/29,-3.6,-0.1,-5.9
2003/1/30,0.1,3.1,-3.6
2003/1/31,2.2,4.7,0.2
2003/2/1,2.8,4.7,1.1
2003/2/2,3.1,6.8,1.1
2003/2/3,2.4,6.2,0.1
2003/2/4,2.8,7.9,-0.6
2003/2/5,4.0,8.1,1.4
2003/2/6,3.9,8.4,1.4
2003/2/7,6.6,14.1,1.6
2003/2/8,8.8,12.8,4.0
2003/2/9,8.9,11.7,3.4
2003/2/10,6.7,11.8,0.6
2003/2/11,7.2,9.6,5.0
2003/2/12,4.7,6.9,2.8
2003/2/13,3.8,7.3,1.6
2003/2/14,5.5,10.3,1.5
2003/2/15,5.9,10.9,-0.3
2003/2/16,7.9,11.3,6.0
2003/2/17,6.8,10.0,1.7
2003/2/18,6.7,13.3,0.1
2003/2/19,6.0,11.1,1.5
2003/2/20,5.1,6.9,2.8
2003/2/21,5.3,8.0,2.1
2003/2/22,6.4,7.9,4.7
2003/2/23,6.5,8.1,3.0
2003/2/24,5.6,8.5,2.6
2003/2/25,6.5,11.2,2.8
2003/2/26,6.9,12.8,0.2
2003/2/27,6.2,8.4,4.2
2003/2/28,6.1,9.8,1.1
2003/3/1,8.8,10.4,6.9
2003/3/2,9.3,15.0,6.2
2003/3/3,6.7,11.2,1.1
2003/3/4,2.1,3.9,0.6
2003/3/5,2.6,6.7,0.3
2003/3/6,4.5,7.0,0.3
2003/3/7,7.2,9.8,4.9
2003/3/8,5.4,7.7,2.3
2003/3/9,3.7,5.2,1.4
2003/3/10,4.4,6.4,2.0
2003/3/11,4.7,8.4,0.9
2003/3/12,4.7,7.7,0.0
2003/3/13,3.8,9.1,-1.0
2003/3/14,5.5,10.2,-1.2
2003/3/15,6.6,11.4,3.3
2003/3/16,5.2,8.2,-0.1
2003/3/17,8.4,12.0,6.5
2003/3/18,6.9,10.2,1.0
2003/3/19,5.5,10.9,-0.3
2003/3/20,5.7,11.5,-0.3
2003/3/21,5.5,10.1,-0.4
2003/3/22,6.6,10.9,2.5
2003/3/23,6.9,13.6,-0.5
2003/3/24,10.3,18.3,3.1
2003/3/25,11.0,17.4,8.1
2003/3/26,11.1,18.0,5.1
2003/3/27,11.5,20.6,6.5
2003/3/28,9.8,15.0,5.2
2003/3/29,8.9,11.7,3.2
2003/3/30,11.3,20.3,2.2
2003/3/31,14.4,21.0,8.0
2003/4/1,11.4,13.7,10.5
2003/4/2,10.3,11.6,8.9
2003/4/3,10.7,13.4,8.6
2003/4/4,9.2,10.4,8.2
2003/4/5,9.5,12.4,4.5
2003/4/6,10.0,17.7,1.9
2003/4/7,14.1,23.0,6.4
2003/4/8,13.7,20.7,10.9
2003/4/9,9.3,11.4,7.4
2003/4/10,7.9,11.5,3.1
2003/4/11,14.1,18.7,4.7
2003/4/12,15.9,18.7,11.7
2003/4/13,14.0,18.9,7.9
2003/4/14,11.4,16.2,7.1
2003/4/15,11.7,16.9,6.0
2003/4/16,13.2,19.9,4.8
2003/4/17,18.5,25.8,8.6
2003/4/18,18.9,24.6,12.4
2003/4/19,16.3,22.9,11.9
2003/4/20,12.6,15.3,11.8
2003/4/21,12.0,14.1,9.2
2003/4/22,11.1,15.9,3.8
2003/4/23,17.0,21.0,14.9
2003/4/24,15.3,16.5,14.2
2003/4/25,18.9,25.6,14.0
2003/4/26,13.7,20.1,11.9
2003/4/27,14.2,19.5,9.9
2003/4/28,17.7,26.2,10.1
2003/4/29,21.3,27.8,12.9
2003/4/30,12.9,20.4,8.0
2003/5/1,14.0,20.2,6.1
