ダウンロードした時刻：2017/07/24 15:43:41

,浜田,浜田,浜田
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1989/1/1,6.7,10.0,2.4
1989/1/2,6.9,10.4,0.3
1989/1/3,9.5,11.0,8.2
1989/1/4,7.1,10.5,4.6
1989/1/5,4.9,9.2,1.5
1989/1/6,6.6,12.9,0.1
1989/1/7,11.0,14.1,7.6
1989/1/8,13.6,15.9,11.2
1989/1/9,10.4,14.0,6.4
1989/1/10,8.7,13.5,5.1
1989/1/11,8.3,10.9,4.1
1989/1/12,6.4,9.9,4.3
1989/1/13,6.8,10.7,3.1
1989/1/14,6.6,8.4,3.6
1989/1/15,4.7,9.6,1.3
1989/1/16,5.4,10.8,0.1
1989/1/17,6.3,12.0,2.4
1989/1/18,8.8,16.5,2.2
1989/1/19,14.4,18.3,11.8
1989/1/20,12.0,14.2,9.5
1989/1/21,8.4,12.8,5.5
1989/1/22,6.8,9.1,4.8
1989/1/23,6.6,8.9,4.2
1989/1/24,5.5,7.2,3.6
1989/1/25,6.9,10.8,2.8
1989/1/26,8.1,11.0,3.5
1989/1/27,2.9,11.0,0.8
1989/1/28,2.9,4.3,0.4
1989/1/29,3.8,7.8,1.4
1989/1/30,6.4,11.4,2.1
1989/1/31,8.0,12.7,2.6
1989/2/1,6.4,9.4,3.2
1989/2/2,3.3,4.9,1.2
1989/2/3,4.6,7.0,2.4
1989/2/4,5.3,10.2,2.1
1989/2/5,5.0,11.8,0.2
1989/2/6,6.2,13.1,1.4
1989/2/7,7.0,12.7,1.7
1989/2/8,8.5,10.9,5.8
1989/2/9,8.4,9.9,6.0
1989/2/10,5.1,6.3,2.9
1989/2/11,5.2,7.7,2.2
1989/2/12,5.2,9.5,1.8
1989/2/13,5.1,8.9,1.2
1989/2/14,5.1,11.1,0.8
1989/2/15,6.9,11.6,0.5
1989/2/16,12.4,15.6,8.2
1989/2/17,8.8,11.3,7.5
1989/2/18,6.6,7.6,5.0
1989/2/19,5.5,10.6,1.6
1989/2/20,8.5,12.5,1.0
1989/2/21,8.6,10.3,7.8
1989/2/22,7.8,11.4,5.5
1989/2/23,6.9,11.1,4.1
1989/2/24,7.3,8.8,5.5
1989/2/25,8.7,10.4,6.7
1989/2/26,5.8,8.8,1.9
1989/2/27,7.6,12.7,0.4
1989/2/28,16.5,21.4,9.8
1989/3/1,8.8,16.1,2.4
1989/3/2,8.2,13.3,-0.2
1989/3/3,15.8,20.6,8.6
1989/3/4,10.2,19.7,7.1
1989/3/5,6.5,12.2,4.9
1989/3/6,5.8,8.4,2.5
1989/3/7,3.9,6.4,1.4
1989/3/8,3.4,7.3,1.3
1989/3/9,4.3,8.9,0.5
1989/3/10,7.4,11.4,0.5
1989/3/11,10.4,12.5,7.7
1989/3/12,11.5,15.9,6.1
1989/3/13,11.6,13.8,9.1
1989/3/14,11.8,15.1,7.7
1989/3/15,10.1,12.9,5.5
1989/3/16,9.0,13.6,2.7
1989/3/17,7.2,9.1,6.0
1989/3/18,6.4,11.6,1.8
1989/3/19,6.5,12.6,1.2
1989/3/20,7.5,12.6,1.7
1989/3/21,7.6,12.1,3.5
1989/3/22,7.8,11.1,4.7
1989/3/23,7.8,13.0,1.9
1989/3/24,10.2,14.1,6.9
1989/3/25,9.5,12.7,7.2
1989/3/26,7.5,14.1,2.4
1989/3/27,9.6,15.1,4.6
1989/3/28,7.4,11.5,3.9
1989/3/29,9.3,14.6,2.8
1989/3/30,11.6,16.0,5.5
1989/3/31,14.5,17.0,10.7
1989/4/1,14.1,18.2,9.2
1989/4/2,14.5,17.7,9.0
1989/4/3,14.3,19.2,9.8
1989/4/4,11.2,16.7,6.2
1989/4/5,10.7,16.1,5.4
1989/4/6,12.4,19.9,5.7
1989/4/7,15.7,22.2,8.6
1989/4/8,12.8,16.4,9.4
1989/4/9,12.7,18.4,7.9
1989/4/10,13.3,18.0,9.2
1989/4/11,9.5,13.4,5.2
1989/4/12,10.7,14.0,5.2
1989/4/13,11.2,15.5,5.7
1989/4/14,14.0,21.4,7.3
1989/4/15,14.5,16.6,12.5
1989/4/16,12.6,16.1,10.8
1989/4/17,15.0,17.8,9.5
1989/4/18,17.1,21.2,12.3
1989/4/19,16.8,22.4,11.8
1989/4/20,17.7,24.6,12.3
1989/4/21,19.9,30.4,12.3
1989/4/22,18.3,23.2,11.9
1989/4/23,17.7,23.3,15.6
1989/4/24,13.6,15.7,11.3
1989/4/25,11.8,15.9,7.5
1989/4/26,14.4,19.5,8.3
1989/4/27,16.1,21.6,11.5
1989/4/28,11.4,15.7,6.3
1989/4/29,11.6,19.3,4.0
1989/4/30,13.3,18.6,8.2
1989/5/1,14.4,19.6,12.4
