ダウンロードした時刻：2017/07/24 15:40:55

,名古屋,名古屋,名古屋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1985/1/1,3.6,9.3,-0.6
1985/1/2,4.6,9.9,-0.3
1985/1/3,3.3,6.2,1.3
1985/1/4,3.3,9.0,0.0
1985/1/5,1.7,6.3,-2.0
1985/1/6,2.9,6.2,0.4
1985/1/7,2.4,7.0,-0.1
1985/1/8,2.8,7.9,-2.1
1985/1/9,3.4,9.0,-2.2
1985/1/10,4.2,8.5,1.1
1985/1/11,5.9,10.6,2.7
1985/1/12,5.3,9.8,-0.3
1985/1/13,3.5,7.7,0.6
1985/1/14,0.2,4.7,-2.4
1985/1/15,-0.3,3.9,-4.3
1985/1/16,2.1,7.5,-2.4
1985/1/17,1.9,6.1,-1.5
1985/1/18,0.9,5.6,-4.4
1985/1/19,3.7,9.4,-2.2
1985/1/20,5.4,11.2,3.2
1985/1/21,3.2,6.8,0.0
1985/1/22,2.9,6.9,-1.2
1985/1/23,6.0,11.9,2.4
1985/1/24,3.6,6.4,0.0
1985/1/25,2.4,7.2,-0.9
1985/1/26,2.1,7.9,-2.1
1985/1/27,3.4,9.4,-2.7
1985/1/28,3.5,7.2,1.2
1985/1/29,1.1,5.3,-2.3
1985/1/30,-1.1,2.5,-3.3
1985/1/31,-0.2,5.5,-5.7
1985/2/1,3.6,8.5,-2.3
1985/2/2,5.2,10.3,2.1
1985/2/3,5.1,10.9,-1.0
1985/2/4,6.8,12.0,2.3
1985/2/5,5.3,6.3,4.4
1985/2/6,6.9,9.6,2.9
1985/2/7,8.7,15.4,3.3
1985/2/8,9.0,14.1,4.5
1985/2/9,10.4,14.1,8.2
1985/2/10,8.3,12.3,3.6
1985/2/11,5.6,10.9,2.5
1985/2/12,5.4,9.6,-0.1
1985/2/13,6.0,10.7,2.3
1985/2/14,1.8,4.6,-1.2
1985/2/15,3.0,8.3,-2.8
1985/2/16,4.2,7.8,1.0
1985/2/17,5.5,10.0,2.1
1985/2/18,6.2,10.5,-0.2
1985/2/19,6.5,8.1,4.9
1985/2/20,6.4,8.3,3.8
1985/2/21,3.5,7.7,-1.1
1985/2/22,1.4,5.8,-0.7
1985/2/23,2.7,6.6,-0.7
1985/2/24,0.1,3.4,-1.6
1985/2/25,2.6,8.1,-2.7
1985/2/26,4.4,8.6,0.8
1985/2/27,6.2,10.1,1.7
1985/2/28,6.6,8.2,4.3
1985/3/1,9.4,14.9,7.0
1985/3/2,7.2,10.2,3.8
1985/3/3,6.8,11.3,2.7
1985/3/4,6.1,12.7,1.1
1985/3/5,7.4,11.0,3.4
1985/3/6,7.6,12.2,4.1
1985/3/7,8.3,14.0,2.3
1985/3/8,8.9,14.3,7.0
1985/3/9,9.7,15.6,5.7
1985/3/10,7.4,11.7,4.7
1985/3/11,6.6,8.0,5.4
1985/3/12,6.4,9.1,3.4
1985/3/13,7.1,12.2,1.6
1985/3/14,7.8,10.8,5.9
1985/3/15,7.5,13.0,3.3
1985/3/16,8.5,13.2,4.3
1985/3/17,8.0,10.5,6.9
1985/3/18,12.6,19.7,7.2
1985/3/19,9.0,11.1,5.8
1985/3/20,9.9,15.3,4.3
1985/3/21,8.9,11.4,6.6
1985/3/22,9.1,15.6,3.5
1985/3/23,9.4,15.3,3.7
1985/3/24,11.2,17.5,5.2
1985/3/25,12.6,16.5,8.2
1985/3/26,13.6,18.5,9.5
1985/3/27,9.7,11.7,7.7
1985/3/28,12.5,19.9,7.8
1985/3/29,12.9,19.7,7.5
1985/3/30,8.9,13.4,5.3
1985/3/31,6.2,11.2,3.4
1985/4/1,8.2,14.8,2.3
1985/4/2,9.8,15.6,1.4
1985/4/3,14.8,19.1,10.1
1985/4/4,14.2,16.5,10.3
1985/4/5,12.5,17.7,9.3
1985/4/6,13.3,20.5,6.5
1985/4/7,12.5,14.0,11.9
1985/4/8,17.1,24.6,11.3
1985/4/9,17.4,26.2,10.2
1985/4/10,16.9,22.9,12.4
1985/4/11,15.1,18.8,12.8
1985/4/12,13.1,14.9,12.2
1985/4/13,14.1,19.3,12.1
1985/4/14,15.1,19.5,11.5
1985/4/15,12.1,14.9,10.4
1985/4/16,12.3,18.3,8.5
1985/4/17,13.6,21.9,6.5
1985/4/18,13.5,20.5,9.9
1985/4/19,14.1,20.1,7.5
1985/4/20,16.0,21.6,12.0
1985/4/21,16.3,23.9,8.7
1985/4/22,15.8,21.6,13.4
1985/4/23,19.6,25.8,14.1
1985/4/24,15.3,19.4,10.8
1985/4/25,15.8,22.9,8.3
1985/4/26,17.4,22.4,11.8
1985/4/27,15.3,21.1,11.7
1985/4/28,14.8,22.4,7.6
1985/4/29,17.2,24.3,10.6
1985/4/30,17.4,24.2,11.0
1985/5/1,19.3,27.8,11.5
